ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,data_date
600602.SH,1991-05-10,392.3,392.3,392.3,392.3,396.3,-4.0,-1.01,114.0,44.0,2023-08-01
600654.SH,1991-05-10,333.4,333.4,333.4,333.4,336.8,-3.4,-1.01,10.0,3.0,2023-08-01
600653.SH,1991-05-10,38.8,38.9,38.3,38.35,38.7,-0.35,-0.9,55.0,214.0,2023-08-01
600656.SH,1991-05-10,4.12,4.12,4.12,4.12,4.08,0.04,0.98,48.0,19.0,2023-08-01
600652.SH,1991-05-10,284.5,284.5,284.5,284.5,281.7,2.8,0.99,1.0,1.0,2023-08-01
000004.SZ,1991-05-10,10.5,10.5,10.5,10.5,10.55,-0.05,-0.47,1.0,5.0,2023-08-01
600651.SH,1991-05-10,363.0,366.5,363.0,366.5,363.0,3.5,0.96,19.0,27.0,2023-08-01
000001.SZ,1991-05-10,41.96,41.96,41.96,41.96,42.17,-0.21,-0.5,20.0,84.0,2023-08-01
000001.SZ,1991-05-13,41.54,41.54,41.54,41.54,41.96,-0.42,-1.0,19.0,79.0,2023-08-01
000002.SZ,1991-05-13,11.05,11.05,11.05,11.05,11.11,-0.06,-0.54,87.0,481.0,2023-08-01
600601.SH,1991-05-13,41.7,41.7,41.7,41.7,46.8,-5.1,-10.9,1.0,4.0,2023-08-01
000005.SZ,1991-05-13,11.43,11.43,11.43,11.43,11.49,-0.06,-0.52,12.0,68.0,2023-08-01
600602.SH,1991-05-13,388.4,388.4,388.4,388.4,392.3,-3.9,-0.99,187.0,0.009,2023-08-01
600653.SH,1991-05-13,38.4,38.4,38.0,38.1,38.35,-0.25,-0.65,20.0,0.003,2023-08-01
600656.SH,1991-05-13,4.16,4.16,4.16,4.16,4.12,0.04,0.97,10.0,4.0,2023-08-01
600652.SH,1991-05-13,287.3,287.3,287.3,287.3,284.5,2.8,0.98,1.0,1.0,2023-08-01
000004.SZ,1991-05-13,10.4,10.4,10.4,10.4,10.45,-0.05,-0.48,4.0,21.0,2023-08-01
600651.SH,1991-05-13,369.0,369.0,362.8,362.8,366.5,-3.7,-1.01,14.0,0.005,2023-08-01
000001.SZ,1991-05-14,41.33,41.33,41.33,41.33,41.54,-0.21,-0.51,55.0,227.0,2023-08-01
000002.SZ,1991-05-14,10.99,11.11,10.99,10.99,11.05,-0.06,-0.54,205.0,1133.0,2023-08-01
600602.SH,1991-05-14,384.5,384.5,384.5,384.5,388.4,-3.9,-1.0,214.0,0.014,2023-08-01
600653.SH,1991-05-14,38.3,38.4,38.0,38.2,38.1,0.1,0.26,18.0,0.03,2023-08-01
600656.SH,1991-05-14,4.2,4.2,4.2,4.2,4.16,0.04,0.96,10.0,4.0,2023-08-01
000004.SZ,1991-05-14,10.35,10.35,10.35,10.35,10.4,-0.05,-0.48,33.0,171.0,2023-08-01
600651.SH,1991-05-14,360.1,364.8,360.1,364.8,362.8,2.0,0.55,18.0,0.005,2023-08-01
000005.SZ,1991-05-14,11.37,11.37,11.37,11.37,11.43,-0.06,-0.52,65.0,369.0,2023-08-01
000001.SZ,1991-05-15,41.12,41.12,41.12,41.12,41.33,-0.21,-0.51,387.0,1591.0,2023-08-01
000002.SZ,1991-05-15,11.17,11.17,11.17,11.17,10.99,0.18,1.64,116.0,648.0,2023-08-01
600602.SH,1991-05-15,380.7,380.7,380.7,380.7,384.5,-3.8,-0.99,271.0,0.02,2023-08-01
600653.SH,1991-05-15,38.5,38.6,38.4,38.6,38.2,0.4,1.05,34.0,0.01,2023-08-01
600656.SH,1991-05-15,4.24,4.24,4.24,4.24,4.2,0.04,0.95,47.0,19.0,2023-08-01
000004.SZ,1991-05-15,10.3,10.3,10.3,10.3,10.35,-0.05,-0.48,53.0,275.0,2023-08-01
600651.SH,1991-05-15,366.0,366.0,364.5,366.0,364.8,1.2,0.33,36.0,0.002,2023-08-01
000005.SZ,1991-05-15,11.31,11.31,11.31,11.31,11.37,-0.06,-0.53,429.0,2426.0,2023-08-01
000001.SZ,1991-05-16,40.91,40.91,40.91,40.91,41.12,-0.21,-0.51,493.0,2017.0,2023-08-01
000002.SZ,1991-05-16,11.23,11.23,11.23,11.23,11.17,0.06,0.54,92.0,516.0,2023-08-01
600602.SH,1991-05-16,376.9,376.9,376.9,376.9,380.7,-3.8,-1.0,2970.0,0.018,2023-08-01
600654.SH,1991-05-16,326.8,326.8,326.8,326.8,333.4,-6.6,-1.98,15.0,4.0,2023-08-01
600653.SH,1991-05-16,39.0,39.0,38.3,38.3,38.6,-0.3,-0.78,67.0,259.0,2023-08-01
600656.SH,1991-05-16,4.29,4.29,4.29,4.29,4.24,0.05,1.18,18.0,7.0,2023-08-01
600652.SH,1991-05-16,293.1,293.1,293.1,293.1,287.3,5.8,2.02,1.0,1.0,2023-08-01
000004.SZ,1991-05-16,10.45,10.45,10.45,10.45,10.3,0.15,1.46,47.0,245.0,2023-08-01
600651.SH,1991-05-16,362.4,369.4,362.4,364.0,366.0,-2.0,-0.55,35.0,0.003,2023-08-01
000005.SZ,1991-05-16,11.25,11.25,11.25,11.25,11.31,-0.06,-0.53,922.0,5186.0,2023-08-01
000001.SZ,1991-05-17,40.71,40.71,40.71,40.71,40.91,-0.2,-0.49,419.0,1706.0,2023-08-01
600602.SH,1991-05-17,373.1,380.7,373.1,380.7,376.9,3.8,1.01,19568.0,0.054,2023-08-01
600654.SH,1991-05-17,323.5,330.1,323.5,330.1,326.8,3.3,1.01,587.0,190.0,2023-08-01
600653.SH,1991-05-17,38.7,38.7,38.7,38.7,38.3,0.4,1.04,31.0,0.005,2023-08-01
600656.SH,1991-05-17,4.33,4.33,4.33,4.33,4.29,0.04,0.93,1.0,0.4,2023-08-01
600652.SH,1991-05-17,296.0,296.0,296.0,296.0,293.1,2.9,0.99,1.0,1.0,2023-08-01
000004.SZ,1991-05-17,10.5,10.5,10.5,10.5,10.45,0.05,0.48,114.0,598.0,2023-08-01
600651.SH,1991-05-17,367.0,367.0,367.0,367.0,364.0,3.0,0.82,2.0,0.004,2023-08-01
000005.SZ,1991-05-17,11.19,11.19,11.19,11.19,11.25,-0.06,-0.53,877.0,4907.0,2023-08-01
000002.SZ,1991-05-17,11.29,11.29,11.29,11.29,11.23,0.06,0.53,378.0,2134.0,2023-08-01
000001.SZ,1991-05-20,40.31,40.31,40.31,40.31,40.71,-0.4,-0.98,51.0,205.0,2023-08-01
600601.SH,1991-05-20,39.7,40.5,39.7,40.5,41.7,-1.2,-2.88,147.0,595.0,2023-08-01
600602.SH,1991-05-20,384.5,384.5,384.5,384.5,380.7,3.8,1.0,179.0,0.079,2023-08-01
600654.SH,1991-05-20,333.4,333.4,333.4,333.4,330.1,3.3,1.0,400.0,133.0,2023-08-01
600653.SH,1991-05-20,39.1,39.1,39.1,39.1,38.7,0.4,1.03,6.0,0.01,2023-08-01
600656.SH,1991-05-20,4.37,4.37,4.37,4.37,4.33,0.04,0.92,85.0,37.0,2023-08-01
600652.SH,1991-05-20,299.0,299.0,299.0,299.0,296.0,3.0,1.01,13.0,15.0,2023-08-01
600651.SH,1991-05-20,370.7,370.7,370.7,370.7,367.0,3.7,1.01,32.0,0.018,2023-08-01
000005.SZ,1991-05-20,11.07,11.07,11.07,11.07,11.13,-0.06,-0.54,103.0,570.0,2023-08-01
000004.SZ,1991-05-20,10.4,10.4,10.4,10.4,10.55,-0.15,-1.42,74.0,385.0,2023-08-01
000002.SZ,1991-05-20,11.41,11.41,11.41,11.41,11.35,0.06,0.53,533.0,3041.0,2023-08-01
000001.SZ,1991-05-21,40.11,40.11,40.11,40.11,40.31,-0.2,-0.5,63.0,253.0,2023-08-01
600601.SH,1991-05-21,40.9,40.9,40.1,40.1,40.5,-0.4,-0.99,247.0,1008.0,2023-08-01
600602.SH,1991-05-21,388.3,388.3,388.3,388.3,384.5,3.8,0.99,316.0,0.016,2023-08-01
600654.SH,1991-05-21,336.7,336.7,336.7,336.7,333.4,3.3,0.99,56.0,18.0,2023-08-01
600653.SH,1991-05-21,39.5,39.5,39.5,39.5,39.1,0.4,1.02,18.0,0.01,2023-08-01
600656.SH,1991-05-21,4.42,4.42,4.42,4.42,4.37,0.05,1.14,100.0,44.0,2023-08-01
600652.SH,1991-05-21,302.0,302.0,302.0,302.0,299.0,3.0,1.0,4.0,5.0,2023-08-01
600651.SH,1991-05-21,374.4,374.4,374.4,374.4,370.7,3.7,1.0,20.0,0.01,2023-08-01
000005.SZ,1991-05-21,11.01,11.01,11.01,11.01,11.07,-0.06,-0.54,63.0,4590.0,2023-08-01
000004.SZ,1991-05-21,10.35,10.35,10.35,10.35,10.4,-0.05,-0.48,12.0,62.0,2023-08-01
000002.SZ,1991-05-21,11.47,11.47,11.47,11.47,11.41,0.06,0.53,383.0,2196.0,2023-08-01
000001.SZ,1991-05-22,39.91,39.91,39.91,39.91,40.11,-0.2,-0.5,43.0,171.0,2023-08-01
600601.SH,1991-05-22,39.7,39.7,39.7,39.7,40.1,-0.4,-1.0,19.0,76.0,2023-08-01
600602.SH,1991-05-22,392.2,392.2,384.4,384.4,388.3,-3.9,-1.0,17146.0,0.023,2023-08-01
600654.SH,1991-05-22,340.1,340.1,333.3,340.1,336.7,3.4,1.01,1235.0,418.0,2023-08-01
600653.SH,1991-05-22,39.9,39.9,39.1,39.8,39.5,0.3,0.76,148.0,589.0,2023-08-01
600656.SH,1991-05-22,4.46,4.46,4.46,4.46,4.42,0.04,0.91,2.0,0.8,2023-08-01
600652.SH,1991-05-22,305.0,305.0,305.0,305.0,302.0,3.0,0.99,2.0,2.0,2023-08-01
600651.SH,1991-05-22,378.1,378.1,378.0,378.0,374.4,3.6,0.96,76.0,0.002,2023-08-01
000005.SZ,1991-05-22,10.95,10.95,10.95,10.95,11.01,-0.06,-0.55,15.0,82.0,2023-08-01
000004.SZ,1991-05-22,10.3,10.3,10.3,10.3,10.35,-0.05,-0.48,9.0,46.0,2023-08-01
000002.SZ,1991-05-22,11.53,11.53,11.53,11.53,11.47,0.06,0.52,488.0,2813.0,2023-08-01
000001.SZ,1991-05-23,39.71,39.71,39.71,39.71,39.91,-0.2,-0.5,17.0,67.0,2023-08-01
600601.SH,1991-05-23,39.3,39.3,39.3,39.3,39.7,-0.4,-1.01,3.0,11.0,2023-08-01
600602.SH,1991-05-23,380.6,388.2,380.6,388.2,384.4,3.8,0.99,4501.0,0.01,2023-08-01
600654.SH,1991-05-23,336.7,340.0,336.7,336.7,340.1,-3.4,-1.0,859.0,289.0,2023-08-01
600653.SH,1991-05-23,39.4,40.2,39.4,40.2,39.8,0.4,1.01,167.0,662.0,2023-08-01
600656.SH,1991-05-23,4.51,4.51,4.51,4.51,4.46,0.05,1.12,18.0,8.0,2023-08-01
600652.SH,1991-05-23,308.1,308.1,308.1,308.1,305.0,3.1,1.02,5.0,6.0,2023-08-01
600651.SH,1991-05-23,374.2,378.0,374.2,374.2,378.0,-3.8,-1.01,46.0,0.009,2023-08-01
000005.SZ,1991-05-23,10.9,10.9,10.9,10.9,10.95,-0.05,-0.46,21.0,114.0,2023-08-01
000004.SZ,1991-05-23,10.25,10.25,10.25,10.25,10.3,-0.05,-0.49,5.0,26.0,2023-08-01
000002.SZ,1991-05-23,11.59,11.59,11.59,11.59,11.53,0.06,0.52,312.0,1791.0,2023-08-01
000001.SZ,1991-05-24,39.51,39.51,39.51,39.51,39.71,-0.2,-0.5,3.0,12.0,2023-08-01
600601.SH,1991-05-24,38.9,38.9,38.9,38.9,39.3,-0.4,-1.02,1.0,5.0,2023-08-01
600602.SH,1991-05-24,392.1,392.1,392.1,392.1,388.2,3.9,1.0,681.0,0.06,2023-08-01
600654.SH,1991-05-24,340.1,340.1,340.1,340.1,336.7,3.4,1.01,221.0,75.0,2023-08-01
600653.SH,1991-05-24,40.45,40.6,39.8,40.3,40.2,0.1,0.25,64.0,256.0,2023-08-01
600656.SH,1991-05-24,4.55,4.55,4.55,4.55,4.51,0.04,0.89,20.0,9.0,2023-08-01
600652.SH,1991-05-24,311.2,311.2,311.2,311.2,308.1,3.1,1.01,1.0,1.0,2023-08-01
600651.SH,1991-05-24,377.9,377.9,377.9,377.9,374.2,3.7,0.99,24.0,0.003,2023-08-01
000005.SZ,1991-05-24,10.85,10.85,10.85,10.85,10.9,-0.05,-0.46,7.0,38.0,2023-08-01
000004.SZ,1991-05-24,10.2,10.2,10.2,10.2,10.25,-0.05,-0.49,1.0,5.0,2023-08-01
000002.SZ,1991-05-24,11.41,11.41,11.41,11.41,11.59,-0.18,-1.55,41.0,804.0,2023-08-01
000001.SZ,1991-05-27,39.11,39.11,39.11,39.11,39.51,-0.4,-1.01,5.0,19.0,2023-08-01
600602.SH,1991-05-27,396.0,396.0,388.3,394.0,392.1,1.9,0.48,8062.0,0.02,2023-08-01
600654.SH,1991-05-27,343.5,343.5,343.5,343.5,340.1,3.4,1.0,259.0,88.0,2023-08-01
600653.SH,1991-05-27,40.2,40.2,39.9,39.9,40.3,-0.4,-0.99,77.0,0.001,2023-08-01
600656.SH,1991-05-27,4.6,4.6,4.6,4.6,4.55,0.05,1.1,84.0,38.0,2023-08-01
600652.SH,1991-05-27,314.3,314.3,314.3,314.3,311.2,3.1,1.0,21.0,26.0,2023-08-01
600651.SH,1991-05-27,381.7,381.7,381.7,381.7,377.9,3.8,1.01,62.0,0.003,2023-08-01
600601.SH,1991-05-27,38.5,38.5,38.5,38.5,38.9,-0.4,-1.03,14.0,52.0,2023-08-01
000002.SZ,1991-05-27,11.29,11.29,11.29,11.29,11.35,-0.06,-0.53,253.0,1426.0,2023-08-01
000001.SZ,1991-05-28,38.91,38.91,38.91,38.91,39.11,-0.2,-0.51,3.0,12.0,2023-08-01
600602.SH,1991-05-28,397.9,397.9,397.5,397.9,394.0,3.9,0.99,1496.0,0.002,2023-08-01
600654.SH,1991-05-28,346.9,346.9,346.9,346.9,343.5,3.4,0.99,22.0,7.0,2023-08-01
600653.SH,1991-05-28,40.0,40.3,39.9,40.3,39.9,0.4,1.0,64.0,257.0,2023-08-01
600656.SH,1991-05-28,4.64,4.64,4.64,4.64,4.6,0.04,0.87,5.0,2.0,2023-08-01
600652.SH,1991-05-28,317.4,317.4,317.4,317.4,314.3,3.1,0.99,10.0,13.0,2023-08-01
600651.SH,1991-05-28,385.5,385.5,385.5,385.5,381.7,3.8,1.0,10.0,0.003,2023-08-01
600601.SH,1991-05-28,38.1,38.1,38.1,38.1,38.5,-0.4,-1.04,20.0,75.0,2023-08-01
000005.SZ,1991-05-28,10.7,10.7,10.7,10.7,10.8,-0.1,-0.93,15.0,80.0,2023-08-01
000004.SZ,1991-05-28,10.05,10.05,10.05,10.05,10.15,-0.1,-0.99,1.0,5.0,2023-08-01
000001.SZ,1991-05-29,38.72,38.72,38.72,38.72,38.91,-0.19,-0.49,36.0,139.0,2023-08-01
600602.SH,1991-05-29,401.9,401.9,401.9,401.9,397.9,4.0,1.01,207.0,0.03,2023-08-01
600654.SH,1991-05-29,350.4,350.4,350.4,350.4,346.9,3.5,1.01,5.0,1.0,2023-08-01
600653.SH,1991-05-29,40.65,40.7,40.45,40.7,40.3,0.4,0.99,168.0,682.0,2023-08-01
600656.SH,1991-05-29,4.69,4.69,4.69,4.69,4.64,0.05,1.08,2.0,0.9,2023-08-01
600652.SH,1991-05-29,320.6,320.6,320.6,320.6,317.4,3.2,1.01,5.0,6.0,2023-08-01
600651.SH,1991-05-29,389.4,389.4,389.4,389.4,385.5,3.9,1.01,2.0,0.001,2023-08-01
600601.SH,1991-05-29,37.75,38.5,37.75,38.5,38.1,0.4,1.05,141.0,543.0,2023-08-01
000005.SZ,1991-05-29,10.65,10.65,10.65,10.65,10.7,-0.05,-0.47,7.0,37.0,2023-08-01
000001.SZ,1991-05-30,38.53,38.53,38.53,38.53,38.72,-0.19,-0.49,14.0,54.0,2023-08-01
600602.SH,1991-05-30,405.45,405.9,405.45,405.9,401.9,4.0,1.0,207.0,0.002,2023-08-01
600654.SH,1991-05-30,353.9,353.9,353.9,353.9,350.4,3.5,1.0,5.0,1.0,2023-08-01
600653.SH,1991-05-30,41.1,41.1,41.1,41.1,40.7,0.4,0.98,79.0,0.02,2023-08-01
600656.SH,1991-05-30,4.74,4.74,4.74,4.74,4.69,0.05,1.07,7.0,3.0,2023-08-01
600652.SH,1991-05-30,323.8,323.8,323.8,323.8,320.6,3.2,1.0,2.0,3.0,2023-08-01
600651.SH,1991-05-30,393.3,393.3,393.3,393.3,389.4,3.9,1.0,2.0,0.003,2023-08-01
600601.SH,1991-05-30,38.9,38.9,38.9,38.9,38.5,0.4,1.04,86.0,334.0,2023-08-01
000005.SZ,1991-05-30,10.6,10.6,10.6,10.6,10.65,-0.05,-0.47,3.0,16.0,2023-08-01
000004.SZ,1991-05-30,9.95,9.95,9.95,9.95,10.05,-0.1,-1.0,1.0,5.0,2023-08-01
000001.SZ,1991-05-31,38.34,38.34,38.34,38.34,38.53,-0.19,-0.49,1.0,4.0,2023-08-01
600602.SH,1991-05-31,410.0,410.0,410.0,410.0,405.9,4.1,1.01,886.0,36320.0,2023-08-01
600653.SH,1991-05-31,41.5,41.5,41.3,41.5,41.1,0.4,0.97,194.0,802.0,2023-08-01
600656.SH,1991-05-31,4.78,4.78,4.78,4.78,4.74,0.04,0.84,50.0,23.0,2023-08-01
600651.SH,1991-05-31,397.2,397.2,397.2,397.2,393.3,3.9,0.99,16.0,630.0,2023-08-01
600601.SH,1991-05-31,39.3,39.3,39.3,39.3,38.9,0.4,1.03,65.0,254.0,2023-08-01
000005.SZ,1991-05-31,10.55,10.55,10.55,10.55,10.6,-0.05,-0.47,2.0,10.0,2023-08-01
000004.SZ,1991-05-31,9.9,9.9,9.9,9.9,9.95,-0.05,-0.5,4.0,20.0,2023-08-01
000001.SZ,1991-06-03,37.96,37.96,37.96,37.96,38.34,-0.38,-0.99,7.0,26.0,2023-08-01
600602.SH,1991-06-03,414.1,414.1,414.1,414.1,410.0,4.1,1.0,572.0,0.003,2023-08-01
600654.SH,1991-06-03,357.4,357.4,357.4,357.4,353.9,3.5,0.99,10.0,3.0,2023-08-01
600653.SH,1991-06-03,41.9,41.9,41.9,41.9,41.5,0.4,0.96,40.0,0.005,2023-08-01
600656.SH,1991-06-03,4.83,4.83,4.83,4.83,4.78,0.05,1.05,8.0,3.0,2023-08-01
600651.SH,1991-06-03,401.2,401.2,401.2,401.2,397.2,4.0,1.01,12.0,0.001,2023-08-01
600601.SH,1991-06-03,39.7,39.7,39.5,39.7,39.3,0.4,1.02,304.0,1204.0,2023-08-01
000005.SZ,1991-06-03,10.45,10.45,10.45,10.45,10.5,-0.05,-0.48,3.0,16.0,2023-08-01
000004.SZ,1991-06-03,9.8,9.8,9.8,9.8,9.9,-0.1,-1.01,2.0,10.0,2023-08-01
000001.SZ,1991-06-04,37.77,37.77,37.77,37.77,37.96,-0.19,-0.5,1.0,4.0,2023-08-01
600602.SH,1991-06-04,418.2,418.2,418.2,418.2,414.1,4.1,0.99,3447.0,0.007,2023-08-01
600654.SH,1991-06-04,361.0,361.0,361.0,361.0,357.4,3.6,1.01,4.0,1.0,2023-08-01
600653.SH,1991-06-04,42.3,42.3,42.3,42.3,41.9,0.4,0.95,100.0,0.003,2023-08-01
600656.SH,1991-06-04,4.88,4.88,4.88,4.88,4.83,0.05,1.04,2.0,0.9,2023-08-01
600652.SH,1991-06-04,327.0,327.0,327.0,327.0,323.8,3.2,0.99,5.0,6.0,2023-08-01
600651.SH,1991-06-04,405.2,405.2,405.2,405.2,401.2,4.0,1.0,7.0,0.003,2023-08-01
600601.SH,1991-06-04,40.1,40.1,40.1,40.1,39.7,0.4,1.01,33.0,130.0,2023-08-01
000005.SZ,1991-06-04,10.4,10.4,10.4,10.4,10.45,-0.05,-0.48,4.0,21.0,2023-08-01
000004.SZ,1991-06-04,9.75,9.75,9.75,9.75,9.8,-0.05,-0.51,14.0,68.0,2023-08-01
600654.SH,1991-06-05,364.6,364.6,364.6,364.6,361.0,3.6,1.0,9.0,3.0,2023-08-01
600653.SH,1991-06-05,42.7,42.7,42.7,42.7,42.3,0.4,0.95,25.0,0.01,2023-08-01
600651.SH,1991-06-05,409.3,409.3,409.3,409.3,405.2,4.1,1.01,11.0,0.003,2023-08-01
600601.SH,1991-06-05,40.5,40.5,40.5,40.5,40.1,0.4,1.0,9.0,37.0,2023-08-01
000005.SZ,1991-06-05,10.35,10.35,10.35,10.35,10.4,-0.05,-0.48,2.0,10.0,2023-08-01
600602.SH,1991-06-05,422.4,422.4,422.4,422.4,418.2,4.2,1.0,243.0,0.005,2023-08-01
000004.SZ,1991-06-05,9.7,9.7,9.7,9.7,9.75,-0.05,-0.51,4.0,19.0,2023-08-01
000001.SZ,1991-06-06,37.39,37.39,37.39,37.39,37.77,-0.38,-1.01,4.0,15.0,2023-08-01
600656.SH,1991-06-06,4.93,4.93,4.93,4.93,4.88,0.05,1.02,1.0,0.4,2023-08-01
600601.SH,1991-06-06,40.9,40.9,40.9,40.9,40.5,0.4,0.99,5.0,20.0,2023-08-01
600602.SH,1991-06-06,426.6,426.6,426.6,426.6,422.4,4.2,0.99,246.0,0.024,2023-08-01
600653.SH,1991-06-06,43.1,43.1,43.1,43.1,42.7,0.4,0.94,6.0,0.005,2023-08-01
600654.SH,1991-06-06,368.2,368.2,368.2,368.2,364.6,3.6,0.99,3.0,1.0,2023-08-01
000001.SZ,1991-06-07,37.2,37.2,37.2,37.2,37.39,-0.19,-0.51,1.0,4.0,2023-08-01
600651.SH,1991-06-07,417.5,417.5,417.5,417.5,409.3,8.2,2.0,4.0,160.0,2023-08-01
600601.SH,1991-06-07,41.3,41.3,41.3,41.3,40.9,0.4,0.98,2.0,6.0,2023-08-01
000005.SZ,1991-06-07,10.25,10.25,10.25,10.25,10.35,-0.1,-0.97,5.0,26.0,2023-08-01
600602.SH,1991-06-07,430.9,430.9,430.9,430.9,426.6,4.3,1.01,24.0,0.003,2023-08-01
600653.SH,1991-06-07,43.5,43.5,43.5,43.5,43.1,0.4,0.93,4.0,0.005,2023-08-01
600656.SH,1991-06-07,4.98,4.98,4.98,4.98,4.93,0.05,1.01,44.0,21.0,2023-08-01
000004.SZ,1991-06-07,9.6,9.6,9.6,9.6,9.7,-0.1,-1.03,2.0,77.0,2023-08-01
000001.SZ,1991-06-10,36.82,36.82,36.82,36.82,37.2,-0.38,-1.02,15.0,55.0,2023-08-01
000002.SZ,1991-06-10,7.5,7.5,7.5,7.5,7.95,-0.45,-5.66,15.0,47.0,2023-08-01
600651.SH,1991-06-10,421.7,421.7,421.7,421.7,417.5,4.2,1.01,6.0,10.0,2023-08-01
600601.SH,1991-06-10,41.7,41.7,41.7,41.7,41.3,0.4,0.97,68.0,285.0,2023-08-01
000005.SZ,1991-06-10,10.15,10.15,10.15,10.15,10.2,-0.05,-0.49,6.0,30.0,2023-08-01
600602.SH,1991-06-10,435.2,435.2,435.2,435.2,430.9,4.3,1.0,179.0,77.0,2023-08-01
600654.SH,1991-06-10,371.9,371.9,371.9,371.9,368.2,3.7,1.0,21.0,7.0,2023-08-01
600656.SH,1991-06-10,5.03,5.03,5.03,5.03,4.98,0.05,1.0,100.0,50.0,2023-08-01
600652.SH,1991-06-10,336.9,336.9,336.9,336.9,327.0,9.9,3.03,4.0,6.0,2023-08-01
000004.SZ,1991-06-10,9.5,9.5,9.5,9.5,9.55,-0.05,-0.52,9.0,43.0,2023-08-01
000001.SZ,1991-06-11,36.64,36.64,36.64,36.64,36.82,-0.18,-0.49,12.0,44.0,2023-08-01
000002.SZ,1991-06-11,6.2,7.75,6.1,6.2,7.5,-1.3,-17.33,173.0,613.0,2023-08-01
600601.SH,1991-06-11,42.1,42.1,42.1,42.1,41.7,0.4,0.96,8.0,34.0,2023-08-01
000005.SZ,1991-06-11,10.1,10.1,10.1,10.1,10.15,-0.05,-0.49,3.0,15.0,2023-08-01
600602.SH,1991-06-11,439.6,439.6,439.6,439.6,435.2,4.4,1.01,303.0,0.003,2023-08-01
600653.SH,1991-06-11,44.3,44.3,44.3,44.3,43.5,0.8,1.84,8.0,30.0,2023-08-01
600654.SH,1991-06-11,375.6,375.6,375.6,375.6,371.9,3.7,0.99,36.0,13.0,2023-08-01
600656.SH,1991-06-11,5.08,5.08,5.08,5.08,5.03,0.05,0.99,100.0,50.0,2023-08-01
000004.SZ,1991-06-11,9.45,9.45,9.45,9.45,9.5,-0.05,-0.53,19.0,90.0,2023-08-01
600651.SH,1991-06-11,425.9,425.9,425.9,425.9,421.7,4.2,1.0,32.0,0.005,2023-08-01
000001.SZ,1991-06-12,36.46,36.46,36.46,36.46,36.64,-0.18,-0.49,15.0,55.0,2023-08-01
000002.SZ,1991-06-12,7.85,8.05,7.6,7.85,6.2,1.65,26.61,252.0,996.0,2023-08-01
600601.SH,1991-06-12,42.5,42.5,42.5,42.5,42.1,0.4,0.95,2.0,6.0,2023-08-01
000005.SZ,1991-06-12,10.05,10.05,10.05,10.05,10.1,-0.05,-0.5,17.0,85.0,2023-08-01
600602.SH,1991-06-12,444.0,444.0,444.0,444.0,439.6,4.4,1.0,1230.0,0.02,2023-08-01
600653.SH,1991-06-12,44.7,44.7,44.7,44.7,44.3,0.4,0.9,4.0,0.015,2023-08-01
600654.SH,1991-06-12,379.4,379.4,379.4,379.4,375.6,3.8,1.01,2.0,0.7,2023-08-01
600656.SH,1991-06-12,5.13,5.13,5.13,5.13,5.08,0.05,0.98,13.0,6.0,2023-08-01
000004.SZ,1991-06-12,9.4,9.4,9.4,9.4,9.45,-0.05,-0.53,109.0,85.0,2023-08-01
600651.SH,1991-06-12,430.2,430.2,430.2,430.2,425.9,4.3,1.01,58.0,0.002,2023-08-01
000001.SZ,1991-06-13,36.28,36.28,36.28,36.28,36.46,-0.18,-0.49,34.0,123.0,2023-08-01
000002.SZ,1991-06-13,7.75,7.75,7.4,7.75,7.85,-0.1,-1.27,198.0,746.0,2023-08-01
600601.SH,1991-06-13,42.9,42.9,42.55,42.9,42.5,0.4,0.94,339.0,1451.0,2023-08-01
000005.SZ,1991-06-13,10.0,10.0,10.0,10.0,10.05,-0.05,-0.5,11.0,55.0,2023-08-01
600602.SH,1991-06-13,448.4,448.4,440.0,448.4,444.0,4.4,0.99,19329.0,0.018,2023-08-01
600653.SH,1991-06-13,45.1,45.1,45.1,45.1,44.7,0.4,0.89,57.0,0.003,2023-08-01
600654.SH,1991-06-13,383.2,383.2,375.6,383.2,379.4,3.8,1.0,513.0,196.0,2023-08-01
600656.SH,1991-06-13,5.18,5.18,5.18,5.18,5.13,0.05,0.97,38.0,19.0,2023-08-01
000004.SZ,1991-06-13,9.55,9.55,9.55,9.55,9.4,0.15,1.6,262.0,1251.0,2023-08-01
600651.SH,1991-06-13,434.5,434.5,425.9,434.5,430.2,4.3,1.0,528.0,0.001,2023-08-01
000001.SZ,1991-06-14,36.1,36.1,36.1,36.1,36.28,-0.18,-0.5,7.0,25.0,2023-08-01
000002.SZ,1991-06-14,7.4,7.4,6.8,7.4,7.75,-0.35,-4.52,157.0,556.0,2023-08-01
600601.SH,1991-06-14,43.3,43.3,42.5,42.5,42.9,-0.4,-0.93,79.0,339.0,2023-08-01
000005.SZ,1991-06-14,9.95,9.95,9.95,9.95,10.0,-0.05,-0.5,11.0,55.0,2023-08-01
600602.SH,1991-06-14,452.9,452.9,443.9,443.9,448.4,-4.5,-1.0,5823.0,0.003,2023-08-01
600653.SH,1991-06-14,45.6,45.6,45.6,45.6,45.1,0.5,1.11,15.0,0.002,2023-08-01
600654.SH,1991-06-14,387.0,387.0,379.4,379.4,383.2,-3.8,-0.99,414.0,158.0,2023-08-01
600656.SH,1991-06-14,5.23,5.23,5.23,5.23,5.18,0.05,0.97,50.0,26.0,2023-08-01
