security_code,trade_date,adj_factor,data_date
000001.SZ,2018-07-12,108.031,2023-07-31
000002.SZ,2018-07-12,137.3,2023-07-31
000004.SZ,2018-07-12,4.064,2023-07-31
000005.SZ,2018-07-12,9.268,2023-07-31
000006.SZ,2018-07-12,34.226,2023-07-31
000007.SZ,2018-07-12,8.284,2023-07-31
000008.SZ,2018-07-12,22.275,2023-07-31
000009.SZ,2018-07-12,7.335,2023-07-31
000010.SZ,2018-07-12,10.775,2023-07-31
000011.SZ,2018-07-12,3.502,2023-07-31
000012.SZ,2018-07-12,23.742,2023-07-31
000014.SZ,2018-07-12,5.381,2023-07-31
000016.SZ,2018-07-12,21.174,2023-07-31
000017.SZ,2018-07-12,2.683,2023-07-31
000018.SZ,2018-07-12,6.719,2023-07-31
000019.SZ,2018-07-12,4.053,2023-07-31
000020.SZ,2018-07-12,1.752,2023-07-31
000021.SZ,2018-07-12,13.834,2023-07-31
000022.SZ,2018-07-12,4.189,2023-07-31
000023.SZ,2018-07-12,2.644,2023-07-31
000025.SZ,2018-07-12,1.883,2023-07-31
000026.SZ,2018-07-12,7.184,2023-07-31
000027.SZ,2018-07-12,13.424,2023-07-31
000028.SZ,2018-07-12,3.904,2023-07-31
000029.SZ,2018-07-12,2.163,2023-07-31
000030.SZ,2018-07-12,2.24,2023-07-31
000031.SZ,2018-07-12,14.003,2023-07-31
000032.SZ,2018-07-12,4.098,2023-07-31
000034.SZ,2018-07-12,2.966,2023-07-31
000035.SZ,2018-07-12,4.612,2023-07-31
000036.SZ,2018-07-12,7.78,2023-07-31
000037.SZ,2018-07-12,5.659,2023-07-31
000038.SZ,2018-07-12,2.924,2023-07-31
000039.SZ,2018-07-12,23.714,2023-07-31
000040.SZ,2018-07-12,4.301,2023-07-31
000042.SZ,2018-07-12,13.072,2023-07-31
000043.SZ,2018-07-12,8.102,2023-07-31
000045.SZ,2018-07-12,2.928,2023-07-31
000046.SZ,2018-07-12,31.583,2023-07-31
000048.SZ,2018-07-12,5.901,2023-07-31
000049.SZ,2018-07-12,5.365,2023-07-31
000050.SZ,2018-07-12,8.281,2023-07-31
000055.SZ,2018-07-12,9.368,2023-07-31
000056.SZ,2018-07-12,4.68,2023-07-31
000058.SZ,2018-07-12,3.243,2023-07-31
000059.SZ,2018-07-12,1.562,2023-07-31
000060.SZ,2018-07-12,36.437,2023-07-31
000061.SZ,2018-07-12,21.274,2023-07-31
000062.SZ,2018-07-12,4.875,2023-07-31
000063.SZ,2018-07-12,15.787,2023-07-31
000065.SZ,2018-07-12,15.008,2023-07-31
000066.SZ,2018-07-12,10.667,2023-07-31
000068.SZ,2018-07-12,2.28,2023-07-31
000069.SZ,2018-07-12,38.764,2023-07-31
000070.SZ,2018-07-12,2.875,2023-07-31
000078.SZ,2018-07-12,20.367,2023-07-31
000088.SZ,2018-07-12,7.317,2023-07-31
000089.SZ,2018-07-12,6.955,2023-07-31
000090.SZ,2018-07-12,5.21,2023-07-31
000096.SZ,2018-07-12,2.644,2023-07-31
