security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
000683.SZ,2002-02-04,5.55,0.3809,0.3809,0.81,127.8761,101.7981,2.8423,5.1465,4.5204,0.0,,46900.0,16900.0,16900.0,260295.0,93795.0,2023-08-05
000729.SZ,2002-02-04,9.35,0.2218,0.2218,0.42,23.2605,23.2431,1.7456,3.5744,2.983,7.6263,7.6263,66742.45,18720.0,18720.0,624041.9075,175032.0,2023-08-05
600159.SH,2002-02-04,8.34,0.6583,0.6583,0.9,58.176,69.805,3.3731,9.5822,10.5237,0.0,,30500.1616,8800.768,8800.768,254371.3477,73398.4051,2023-08-05
000043.SZ,2002-02-04,9.2,2.02,2.02,0.7,77.8879,100.076,3.1033,1.462,1.5995,0.87,0.87,13932.5472,3819.5872,3819.5872,128179.4342,35140.2022,2023-08-05
000586.SZ,2002-02-04,8.64,1.0098,1.0098,1.18,,,5.3792,4.1059,3.8476,0.0,,19344.0,6084.0,6084.0,167132.16,52565.76,2023-08-05
600109.SH,2002-02-04,10.8,0.6411,0.6411,0.63,,,,0.9781,1.0299,0.0,,7098.2696,2750.0,2750.0,76661.3117,29700.0,2023-08-05
000786.SZ,2002-02-04,11.78,0.3574,0.3574,0.81,41.8358,37.9663,2.8438,6.058,4.9711,3.21,3.21,28757.5,11407.5,11407.5,338763.35,134380.35,2023-08-05
600156.SH,2002-02-04,7.24,0.8434,0.8434,1.22,41.1351,43.5215,2.6982,3.8257,4.0289,6.6862,6.6862,43890.0,13600.0,13600.0,317763.6,98464.0,2023-08-05
600208.SH,2002-02-04,10.3,0.8571,0.8571,1.44,47.4335,43.8277,3.6534,1.8627,2.4347,1.4563,1.4563,20903.3578,6500.0,6500.0,215304.5853,66950.0,2023-08-05
000151.SZ,2002-02-04,10.08,1.6884,2.5325,0.52,47.2772,47.2772,3.691,7.5029,7.5029,1.0582,1.0582,29598.0,10500.0,7000.0,298347.84,105840.0,2023-08-05
600201.SH,2002-02-04,16.28,0.5656,0.6254,0.64,68.6452,87.4632,3.2467,9.0375,11.051,1.1867,1.1867,10921.325,5031.325,4550.0,177799.171,81909.971,2023-08-05
000796.SZ,2002-02-04,9.48,0.3687,0.3687,0.62,32.9655,29.2465,2.334,1.8473,1.7747,0.7499,0.7499,16034.1951,11277.4322,11277.4322,152004.1695,106910.0573,2023-08-05
000540.SZ,2002-02-04,17.53,0.2232,0.2232,0.39,24.9654,24.3823,12.3486,26.75,33.5592,1.943,1.943,32681.1466,11288.1708,11288.1708,572900.4999,197881.6341,2023-08-05
600141.SH,2002-02-04,11.15,1.9914,1.9914,1.24,66.9957,57.1943,4.4689,6.5242,5.7991,3.5874,3.5874,16000.0,4000.0,4000.0,178400.0,44600.0,2023-08-05
600805.SH,2002-02-04,5.42,0.6692,0.6692,1.02,21.9916,35.2613,1.6792,2.8506,2.5185,1.3007,1.3007,54544.5188,30949.0514,30949.0514,295631.2919,167743.8586,2023-08-05
600361.SH,2002-02-04,15.38,1.5645,1.5645,0.6,61.2292,61.2292,15.6994,1.98,1.98,,,12557.29,5000.0,5000.0,193131.1202,76900.0,2023-08-05
600301.SH,2002-02-04,8.39,0.6463,0.6463,0.55,38.6272,38.1301,2.858,3.3579,3.4375,4.2385,4.2385,18514.814,7289.0345,7289.0345,155339.2895,61154.9995,2023-08-05
600297.SH,2002-02-04,15.27,0.4901,0.4901,0.68,60.7124,74.0244,3.4005,3.093,2.9465,1.8828,1.8828,11500.0,4000.0,4000.0,175605.0,61080.0,2023-08-05
