ts_code,trade_date,adj_factor,data_date
000005.SZ,1991-01-02,1.0,2023-07-31
600601.SH,1991-01-02,1.0,2023-07-31
600602.SH,1991-01-02,1.0,2023-07-31
600651.SH,1991-01-02,1.0,2023-07-31
600652.SH,1991-01-02,1.0,2023-07-31
600653.SH,1991-01-02,1.0,2023-07-31
600654.SH,1991-01-02,1.0,2023-07-31
600656.SH,1991-01-02,1.0,2023-07-31
000005.SZ,1991-01-03,1.0,2023-07-31
600601.SH,1991-01-03,1.0,2023-07-31
600602.SH,1991-01-03,1.0,2023-07-31
600651.SH,1991-01-03,1.0,2023-07-31
600652.SH,1991-01-03,1.0,2023-07-31
600653.SH,1991-01-03,1.0,2023-07-31
600654.SH,1991-01-03,1.0,2023-07-31
600656.SH,1991-01-03,1.0,2023-07-31
000005.SZ,1991-01-04,1.0,2023-07-31
600601.SH,1991-01-04,1.0,2023-07-31
600602.SH,1991-01-04,1.0,2023-07-31
600651.SH,1991-01-04,1.0,2023-07-31
600652.SH,1991-01-04,1.0,2023-07-31
600653.SH,1991-01-04,1.0,2023-07-31
600654.SH,1991-01-04,1.0,2023-07-31
600656.SH,1991-01-04,1.0,2023-07-31
000005.SZ,1991-01-07,1.0,2023-07-31
600601.SH,1991-01-07,1.0,2023-07-31
600602.SH,1991-01-07,1.0,2023-07-31
600651.SH,1991-01-07,1.0,2023-07-31
600652.SH,1991-01-07,1.0,2023-07-31
600653.SH,1991-01-07,1.0,2023-07-31
600654.SH,1991-01-07,1.0,2023-07-31
600656.SH,1991-01-07,1.0,2023-07-31
000005.SZ,1991-01-08,1.0,2023-07-31
600601.SH,1991-01-08,1.0,2023-07-31
600602.SH,1991-01-08,1.0,2023-07-31
600651.SH,1991-01-08,1.0,2023-07-31
600652.SH,1991-01-08,1.0,2023-07-31
600653.SH,1991-01-08,1.0,2023-07-31
600654.SH,1991-01-08,1.0,2023-07-31
600656.SH,1991-01-08,1.0,2023-07-31
000005.SZ,1991-01-09,1.0,2023-07-31
600601.SH,1991-01-09,1.0,2023-07-31
600602.SH,1991-01-09,1.0,2023-07-31
600651.SH,1991-01-09,1.0,2023-07-31
600652.SH,1991-01-09,1.0,2023-07-31
600653.SH,1991-01-09,1.0,2023-07-31
600654.SH,1991-01-09,1.0,2023-07-31
600656.SH,1991-01-09,1.0,2023-07-31
000005.SZ,1991-01-10,1.0,2023-07-31
600601.SH,1991-01-10,1.0,2023-07-31
600602.SH,1991-01-10,1.0,2023-07-31
600651.SH,1991-01-10,1.0,2023-07-31
600652.SH,1991-01-10,1.0,2023-07-31
600653.SH,1991-01-10,1.0,2023-07-31
600654.SH,1991-01-10,1.0,2023-07-31
600656.SH,1991-01-10,1.0,2023-07-31
000005.SZ,1991-01-11,1.0,2023-07-31
600601.SH,1991-01-11,1.0,2023-07-31
600602.SH,1991-01-11,1.0,2023-07-31
600651.SH,1991-01-11,1.0,2023-07-31
600652.SH,1991-01-11,1.0,2023-07-31
600653.SH,1991-01-11,1.0,2023-07-31
600654.SH,1991-01-11,1.0,2023-07-31
600656.SH,1991-01-11,1.0,2023-07-31
000004.SZ,1991-01-14,1.0,2023-07-31
000005.SZ,1991-01-14,1.0,2023-07-31
600601.SH,1991-01-14,1.0,2023-07-31
600602.SH,1991-01-14,1.0,2023-07-31
600651.SH,1991-01-14,1.0,2023-07-31
600652.SH,1991-01-14,1.0,2023-07-31
600653.SH,1991-01-14,1.0,2023-07-31
600654.SH,1991-01-14,1.0,2023-07-31
600656.SH,1991-01-14,1.0,2023-07-31
000004.SZ,1991-01-15,1.0,2023-07-31
000005.SZ,1991-01-15,1.0,2023-07-31
600601.SH,1991-01-15,1.0,2023-07-31
600602.SH,1991-01-15,1.0,2023-07-31
600651.SH,1991-01-15,1.0,2023-07-31
600652.SH,1991-01-15,1.0,2023-07-31
600653.SH,1991-01-15,1.0,2023-07-31
600654.SH,1991-01-15,1.0,2023-07-31
600656.SH,1991-01-15,1.0,2023-07-31
000004.SZ,1991-01-16,1.0,2023-07-31
000005.SZ,1991-01-16,1.0,2023-07-31
600601.SH,1991-01-16,1.0,2023-07-31
600602.SH,1991-01-16,1.0,2023-07-31
600651.SH,1991-01-16,1.0,2023-07-31
600652.SH,1991-01-16,1.0,2023-07-31
600653.SH,1991-01-16,1.0,2023-07-31
600654.SH,1991-01-16,1.0,2023-07-31
600656.SH,1991-01-16,1.0,2023-07-31
000004.SZ,1991-01-17,1.0,2023-07-31
000005.SZ,1991-01-17,1.0,2023-07-31
600601.SH,1991-01-17,1.0,2023-07-31
600602.SH,1991-01-17,1.0,2023-07-31
600651.SH,1991-01-17,1.0,2023-07-31
600652.SH,1991-01-17,1.0,2023-07-31
600653.SH,1991-01-17,1.0,2023-07-31
600654.SH,1991-01-17,1.0,2023-07-31
600656.SH,1991-01-17,1.0,2023-07-31
000004.SZ,1991-01-18,1.0,2023-07-31
000005.SZ,1991-01-18,1.0,2023-07-31
600601.SH,1991-01-18,1.0,2023-07-31
600602.SH,1991-01-18,1.0,2023-07-31
600651.SH,1991-01-18,1.0,2023-07-31
600652.SH,1991-01-18,1.0,2023-07-31
600653.SH,1991-01-18,1.0,2023-07-31
600654.SH,1991-01-18,1.0,2023-07-31
600656.SH,1991-01-18,1.0,2023-07-31
000004.SZ,1991-01-21,1.0,2023-07-31
000005.SZ,1991-01-21,1.0,2023-07-31
600601.SH,1991-01-21,1.0,2023-07-31
600602.SH,1991-01-21,1.0,2023-07-31
600651.SH,1991-01-21,1.0,2023-07-31
600652.SH,1991-01-21,1.0,2023-07-31
600653.SH,1991-01-21,1.0,2023-07-31
600654.SH,1991-01-21,1.0,2023-07-31
600656.SH,1991-01-21,1.0,2023-07-31
000004.SZ,1991-01-22,1.0,2023-07-31
000005.SZ,1991-01-22,1.0,2023-07-31
600601.SH,1991-01-22,1.0,2023-07-31
600602.SH,1991-01-22,1.0,2023-07-31
600651.SH,1991-01-22,1.0,2023-07-31
600652.SH,1991-01-22,1.0,2023-07-31
600653.SH,1991-01-22,1.0,2023-07-31
600654.SH,1991-01-22,1.0,2023-07-31
600656.SH,1991-01-22,1.0,2023-07-31
000004.SZ,1991-01-23,1.0,2023-07-31
000005.SZ,1991-01-23,1.0,2023-07-31
600601.SH,1991-01-23,1.0,2023-07-31
600602.SH,1991-01-23,1.0,2023-07-31
600651.SH,1991-01-23,1.0,2023-07-31
600652.SH,1991-01-23,1.0,2023-07-31
600653.SH,1991-01-23,1.0,2023-07-31
600654.SH,1991-01-23,1.0,2023-07-31
600656.SH,1991-01-23,1.0,2023-07-31
000004.SZ,1991-01-24,1.0,2023-07-31
000005.SZ,1991-01-24,1.0,2023-07-31
600601.SH,1991-01-24,1.0,2023-07-31
600602.SH,1991-01-24,1.0,2023-07-31
600651.SH,1991-01-24,1.0,2023-07-31
600652.SH,1991-01-24,1.0,2023-07-31
600653.SH,1991-01-24,1.0,2023-07-31
600654.SH,1991-01-24,1.0,2023-07-31
600656.SH,1991-01-24,1.0,2023-07-31
000004.SZ,1991-01-25,1.0,2023-07-31
000005.SZ,1991-01-25,1.0,2023-07-31
