ts_code,trade_date,adj_factor,data_date
600654.SH,1992-01-13,1.0,2023-07-31
600656.SH,1992-01-13,1.0,2023-07-31
000001.SZ,1992-01-14,2.549,2023-07-31
000002.SZ,1992-01-14,1.617,2023-07-31
000003.SZ,1992-01-14,1.0,2023-07-31
000004.SZ,1992-01-14,1.028,2023-07-31
000005.SZ,1992-01-14,1.0,2023-07-31
000009.SZ,1992-01-14,1.0,2023-07-31
600601.SH,1992-01-14,5.0,2023-07-31
600602.SH,1992-01-14,1.0,2023-07-31
600603.SH,1992-01-14,1.0,2023-07-31
600651.SH,1992-01-14,5.0,2023-07-31
600652.SH,1992-01-14,5.0,2023-07-31
600653.SH,1992-01-14,10.0,2023-07-31
600654.SH,1992-01-14,1.0,2023-07-31
600656.SH,1992-01-14,1.0,2023-07-31
000001.SZ,1992-01-15,2.549,2023-07-31
000002.SZ,1992-01-15,1.617,2023-07-31
000003.SZ,1992-01-15,1.0,2023-07-31
000004.SZ,1992-01-15,1.028,2023-07-31
000005.SZ,1992-01-15,1.0,2023-07-31
000009.SZ,1992-01-15,1.0,2023-07-31
600601.SH,1992-01-15,5.0,2023-07-31
600602.SH,1992-01-15,1.0,2023-07-31
600603.SH,1992-01-15,1.0,2023-07-31
600651.SH,1992-01-15,5.0,2023-07-31
600652.SH,1992-01-15,5.0,2023-07-31
600653.SH,1992-01-15,10.0,2023-07-31
600654.SH,1992-01-15,1.0,2023-07-31
600656.SH,1992-01-15,1.0,2023-07-31
000001.SZ,1992-01-16,2.549,2023-07-31
000002.SZ,1992-01-16,1.617,2023-07-31
000003.SZ,1992-01-16,1.0,2023-07-31
000004.SZ,1992-01-16,1.028,2023-07-31
000005.SZ,1992-01-16,1.0,2023-07-31
000009.SZ,1992-01-16,1.0,2023-07-31
600601.SH,1992-01-16,5.0,2023-07-31
600602.SH,1992-01-16,1.0,2023-07-31
600603.SH,1992-01-16,1.0,2023-07-31
600651.SH,1992-01-16,5.0,2023-07-31
600652.SH,1992-01-16,5.0,2023-07-31
600653.SH,1992-01-16,10.0,2023-07-31
600654.SH,1992-01-16,1.0,2023-07-31
600656.SH,1992-01-16,1.0,2023-07-31
000001.SZ,1992-01-17,2.549,2023-07-31
000002.SZ,1992-01-17,1.617,2023-07-31
000003.SZ,1992-01-17,1.0,2023-07-31
000004.SZ,1992-01-17,1.028,2023-07-31
000005.SZ,1992-01-17,1.0,2023-07-31
000009.SZ,1992-01-17,1.0,2023-07-31
600601.SH,1992-01-17,5.0,2023-07-31
600602.SH,1992-01-17,1.0,2023-07-31
600603.SH,1992-01-17,1.0,2023-07-31
600651.SH,1992-01-17,5.0,2023-07-31
600652.SH,1992-01-17,5.0,2023-07-31
600653.SH,1992-01-17,10.0,2023-07-31
600654.SH,1992-01-17,1.0,2023-07-31
600656.SH,1992-01-17,1.0,2023-07-31
000001.SZ,1992-01-20,2.549,2023-07-31
000002.SZ,1992-01-20,1.617,2023-07-31
000003.SZ,1992-01-20,1.0,2023-07-31
000004.SZ,1992-01-20,1.028,2023-07-31
000005.SZ,1992-01-20,1.0,2023-07-31
000009.SZ,1992-01-20,1.0,2023-07-31
600601.SH,1992-01-20,5.0,2023-07-31
600602.SH,1992-01-20,1.0,2023-07-31
600603.SH,1992-01-20,1.0,2023-07-31
600651.SH,1992-01-20,5.0,2023-07-31
600652.SH,1992-01-20,5.0,2023-07-31
600653.SH,1992-01-20,10.0,2023-07-31
600654.SH,1992-01-20,1.0,2023-07-31
600656.SH,1992-01-20,1.0,2023-07-31
000001.SZ,1992-01-21,2.549,2023-07-31
000002.SZ,1992-01-21,1.617,2023-07-31
000003.SZ,1992-01-21,1.0,2023-07-31
000004.SZ,1992-01-21,1.028,2023-07-31
000005.SZ,1992-01-21,1.0,2023-07-31
000009.SZ,1992-01-21,1.0,2023-07-31
600601.SH,1992-01-21,5.0,2023-07-31
600602.SH,1992-01-21,1.0,2023-07-31
600603.SH,1992-01-21,1.0,2023-07-31
600651.SH,1992-01-21,5.0,2023-07-31
600652.SH,1992-01-21,5.0,2023-07-31
600653.SH,1992-01-21,10.0,2023-07-31
600654.SH,1992-01-21,1.0,2023-07-31
600656.SH,1992-01-21,1.0,2023-07-31
000001.SZ,1992-01-22,2.549,2023-07-31
000002.SZ,1992-01-22,1.617,2023-07-31
000003.SZ,1992-01-22,1.0,2023-07-31
000004.SZ,1992-01-22,1.028,2023-07-31
000005.SZ,1992-01-22,1.0,2023-07-31
000009.SZ,1992-01-22,1.0,2023-07-31
600601.SH,1992-01-22,5.0,2023-07-31
600602.SH,1992-01-22,1.0,2023-07-31
600603.SH,1992-01-22,1.0,2023-07-31
600651.SH,1992-01-22,5.0,2023-07-31
600652.SH,1992-01-22,5.0,2023-07-31
600653.SH,1992-01-22,10.0,2023-07-31
600654.SH,1992-01-22,1.0,2023-07-31
600656.SH,1992-01-22,1.0,2023-07-31
000001.SZ,1992-01-23,2.549,2023-07-31
000002.SZ,1992-01-23,1.617,2023-07-31
000003.SZ,1992-01-23,1.0,2023-07-31
000004.SZ,1992-01-23,1.028,2023-07-31
000005.SZ,1992-01-23,1.0,2023-07-31
000009.SZ,1992-01-23,1.0,2023-07-31
600601.SH,1992-01-23,5.0,2023-07-31
600602.SH,1992-01-23,1.0,2023-07-31
600603.SH,1992-01-23,1.0,2023-07-31
600651.SH,1992-01-23,5.0,2023-07-31
600652.SH,1992-01-23,5.0,2023-07-31
600653.SH,1992-01-23,10.0,2023-07-31
600654.SH,1992-01-23,1.0,2023-07-31
600656.SH,1992-01-23,1.0,2023-07-31
000001.SZ,1992-01-24,2.549,2023-07-31
000002.SZ,1992-01-24,1.617,2023-07-31
000003.SZ,1992-01-24,1.0,2023-07-31
000004.SZ,1992-01-24,1.028,2023-07-31
000005.SZ,1992-01-24,1.0,2023-07-31
000009.SZ,1992-01-24,1.0,2023-07-31
600601.SH,1992-01-24,5.0,2023-07-31
600602.SH,1992-01-24,1.0,2023-07-31
600603.SH,1992-01-24,1.0,2023-07-31
600651.SH,1992-01-24,5.0,2023-07-31
600652.SH,1992-01-24,5.0,2023-07-31
600653.SH,1992-01-24,10.0,2023-07-31
600654.SH,1992-01-24,1.0,2023-07-31
600656.SH,1992-01-24,1.0,2023-07-31
000001.SZ,1992-01-27,2.549,2023-07-31
000002.SZ,1992-01-27,1.617,2023-07-31
000003.SZ,1992-01-27,1.0,2023-07-31
000004.SZ,1992-01-27,1.028,2023-07-31
000005.SZ,1992-01-27,1.0,2023-07-31
000009.SZ,1992-01-27,1.0,2023-07-31
600601.SH,1992-01-27,5.0,2023-07-31
600602.SH,1992-01-27,1.0,2023-07-31
600603.SH,1992-01-27,1.0,2023-07-31
600651.SH,1992-01-27,5.0,2023-07-31
600652.SH,1992-01-27,5.0,2023-07-31
600653.SH,1992-01-27,10.0,2023-07-31
600654.SH,1992-01-27,1.0,2023-07-31
600656.SH,1992-01-27,1.0,2023-07-31
000001.SZ,1992-01-28,2.549,2023-07-31
000002.SZ,1992-01-28,1.617,2023-07-31
000003.SZ,1992-01-28,1.0,2023-07-31
000004.SZ,1992-01-28,1.028,2023-07-31
000005.SZ,1992-01-28,1.0,2023-07-31
000009.SZ,1992-01-28,1.0,2023-07-31
600601.SH,1992-01-28,5.0,2023-07-31
600602.SH,1992-01-28,1.0,2023-07-31
600603.SH,1992-01-28,1.0,2023-07-31
600651.SH,1992-01-28,5.0,2023-07-31
600652.SH,1992-01-28,5.0,2023-07-31
600653.SH,1992-01-28,10.0,2023-07-31
600654.SH,1992-01-28,1.0,2023-07-31
600656.SH,1992-01-28,1.0,2023-07-31
000001.SZ,1992-01-29,2.549,2023-07-31
000002.SZ,1992-01-29,1.617,2023-07-31
000003.SZ,1992-01-29,1.0,2023-07-31
000004.SZ,1992-01-29,1.028,2023-07-31
000005.SZ,1992-01-29,1.0,2023-07-31
000009.SZ,1992-01-29,1.0,2023-07-31
600601.SH,1992-01-29,5.0,2023-07-31
600602.SH,1992-01-29,1.0,2023-07-31
600603.SH,1992-01-29,1.0,2023-07-31
600651.SH,1992-01-29,5.0,2023-07-31
600652.SH,1992-01-29,5.0,2023-07-31
600653.SH,1992-01-29,10.0,2023-07-31
600654.SH,1992-01-29,1.0,2023-07-31
600656.SH,1992-01-29,1.0,2023-07-31
000001.SZ,1992-01-30,2.549,2023-07-31
000002.SZ,1992-01-30,1.617,2023-07-31
000003.SZ,1992-01-30,1.0,2023-07-31
000004.SZ,1992-01-30,1.028,2023-07-31
000005.SZ,1992-01-30,1.0,2023-07-31
000009.SZ,1992-01-30,1.0,2023-07-31
600601.SH,1992-01-30,5.0,2023-07-31
600602.SH,1992-01-30,1.0,2023-07-31
600603.SH,1992-01-30,1.0,2023-07-31
600651.SH,1992-01-30,5.0,2023-07-31
600652.SH,1992-01-30,5.0,2023-07-31
600653.SH,1992-01-30,10.0,2023-07-31
600654.SH,1992-01-30,1.0,2023-07-31
600656.SH,1992-01-30,1.0,2023-07-31
000001.SZ,1992-01-31,2.549,2023-07-31
000002.SZ,1992-01-31,1.617,2023-07-31
000003.SZ,1992-01-31,1.0,2023-07-31
000004.SZ,1992-01-31,1.028,2023-07-31
000005.SZ,1992-01-31,1.0,2023-07-31
000009.SZ,1992-01-31,1.0,2023-07-31
600601.SH,1992-01-31,5.0,2023-07-31
600602.SH,1992-01-31,1.0,2023-07-31
600603.SH,1992-01-31,1.0,2023-07-31
600651.SH,1992-01-31,5.0,2023-07-31
600652.SH,1992-01-31,5.0,2023-07-31
600653.SH,1992-01-31,10.0,2023-07-31
600654.SH,1992-01-31,1.0,2023-07-31
600656.SH,1992-01-31,1.0,2023-07-31
600601.SH,1992-02-03,5.0,2023-07-31
600602.SH,1992-02-03,1.0,2023-07-31
600603.SH,1992-02-03,1.0,2023-07-31
600651.SH,1992-02-03,5.0,2023-07-31
600652.SH,1992-02-03,5.0,2023-07-31
600653.SH,1992-02-03,10.0,2023-07-31
600654.SH,1992-02-03,1.0,2023-07-31
600656.SH,1992-02-03,1.0,2023-07-31
600601.SH,1992-02-07,5.0,2023-07-31
600602.SH,1992-02-07,1.0,2023-07-31
600603.SH,1992-02-07,1.0,2023-07-31
600651.SH,1992-02-07,5.0,2023-07-31
600652.SH,1992-02-07,5.0,2023-07-31
600653.SH,1992-02-07,10.0,2023-07-31
600654.SH,1992-02-07,1.0,2023-07-31
600656.SH,1992-02-07,1.0,2023-07-31
000001.SZ,1992-02-10,2.454,2023-07-31
000002.SZ,1992-02-10,1.624,2023-07-31
000003.SZ,1992-02-10,1.0,2023-07-31
000004.SZ,1992-02-10,1.024,2023-07-31
000005.SZ,1992-02-10,1.0,2023-07-31
000009.SZ,1992-02-10,1.0,2023-07-31
600601.SH,1992-02-10,5.0,2023-07-31
600602.SH,1992-02-10,1.0,2023-07-31
600603.SH,1992-02-10,1.0,2023-07-31
600651.SH,1992-02-10,5.0,2023-07-31
600652.SH,1992-02-10,5.0,2023-07-31
600653.SH,1992-02-10,10.0,2023-07-31
600654.SH,1992-02-10,1.0,2023-07-31
600656.SH,1992-02-10,1.0,2023-07-31
000001.SZ,1992-02-11,2.454,2023-07-31
000002.SZ,1992-02-11,1.624,2023-07-31
000003.SZ,1992-02-11,1.0,2023-07-31
000004.SZ,1992-02-11,1.024,2023-07-31
000005.SZ,1992-02-11,1.0,2023-07-31
000009.SZ,1992-02-11,1.0,2023-07-31
600601.SH,1992-02-11,5.0,2023-07-31
600602.SH,1992-02-11,1.0,2023-07-31
600603.SH,1992-02-11,1.0,2023-07-31
600651.SH,1992-02-11,5.0,2023-07-31
600652.SH,1992-02-11,5.0,2023-07-31
600653.SH,1992-02-11,10.0,2023-07-31
600654.SH,1992-02-11,1.0,2023-07-31
600656.SH,1992-02-11,1.0,2023-07-31
000001.SZ,1992-02-12,2.454,2023-07-31
000002.SZ,1992-02-12,1.624,2023-07-31
000003.SZ,1992-02-12,1.0,2023-07-31
000004.SZ,1992-02-12,1.024,2023-07-31
000005.SZ,1992-02-12,1.0,2023-07-31
000009.SZ,1992-02-12,1.0,2023-07-31
600601.SH,1992-02-12,5.0,2023-07-31
600602.SH,1992-02-12,1.0,2023-07-31
600603.SH,1992-02-12,1.0,2023-07-31
600651.SH,1992-02-12,5.0,2023-07-31
600652.SH,1992-02-12,5.0,2023-07-31
600653.SH,1992-02-12,10.0,2023-07-31
600654.SH,1992-02-12,1.0,2023-07-31
600656.SH,1992-02-12,1.0,2023-07-31
000001.SZ,1992-02-13,2.454,2023-07-31
000002.SZ,1992-02-13,1.624,2023-07-31
000003.SZ,1992-02-13,1.0,2023-07-31
000004.SZ,1992-02-13,1.024,2023-07-31
000005.SZ,1992-02-13,1.0,2023-07-31
000009.SZ,1992-02-13,1.0,2023-07-31
600601.SH,1992-02-13,5.005,2023-07-31
600602.SH,1992-02-13,1.0,2023-07-31
600603.SH,1992-02-13,1.0,2023-07-31
600651.SH,1992-02-13,5.0,2023-07-31
600652.SH,1992-02-13,5.0,2023-07-31
600653.SH,1992-02-13,10.0,2023-07-31
600654.SH,1992-02-13,1.0,2023-07-31
600656.SH,1992-02-13,1.0,2023-07-31
000001.SZ,1992-02-14,2.454,2023-07-31
000002.SZ,1992-02-14,1.624,2023-07-31
000003.SZ,1992-02-14,1.0,2023-07-31
000004.SZ,1992-02-14,1.024,2023-07-31
000005.SZ,1992-02-14,1.0,2023-07-31
000009.SZ,1992-02-14,1.0,2023-07-31
600601.SH,1992-02-14,5.005,2023-07-31
600602.SH,1992-02-14,1.0,2023-07-31
600603.SH,1992-02-14,1.0,2023-07-31
600651.SH,1992-02-14,5.0,2023-07-31
600652.SH,1992-02-14,5.0,2023-07-31
600653.SH,1992-02-14,10.0,2023-07-31
600654.SH,1992-02-14,1.0,2023-07-31
600656.SH,1992-02-14,1.0,2023-07-31
000001.SZ,1992-02-17,2.454,2023-07-31
000002.SZ,1992-02-17,1.624,2023-07-31
000003.SZ,1992-02-17,1.0,2023-07-31
000004.SZ,1992-02-17,1.024,2023-07-31
000005.SZ,1992-02-17,1.0,2023-07-31
000009.SZ,1992-02-17,1.0,2023-07-31
600601.SH,1992-02-17,5.005,2023-07-31
600602.SH,1992-02-17,1.0,2023-07-31
600603.SH,1992-02-17,1.0,2023-07-31
600651.SH,1992-02-17,5.0,2023-07-31
600652.SH,1992-02-17,5.0,2023-07-31
600653.SH,1992-02-17,10.0,2023-07-31
600654.SH,1992-02-17,1.0,2023-07-31
600656.SH,1992-02-17,1.0,2023-07-31
000001.SZ,1992-02-18,2.454,2023-07-31
000002.SZ,1992-02-18,1.624,2023-07-31
000003.SZ,1992-02-18,1.0,2023-07-31
000004.SZ,1992-02-18,1.024,2023-07-31
000005.SZ,1992-02-18,1.0,2023-07-31
000009.SZ,1992-02-18,1.0,2023-07-31
600601.SH,1992-02-18,5.005,2023-07-31
600602.SH,1992-02-18,1.0,2023-07-31
600603.SH,1992-02-18,1.0,2023-07-31
600651.SH,1992-02-18,5.0,2023-07-31
600652.SH,1992-02-18,5.0,2023-07-31
600653.SH,1992-02-18,10.0,2023-07-31
600654.SH,1992-02-18,1.0,2023-07-31
600656.SH,1992-02-18,1.0,2023-07-31
000001.SZ,1992-02-19,2.454,2023-07-31
000002.SZ,1992-02-19,1.624,2023-07-31
000003.SZ,1992-02-19,1.0,2023-07-31
000004.SZ,1992-02-19,1.024,2023-07-31
000005.SZ,1992-02-19,1.0,2023-07-31
000009.SZ,1992-02-19,1.0,2023-07-31
600601.SH,1992-02-19,5.005,2023-07-31
600602.SH,1992-02-19,1.0,2023-07-31
600603.SH,1992-02-19,1.0,2023-07-31
600651.SH,1992-02-19,5.0,2023-07-31
600652.SH,1992-02-19,5.0,2023-07-31
600653.SH,1992-02-19,10.0,2023-07-31
600654.SH,1992-02-19,1.0,2023-07-31
600656.SH,1992-02-19,1.0,2023-07-31
000001.SZ,1992-02-20,2.454,2023-07-31
000002.SZ,1992-02-20,1.624,2023-07-31
000003.SZ,1992-02-20,1.0,2023-07-31
000004.SZ,1992-02-20,1.024,2023-07-31
000005.SZ,1992-02-20,1.0,2023-07-31
000009.SZ,1992-02-20,1.0,2023-07-31
600601.SH,1992-02-20,5.005,2023-07-31
600602.SH,1992-02-20,1.0,2023-07-31
600603.SH,1992-02-20,1.0,2023-07-31
600651.SH,1992-02-20,5.0,2023-07-31
600652.SH,1992-02-20,5.0,2023-07-31
600653.SH,1992-02-20,10.0,2023-07-31
600654.SH,1992-02-20,1.0,2023-07-31
600656.SH,1992-02-20,1.0,2023-07-31
000001.SZ,1992-02-21,2.454,2023-07-31
000002.SZ,1992-02-21,1.624,2023-07-31
000003.SZ,1992-02-21,1.0,2023-07-31
000004.SZ,1992-02-21,1.024,2023-07-31
000005.SZ,1992-02-21,1.0,2023-07-31
000009.SZ,1992-02-21,1.0,2023-07-31
600601.SH,1992-02-21,5.005,2023-07-31
600602.SH,1992-02-21,1.0,2023-07-31
600603.SH,1992-02-21,1.0,2023-07-31
600651.SH,1992-02-21,5.0,2023-07-31
600652.SH,1992-02-21,5.0,2023-07-31
600653.SH,1992-02-21,10.0,2023-07-31
600654.SH,1992-02-21,1.0,2023-07-31
600656.SH,1992-02-21,1.0,2023-07-31
000001.SZ,1992-02-24,2.454,2023-07-31
000002.SZ,1992-02-24,1.624,2023-07-31
000003.SZ,1992-02-24,1.0,2023-07-31
000004.SZ,1992-02-24,1.024,2023-07-31
000005.SZ,1992-02-24,1.0,2023-07-31
000009.SZ,1992-02-24,1.0,2023-07-31
600601.SH,1992-02-24,5.005,2023-07-31
600602.SH,1992-02-24,1.0,2023-07-31
600603.SH,1992-02-24,1.0,2023-07-31
600651.SH,1992-02-24,5.0,2023-07-31
600652.SH,1992-02-24,5.0,2023-07-31
600653.SH,1992-02-24,10.0,2023-07-31
600654.SH,1992-02-24,1.0,2023-07-31
600656.SH,1992-02-24,1.0,2023-07-31
000001.SZ,1992-02-25,2.454,2023-07-31
000002.SZ,1992-02-25,1.624,2023-07-31
000003.SZ,1992-02-25,1.0,2023-07-31
000004.SZ,1992-02-25,1.024,2023-07-31
000005.SZ,1992-02-25,1.0,2023-07-31
000009.SZ,1992-02-25,1.0,2023-07-31
600601.SH,1992-02-25,5.005,2023-07-31
600602.SH,1992-02-25,1.0,2023-07-31
600603.SH,1992-02-25,1.0,2023-07-31
600651.SH,1992-02-25,5.0,2023-07-31
600652.SH,1992-02-25,5.0,2023-07-31
600653.SH,1992-02-25,10.0,2023-07-31
600654.SH,1992-02-25,1.0,2023-07-31
600656.SH,1992-02-25,1.0,2023-07-31
000001.SZ,1992-02-26,2.454,2023-07-31
000002.SZ,1992-02-26,1.624,2023-07-31
000003.SZ,1992-02-26,1.0,2023-07-31
000004.SZ,1992-02-26,1.024,2023-07-31
000005.SZ,1992-02-26,1.0,2023-07-31
000009.SZ,1992-02-26,1.0,2023-07-31
600601.SH,1992-02-26,5.005,2023-07-31
600602.SH,1992-02-26,1.0,2023-07-31
600603.SH,1992-02-26,1.0,2023-07-31
600651.SH,1992-02-26,5.0,2023-07-31
600652.SH,1992-02-26,5.0,2023-07-31
600653.SH,1992-02-26,10.0,2023-07-31
600654.SH,1992-02-26,1.0,2023-07-31
600656.SH,1992-02-26,1.0,2023-07-31
000001.SZ,1992-02-27,2.454,2023-07-31
000002.SZ,1992-02-27,1.624,2023-07-31
000003.SZ,1992-02-27,1.0,2023-07-31
000004.SZ,1992-02-27,1.024,2023-07-31
000005.SZ,1992-02-27,1.0,2023-07-31
000009.SZ,1992-02-27,1.0,2023-07-31
600601.SH,1992-02-27,5.005,2023-07-31
600602.SH,1992-02-27,1.0,2023-07-31
600603.SH,1992-02-27,1.0,2023-07-31
600651.SH,1992-02-27,5.0,2023-07-31
600652.SH,1992-02-27,5.0,2023-07-31
600653.SH,1992-02-27,10.0,2023-07-31
600654.SH,1992-02-27,1.0,2023-07-31
600656.SH,1992-02-27,1.0,2023-07-31
000001.SZ,1992-02-28,2.454,2023-07-31
000002.SZ,1992-02-28,1.624,2023-07-31
000003.SZ,1992-02-28,1.0,2023-07-31
000004.SZ,1992-02-28,1.024,2023-07-31
000005.SZ,1992-02-28,1.0,2023-07-31
000009.SZ,1992-02-28,1.0,2023-07-31
000012.SZ,1992-02-28,1.0,2023-07-31
600601.SH,1992-02-28,5.005,2023-07-31
600602.SH,1992-02-28,1.0,2023-07-31
600603.SH,1992-02-28,1.0,2023-07-31
600651.SH,1992-02-28,5.0,2023-07-31
600652.SH,1992-02-28,5.0,2023-07-31
600653.SH,1992-02-28,10.0,2023-07-31
600654.SH,1992-02-28,1.0,2023-07-31
600656.SH,1992-02-28,1.0,2023-07-31
000001.SZ,1992-03-02,2.454,2023-07-31
000002.SZ,1992-03-02,1.624,2023-07-31
000003.SZ,1992-03-02,1.0,2023-07-31
000004.SZ,1992-03-02,1.024,2023-07-31
000005.SZ,1992-03-02,1.0,2023-07-31
000009.SZ,1992-03-02,1.0,2023-07-31
000012.SZ,1992-03-02,1.0,2023-07-31
600601.SH,1992-03-02,5.005,2023-07-31
600602.SH,1992-03-02,1.0,2023-07-31
600603.SH,1992-03-02,1.0,2023-07-31
600651.SH,1992-03-02,5.0,2023-07-31
600652.SH,1992-03-02,5.0,2023-07-31
600653.SH,1992-03-02,10.0,2023-07-31
600654.SH,1992-03-02,1.0,2023-07-31
600656.SH,1992-03-02,1.0,2023-07-31
000001.SZ,1992-03-03,2.454,2023-07-31
000002.SZ,1992-03-03,1.624,2023-07-31
000003.SZ,1992-03-03,1.0,2023-07-31
000004.SZ,1992-03-03,1.024,2023-07-31
000005.SZ,1992-03-03,1.0,2023-07-31
000009.SZ,1992-03-03,1.0,2023-07-31
000012.SZ,1992-03-03,1.0,2023-07-31
600601.SH,1992-03-03,5.005,2023-07-31
600602.SH,1992-03-03,1.0,2023-07-31
600603.SH,1992-03-03,1.0,2023-07-31
600651.SH,1992-03-03,5.0,2023-07-31
600652.SH,1992-03-03,5.0,2023-07-31
600653.SH,1992-03-03,10.0,2023-07-31
600654.SH,1992-03-03,1.0,2023-07-31
600656.SH,1992-03-03,1.0,2023-07-31
000001.SZ,1992-03-04,2.454,2023-07-31
000002.SZ,1992-03-04,1.624,2023-07-31
000003.SZ,1992-03-04,1.0,2023-07-31
000004.SZ,1992-03-04,1.024,2023-07-31
000005.SZ,1992-03-04,1.0,2023-07-31
000009.SZ,1992-03-04,1.0,2023-07-31
000012.SZ,1992-03-04,1.0,2023-07-31
600601.SH,1992-03-04,5.005,2023-07-31
600602.SH,1992-03-04,1.0,2023-07-31
600603.SH,1992-03-04,1.0,2023-07-31
600651.SH,1992-03-04,5.0,2023-07-31
600652.SH,1992-03-04,5.0,2023-07-31
600653.SH,1992-03-04,10.0,2023-07-31
