security_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,data_date
600006.SH,2002-02-06,10.84,11.01,10.78,10.86,10.88,-0.02,-0.18,31103.62,34011.432,2023-08-01
600052.SH,2002-02-06,7.5,7.54,7.2,7.23,7.5,-0.27,-3.6,23989.21,17613.193,2023-08-01
600090.SH,2002-02-06,14.43,14.49,14.38,14.38,14.41,-0.03,-0.21,7188.0,10364.247,2023-08-01
000608.SZ,2002-02-06,9.7,9.7,9.28,9.35,9.62,-0.27,-2.81,4395.41,4175.0546,2023-08-01
000956.SZ,2002-02-06,10.1,10.1,9.8,9.8,10.11,-0.31,-3.07,19535.91,19390.1697,2023-08-01
600468.SH,2002-02-06,13.9,13.9,13.32,13.34,13.98,-0.64,-4.58,4801.51,6530.199,2023-08-01
600139.SH,2002-02-06,17.85,17.85,17.05,17.11,17.89,-0.78,-4.36,3884.86,6774.186,2023-08-01
600104.SH,2002-02-06,6.65,6.73,6.53,6.55,6.63,-0.08,-1.21,73959.85,49163.647,2023-08-01
600335.SH,2002-02-06,13.2,13.48,13.0,13.0,13.32,-0.32,-2.4,2572.5,3390.79,2023-08-01
000848.SZ,2002-02-06,9.77,9.77,9.5,9.53,9.78,-0.25,-2.56,3962.93,3801.4105,2023-08-01
600548.SH,2002-02-06,7.6,7.65,7.49,7.52,7.67,-0.15,-1.96,62769.98,47368.847,2023-08-01
000602.SZ,2002-02-06,14.49,14.58,14.0,14.02,14.5,-0.48,-3.31,89.41,126.49,2023-08-01
600632.SH,2002-02-06,8.28,8.36,8.03,8.04,8.29,-0.25,-3.02,5781.1,4715.823,2023-08-01
000410.SZ,2002-02-06,6.12,6.16,5.86,5.86,6.13,-0.27,-4.4,6773.4,4056.5871,2023-08-01
000682.SZ,2002-02-06,6.84,6.9,6.47,6.49,6.84,-0.35,-5.12,145840.17,96524.3818,2023-08-01
000823.SZ,2002-02-06,8.08,8.14,7.8,7.8,8.16,-0.36,-4.41,6136.5,4878.9485,2023-08-01
600835.SH,2002-02-06,12.42,12.5,12.15,12.2,12.45,-0.25,-2.01,9293.35,11394.861,2023-08-01
600617.SH,2002-02-06,16.9,17.0,16.3,16.43,16.75,-0.32,-1.91,932.26,1556.726,2023-08-01
600719.SH,2002-02-06,10.25,10.35,9.97,10.0,10.31,-0.31,-3.01,3245.21,3285.135,2023-08-01
000709.SZ,2002-02-06,6.54,6.54,6.38,6.39,6.58,-0.19,-2.89,11754.66,7568.3831,2023-08-01
000565.SZ,2002-02-06,7.85,7.85,7.36,7.39,7.86,-0.47,-5.98,7766.68,5824.7169,2023-08-01
600700.SH,2002-02-06,7.55,7.58,7.05,7.09,7.55,-0.46,-6.09,44027.24,31969.801,2023-08-01
000011.SZ,2002-02-06,6.72,6.73,6.38,6.38,6.72,-0.34,-5.06,13958.53,9060.2119,2023-08-01
600222.SH,2002-02-06,15.6,15.9,15.52,15.68,15.59,0.09,0.58,1814.61,2836.824,2023-08-01
600150.SH,2002-02-06,7.36,7.44,7.02,7.02,7.36,-0.34,-4.62,11694.23,8363.214,2023-08-01
000813.SZ,2002-02-06,6.36,6.36,6.0,6.02,6.36,-0.34,-5.35,19497.68,11887.2234,2023-08-01
000949.SZ,2002-02-06,5.13,5.14,4.86,4.86,5.14,-0.28,-5.45,15264.92,7605.6516,2023-08-01
001896.SZ,2002-02-06,7.32,7.32,6.95,6.95,7.32,-0.37,-5.05,4589.0,3252.7818,2023-08-01
000679.SZ,2002-02-06,7.15,7.2,6.78,6.8,7.16,-0.36,-5.03,6362.64,4422.3268,2023-08-01
000592.SZ,2002-02-06,5.15,5.16,4.91,4.91,5.17,-0.26,-5.03,29498.89,14616.7838,2023-08-01
600074.SH,2002-02-06,10.4,10.5,10.12,10.13,10.55,-0.42,-3.98,12249.1,12544.441,2023-08-01
000767.SZ,2002-02-06,14.04,14.25,13.7,13.7,14.26,-0.56,-3.93,1962.45,2723.506,2023-08-01
600385.SH,2002-02-06,11.8,11.99,11.57,11.6,11.92,-0.32,-2.68,12181.74,14241.433,2023-08-01
000918.SZ,2002-02-06,11.35,11.35,10.89,10.89,11.38,-0.49,-4.31,7604.11,8443.253,2023-08-01
000923.SZ,2002-02-06,8.61,8.62,8.26,8.27,8.64,-0.37,-4.28,2366.0,1995.963,2023-08-01
000850.SZ,2002-02-06,16.74,16.79,16.5,16.65,16.74,-0.09,-0.54,1180.57,1967.8554,2023-08-01
000812.SZ,2002-02-06,8.72,8.77,8.45,8.52,8.78,-0.26,-2.96,3268.18,2809.4053,2023-08-01
600082.SH,2002-02-06,8.92,9.06,8.7,8.8,9.06,-0.26,-2.87,4487.24,3956.915,2023-08-01
600201.SH,2002-02-06,16.2,16.2,15.85,16.1,16.31,-0.21,-1.29,1595.0,2549.646,2023-08-01
600061.SH,2002-02-06,7.55,7.6,7.3,7.32,7.54,-0.22,-2.92,2237.2,1655.437,2023-08-01
600125.SH,2002-02-06,10.16,10.2,9.78,9.79,10.06,-0.27,-2.68,2006.0,1991.503,2023-08-01
000537.SZ,2002-02-06,12.7,12.7,12.1,12.34,12.49,-0.15,-1.2,11920.81,14556.5003,2023-08-01
000595.SZ,2002-02-06,8.33,8.46,8.02,8.06,8.32,-0.26,-3.13,18182.91,14893.2572,2023-08-01
600176.SH,2002-02-06,8.15,8.15,7.79,7.8,8.12,-0.32,-3.94,3317.0,2638.568,2023-08-01
600612.SH,2002-02-06,10.54,10.75,10.1,10.14,10.54,-0.4,-3.8,6536.48,6848.901,2023-08-01
600734.SH,2002-02-06,9.03,9.18,8.83,8.85,9.03,-0.18,-1.99,7923.62,7139.947,2023-08-01
600290.SH,2002-02-06,20.08,20.11,19.53,19.7,20.07,-0.37,-1.84,707.5,1395.921,2023-08-01
000033.SZ,2002-02-06,6.6,6.6,6.21,6.21,6.54,-0.33,-5.05,16411.99,10368.22,2023-08-01
000929.SZ,2002-02-06,8.2,8.49,8.0,8.07,8.48,-0.41,-4.83,8432.4,6893.4136,2023-08-01
600269.SH,2002-02-06,13.18,13.18,12.8,12.83,13.11,-0.28,-2.14,7253.7,9386.039,2023-08-01
600622.SH,2002-02-06,6.56,6.56,6.1,6.16,6.58,-0.42,-6.38,36926.6,23176.286,2023-08-01
600235.SH,2002-02-06,15.65,15.66,15.2,15.24,15.65,-0.41,-2.62,1594.0,2472.628,2023-08-01
000034.SZ,2002-02-06,7.99,8.0,7.6,7.61,8.0,-0.39,-4.88,8289.15,6425.1376,2023-08-01
000400.SZ,2002-02-06,11.57,11.7,11.39,11.41,11.54,-0.13,-1.13,17429.66,20081.6276,2023-08-01
600749.SH,2002-02-06,12.66,12.66,12.18,12.18,12.7,-0.52,-4.09,4481.8,5544.063,2023-08-01
600893.SH,2002-02-06,5.0,5.02,4.77,4.77,5.02,-0.25,-4.98,22415.11,10791.871,2023-08-01
600008.SH,2002-02-06,14.1,14.18,13.71,13.75,14.14,-0.39,-2.76,35098.03,48673.705,2023-08-01
000962.SZ,2002-02-06,15.85,16.05,15.67,15.68,15.92,-0.24,-1.51,24252.09,38326.6542,2023-08-01
600175.SH,2002-02-06,11.39,11.65,11.07,11.07,11.32,-0.25,-2.21,2282.09,2607.291,2023-08-01
600811.SH,2002-02-06,7.24,7.35,7.05,7.06,7.21,-0.15,-2.08,24265.32,17496.449,2023-08-01
600331.SH,2002-02-06,13.1,13.2,12.77,12.78,13.15,-0.37,-2.81,13758.39,17814.04,2023-08-01
