security_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,data_date
000001.SZ,1997-04-30,35.7,36.85,35.1,36.75,35.75,1.0,2.8,203223.0,732400.8454,2023-08-01
000002.SZ,1997-04-30,19.88,20.4,19.5,20.28,19.88,0.4,2.01,88773.0,177845.3668,2023-08-01
000679.SZ,1997-04-30,23.03,24.0,22.65,23.64,23.1,0.54,2.34,17969.0,42199.7045,2023-08-01
000017.SZ,1997-04-30,9.5,10.4,9.5,10.22,10.2,0.02,0.2,56661.0,57258.2716,2023-08-01
600069.SH,1997-04-30,16.0,16.5,14.95,16.18,4.62,11.56,250.22,247197.0,387787.82,2023-08-01
000655.SZ,1997-04-30,24.98,25.4,24.5,25.17,25.0,0.17,0.68,5773.0,14464.3436,2023-08-01
600608.SH,1997-04-30,10.11,10.2,9.6,9.8,10.07,-0.27,-2.68,43794.0,43547.352,2023-08-01
600877.SH,1997-04-30,17.2,17.8,17.0,17.3,17.6,-0.3,-1.7,45884.0,79480.63,2023-08-01
600692.SH,1997-04-30,15.75,15.99,15.52,15.78,15.75,0.03,0.19,7396.0,11654.004,2023-08-01
600808.SH,1997-04-30,4.64,4.65,4.32,4.38,4.44,-0.06,-1.35,483601.0,215678.894,2023-08-01
600833.SH,1997-04-30,13.8,14.25,13.8,14.05,13.9,0.15,1.08,6934.0,9770.825,2023-08-01
600835.SH,1997-04-30,9.8,10.24,9.6,10.18,9.78,0.4,4.09,15920.0,15683.44,2023-08-01
600734.SH,1997-04-30,17.0,17.8,17.0,17.65,16.95,0.7,4.13,37221.0,65419.287,2023-08-01
600746.SH,1997-04-30,18.48,18.8,18.11,18.73,18.58,0.15,0.81,8331.0,15487.15,2023-08-01
600758.SH,1997-04-30,31.3,32.46,31.3,31.91,31.2,0.71,2.28,8720.0,27792.418,2023-08-01
600695.SH,1997-04-30,10.86,10.91,10.65,10.85,10.75,0.1,0.93,3181.0,3427.116,2023-08-01
600709.SH,1997-04-30,15.05,15.5,15.0,15.13,14.98,0.15,1.0,21192.0,32174.896,2023-08-01
600726.SH,1997-04-30,14.6,15.96,14.6,15.76,14.51,1.25,8.61,55986.0,86916.842,2023-08-01
600645.SH,1997-04-30,14.6,15.0,14.35,14.82,14.47,0.35,2.42,8918.0,13029.812,2023-08-01
600661.SH,1997-04-30,8.6,8.68,8.24,8.4,8.68,-0.28,-3.23,5256.0,4418.787,2023-08-01
600619.SH,1997-04-30,18.0,18.41,17.36,18.08,17.84,0.24,1.35,7955.0,14269.705,2023-08-01
600615.SH,1997-04-30,14.5,14.65,14.1,14.49,14.05,0.44,3.13,7682.0,11059.747,2023-08-01
600624.SH,1997-04-30,16.5,16.91,16.5,16.9,16.43,0.47,2.86,23551.0,39415.18,2023-08-01
600629.SH,1997-04-30,18.5,19.0,18.35,18.83,18.75,0.08,0.43,11430.0,21323.525,2023-08-01
600655.SH,1997-04-30,17.8,18.18,17.58,17.9,17.49,0.41,2.34,17724.0,31679.26,2023-08-01
600662.SH,1997-04-30,12.55,13.29,12.5,13.1,12.5,0.6,4.8,72955.0,95058.123,2023-08-01
600681.SH,1997-04-30,8.4,8.87,8.18,8.72,8.3,0.42,5.06,24802.0,21312.93,2023-08-01
600682.SH,1997-04-30,7.88,7.94,7.61,7.8,7.88,-0.08,-1.02,22809.0,17637.902,2023-08-01
600714.SH,1997-04-30,14.2,14.28,13.91,14.12,13.98,0.14,1.0,8874.0,12477.905,2023-08-01
600706.SH,1997-04-30,12.9,13.58,12.65,12.95,12.88,0.07,0.54,20615.0,26909.36,2023-08-01
600707.SH,1997-04-30,17.46,18.08,17.26,17.75,17.69,0.06,0.34,26522.0,47020.177,2023-08-01
600725.SH,1997-04-30,20.62,21.2,20.62,21.0,20.5,0.5,2.44,15806.0,33038.887,2023-08-01
600737.SH,1997-04-30,15.0,15.1,14.85,14.92,14.8,0.12,0.81,4198.0,6271.671,2023-08-01
600747.SH,1997-04-30,13.0,13.2,12.28,12.6,12.59,0.01,0.08,14388.0,18142.287,2023-08-01
600832.SH,1997-04-30,25.87,26.18,25.02,25.56,25.46,0.1,0.39,10775.0,27731.722,2023-08-01
600863.SH,1997-04-30,11.53,11.88,11.35,11.65,11.2,0.45,4.02,28571.0,33126.795,2023-08-01
600806.SH,1997-04-30,5.33,5.48,5.2,5.22,5.39,-0.17,-3.15,21808.0,11585.924,2023-08-01
600829.SH,1997-04-30,7.6,7.67,7.46,7.48,7.66,-0.18,-2.35,8961.0,6756.871,2023-08-01
600830.SH,1997-04-30,9.45,9.77,9.4,9.44,9.39,0.05,0.53,10298.0,9775.852,2023-08-01
600836.SH,1997-04-30,12.5,12.55,12.02,12.4,12.55,-0.15,-1.2,5745.0,7090.798,2023-08-01
600852.SH,1997-04-30,6.99,7.12,6.75,7.0,7.0,0.0,0.0,10061.0,6964.553,2023-08-01
600677.SH,1997-04-30,7.8,7.8,7.5,7.76,7.79,-0.03,-0.39,16813.0,12894.328,2023-08-01
600630.SH,1997-04-30,7.6,7.66,7.15,7.26,7.54,-0.28,-3.71,7156.0,5222.984,2023-08-01
600654.SH,1997-04-30,16.83,20.38,16.83,20.1,18.7,1.4,7.49,40073.0,78154.092,2023-08-01
600634.SH,1997-04-30,12.25,12.3,11.6,12.15,12.27,-0.12,-0.98,9982.0,12073.521,2023-08-01
600828.SH,1997-04-30,26.1,26.88,25.5,26.58,26.28,0.3,1.14,6649.0,17553.729,2023-08-01
600766.SH,1997-04-30,10.0,10.2,9.5,9.95,10.2,-0.25,-2.45,7105.0,7045.175,2023-08-01
600680.SH,1997-04-30,17.1,17.7,17.1,17.51,17.7,-0.19,-1.07,2498.0,4318.242,2023-08-01
600702.SH,1997-04-30,16.49,16.78,16.05,16.25,16.4,-0.15,-0.91,24311.0,39812.088,2023-08-01
600712.SH,1997-04-30,14.43,14.89,14.32,14.42,14.41,0.01,0.07,17185.0,25040.854,2023-08-01
600713.SH,1997-04-30,13.78,13.78,13.45,13.55,13.78,-0.23,-1.67,4244.0,5756.429,2023-08-01
600609.SH,1997-04-30,6.52,6.58,6.27,6.42,6.4,0.02,0.31,188304.0,120720.167,2023-08-01
600638.SH,1997-04-30,26.79,27.85,26.78,27.4,26.73,0.67,2.51,27394.0,75036.683,2023-08-01
600653.SH,1997-04-30,17.87,18.28,17.53,17.78,17.6,0.18,1.02,34770.0,62215.799,2023-08-01
600810.SH,1997-04-30,15.15,15.65,15.01,15.6,15.0,0.6,4.0,27856.0,42879.613,2023-08-01
600846.SH,1997-04-30,14.99,15.14,14.78,14.95,14.75,0.2,1.36,10602.0,15847.733,2023-08-01
600848.SH,1997-04-30,8.7,8.79,8.3,8.75,8.5,0.25,2.94,8567.0,7384.023,2023-08-01
600750.SH,1997-04-30,25.0,25.4,24.32,25.25,25.1,0.15,0.6,13364.0,33483.636,2023-08-01
600763.SH,1997-04-30,9.27,9.48,9.07,9.25,9.27,-0.02,-0.22,9581.0,8804.379,2023-08-01
600765.SH,1997-04-30,23.4,23.99,22.5,23.75,23.38,0.37,1.58,6465.0,15275.075,2023-08-01
600771.SH,1997-04-30,14.51,14.51,14.0,14.23,14.51,-0.28,-1.93,12265.0,17423.466,2023-08-01
600667.SH,1997-04-30,8.4,8.7,8.34,8.44,8.58,-0.14,-1.63,30639.0,25951.355,2023-08-01
600716.SH,1997-04-30,9.1,9.2,8.82,8.99,8.98,0.01,0.11,27051.0,24220.807,2023-08-01
600861.SH,1997-04-30,12.67,13.1,12.6,12.93,12.47,0.46,3.69,61348.0,79136.567,2023-08-01
600812.SH,1997-04-30,9.07,9.12,8.81,8.88,9.0,-0.12,-1.33,69036.0,61487.389,2023-08-01
600813.SH,1997-04-30,5.14,5.44,5.13,5.3,5.7,-0.4,-7.02,48326.0,25671.065,2023-08-01
600837.SH,1997-04-30,9.71,10.49,9.71,10.0,10.79,-0.79,-7.32,12324.0,12095.474,2023-08-01
600736.SH,1997-04-30,16.1,16.92,16.05,16.9,16.0,0.9,5.63,17951.0,29866.011,2023-08-01
600791.SH,1997-04-30,15.48,16.1,15.48,15.8,15.5,0.3,1.94,3682.0,5802.536,2023-08-01
600715.SH,1997-04-30,9.36,9.48,9.1,9.32,9.41,-0.09,-0.96,13362.0,12407.677,2023-08-01
600727.SH,1997-04-30,14.87,15.0,14.8,14.94,14.87,0.07,0.47,23585.0,35152.514,2023-08-01
600625.SH,1997-04-30,8.04,8.15,7.76,8.03,8.01,0.02,0.25,5293.0,4185.249,2023-08-01
600639.SH,1997-04-30,21.2,22.28,21.01,21.6,20.82,0.78,3.75,89871.0,195080.872,2023-08-01
600656.SH,1997-04-30,5.8,6.39,5.8,6.32,6.44,-0.12,-1.86,66805.0,40510.037,2023-08-01
600613.SH,1997-04-30,10.51,10.79,10.42,10.58,10.63,-0.05,-0.47,1301.0,1368.332,2023-08-01
600684.SH,1997-04-30,12.88,12.89,12.5,12.8,12.4,0.4,3.23,24702.0,31537.575,2023-08-01
600651.SH,1997-04-30,14.08,15.31,14.0,15.31,13.92,1.39,9.99,36866.0,55851.624,2023-08-01
600764.SH,1997-04-30,25.5,26.18,25.27,26.0,25.27,0.73,2.89,6982.0,17966.134,2023-08-01
600756.SH,1997-04-30,13.68,14.31,13.68,14.01,13.6,0.41,3.01,14743.0,20652.551,2023-08-01
600831.SH,1997-04-30,4.32,4.65,4.32,4.48,4.8,-0.32,-6.67,46431.0,20555.812,2023-08-01
600874.SH,1997-04-30,5.31,5.35,5.09,5.13,5.4,-0.27,-5.0,29308.0,15142.07,2023-08-01
600865.SH,1997-04-30,13.95,14.2,13.5,14.2,13.95,0.25,1.79,26091.0,35930.691,2023-08-01
600838.SH,1997-04-30,16.1,16.1,15.61,15.9,15.75,0.15,0.95,11548.0,18306.005,2023-08-01
600753.SH,1997-04-30,13.0,13.0,12.1,12.38,13.08,-0.7,-5.35,26558.0,33057.74,2023-08-01
600772.SH,1997-04-30,13.9,14.45,13.65,14.26,13.8,0.46,3.33,34115.0,48328.346,2023-08-01
600783.SH,1997-04-30,13.17,13.25,12.9,13.05,13.0,0.05,0.38,9315.0,12131.011,2023-08-01
600794.SH,1997-04-30,15.58,15.78,13.42,14.7,14.91,-0.21,-1.41,15841.0,23545.63,2023-08-01
600679.SH,1997-04-30,7.15,7.15,6.89,7.09,7.22,-0.13,-1.8,7184.0,5033.117,2023-08-01
600696.SH,1997-04-30,7.38,7.57,7.2,7.45,7.4,0.05,0.68,18683.0,13711.759,2023-08-01
600698.SH,1997-04-30,14.14,14.2,13.9,14.14,14.04,0.1,0.71,80029.0,112892.484,2023-08-01
600631.SH,1997-04-30,19.1,19.95,19.0,19.58,19.0,0.58,3.05,30282.0,59422.699,2023-08-01
600626.SH,1997-04-30,7.28,7.3,7.05,7.2,7.33,-0.13,-1.77,7349.0,5275.946,2023-08-01
600652.SH,1997-04-30,12.25,13.1,11.98,12.88,12.35,0.53,4.29,41752.0,53810.464,2023-08-01
600862.SH,1997-04-30,5.54,5.72,5.54,5.54,6.15,-0.61,-9.92,17561.0,9752.69,2023-08-01
600814.SH,1997-04-30,11.12,11.2,10.92,11.05,11.12,-0.07,-0.63,15632.0,17230.636,2023-08-01
600864.SH,1997-04-30,9.0,9.65,8.89,9.32,9.15,0.17,1.86,9621.0,9076.587,2023-08-01
600768.SH,1997-04-30,13.51,14.54,13.5,14.5,15.0,-0.5,-3.33,14316.0,20107.469,2023-08-01
600672.SH,1997-04-30,8.16,8.95,8.1,8.95,8.14,0.81,9.95,63254.0,55282.669,2023-08-01
600673.SH,1997-04-30,6.56,6.58,6.23,6.42,6.55,-0.13,-1.98,22794.0,14475.193,2023-08-01
600607.SH,1997-04-30,13.2,14.45,13.15,14.45,13.15,1.3,9.89,20694.0,28695.25,2023-08-01
600621.SH,1997-04-30,13.1,13.64,13.1,13.42,13.0,0.42,3.23,11597.0,15531.949,2023-08-01
600632.SH,1997-04-30,15.41,16.45,15.41,16.39,15.41,0.98,6.36,48057.0,77748.084,2023-08-01
600666.SH,1997-04-30,7.6,7.75,7.45,7.63,7.55,0.08,1.06,8049.0,6135.075,2023-08-01
600663.SH,1997-04-30,34.0,34.4,33.21,34.0,33.3,0.7,2.1,107706.0,365526.845,2023-08-01
600683.SH,1997-04-30,9.69,10.19,9.5,9.72,9.69,0.03,0.31,17552.0,17337.957,2023-08-01
600685.SH,1997-04-30,6.28,6.37,6.08,6.2,6.28,-0.08,-1.27,28666.0,17775.971,2023-08-01
600731.SH,1997-04-30,18.99,19.48,18.93,19.3,18.99,0.31,1.63,3377.0,6465.078,2023-08-01
600733.SH,1997-04-30,12.05,12.3,11.85,12.0,12.05,-0.05,-0.41,7275.0,8723.913,2023-08-01
600752.SH,1997-04-30,30.8,30.8,28.58,29.69,28.13,1.56,5.55,18584.0,54807.061,2023-08-01
600842.SH,1997-04-30,21.79,21.88,21.1,21.38,21.56,-0.18,-0.83,6845.0,14639.765,2023-08-01
600788.SH,1997-04-30,25.0,27.38,25.0,27.0,24.9,2.1,8.43,30244.0,80786.995,2023-08-01
600800.SH,1997-04-30,32.28,34.6,32.0,34.1,31.99,2.11,6.6,14005.0,47402.325,2023-08-01
600843.SH,1997-04-30,10.1,10.37,9.8,10.1,9.84,0.26,2.64,8769.0,8846.44,2023-08-01
600739.SH,1997-04-30,18.55,19.2,18.2,19.19,18.5,0.69,3.73,16820.0,31749.656,2023-08-01
600620.SH,1997-04-30,9.95,9.95,9.4,9.59,9.7,-0.11,-1.13,9108.0,8676.685,2023-08-01
600640.SH,1997-04-30,17.9,18.38,17.75,18.15,17.75,0.4,2.25,33298.0,60216.105,2023-08-01
600606.SH,1997-04-30,6.19,7.35,6.19,7.24,6.88,0.36,5.23,24122.0,17172.072,2023-08-01
600866.SH,1997-04-30,13.8,14.08,13.75,14.08,13.8,0.28,2.03,22136.0,30756.729,2023-08-01
600741.SH,1997-04-30,17.4,18.2,17.3,17.55,17.0,0.55,3.24,22501.0,39806.682,2023-08-01
600782.SH,1997-04-30,13.6,14.0,13.6,13.8,13.55,0.25,1.85,3132.0,4334.433,2023-08-01
600720.SH,1997-04-30,11.45,11.8,11.35,11.42,11.42,0.0,0.0,10818.0,12421.778,2023-08-01
600718.SH,1997-04-30,30.4,31.96,30.4,31.21,30.43,0.78,2.56,9549.0,29952.688,2023-08-01
600610.SH,1997-04-30,7.22,7.6,7.0,7.28,7.22,0.06,0.83,16967.0,12422.302,2023-08-01
600641.SH,1997-04-30,11.2,13.2,11.2,13.2,12.0,1.2,10.0,31729.0,41329.591,2023-08-01
600657.SH,1997-04-30,7.6,7.6,7.24,7.44,7.49,-0.05,-0.67,9716.0,7175.877,2023-08-01
600857.SH,1997-04-30,9.12,9.18,8.92,9.1,9.09,0.01,0.11,8995.0,8144.597,2023-08-01
600854.SH,1997-04-30,44.0,45.9,44.0,45.7,45.05,0.65,1.44,8857.0,40252.895,2023-08-01
600841.SH,1997-04-30,13.27,13.5,13.2,13.35,13.28,0.07,0.53,3457.0,4618.673,2023-08-01
600773.SH,1997-04-30,13.94,13.94,13.58,13.8,13.54,0.26,1.92,2270.0,3127.069,2023-08-01
600793.SH,1997-04-30,13.75,13.8,13.3,13.6,13.6,0.0,0.0,8654.0,11686.811,2023-08-01
600678.SH,1997-04-30,10.3,10.92,10.29,10.88,10.29,0.59,5.73,61085.0,65113.207,2023-08-01
600697.SH,1997-04-30,9.12,9.5,9.0,9.39,8.94,0.45,5.03,42437.0,39040.868,2023-08-01
600722.SH,1997-04-30,14.04,14.28,13.95,14.16,14.0,0.16,1.14,11517.0,16202.756,2023-08-01
600603.SH,1997-04-30,17.8,18.5,17.8,18.3,17.7,0.6,3.39,32763.0,59351.507,2023-08-01
600627.SH,1997-04-30,6.59,6.78,6.3,6.69,6.59,0.1,1.52,12603.0,8378.782,2023-08-01
600844.SH,1997-04-30,14.2,14.25,13.95,14.05,14.1,-0.05,-0.35,4795.0,6729.963,2023-08-01
600724.SH,1997-04-30,16.68,16.78,16.0,16.5,16.29,0.21,1.29,4722.0,7697.929,2023-08-01
600732.SH,1997-04-30,12.5,13.02,12.31,12.92,12.35,0.57,4.62,69166.0,87543.333,2023-08-01
600740.SH,1997-04-30,12.0,12.0,11.51,11.7,12.02,-0.32,-2.66,9010.0,10544.941,2023-08-01
600755.SH,1997-04-30,36.5,36.7,35.4,36.3,35.4,0.9,2.54,8789.0,31686.876,2023-08-01
