security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
000949.SZ,2000-03-02,9.4,2.1445,2.3828,0.71,28.3864,28.3864,8.6531,4.086,4.086,,,24528.5706,7500.0,6750.0,230568.5636,70500.0,2023-08-05
000903.SZ,2000-03-02,8.76,1.2832,1.2832,0.85,30.8713,30.8713,2.7129,4.3997,4.3997,2.2831,2.2831,18000.0,6000.0,6000.0,157680.0,52560.0,2023-08-05
600727.SH,2000-03-02,19.84,0.9703,0.9703,0.49,24.0416,24.0416,5.6377,6.9129,6.9129,0.0,,33300.0,11700.0,11700.0,660672.0,232128.0,2023-08-05
600761.SH,2000-03-02,8.45,2.6946,2.6946,1.86,37.7613,37.7613,3.0228,4.1026,4.1026,4.142,4.142,18085.6,6240.0,6240.0,152823.32,52728.0,2023-08-05
600822.SH,2000-03-02,14.55,6.7498,6.7498,1.32,1348.8199,2359.6333,9.5109,3.495,3.0758,,,25272.0298,1331.0,1331.0,367708.0336,19366.05,2023-08-05
000962.SZ,2000-03-02,40.0,2.2368,2.2368,0.71,150.3246,150.3246,35.8308,18.2684,18.2684,,,16500.0,5850.0,5850.0,660000.0,234000.0,2023-08-05
000959.SZ,2000-03-02,6.16,2.9665,2.9665,0.75,16.8528,16.8528,4.872,1.6175,1.6175,,,231000.0,17500.0,17500.0,1422960.0,107800.0,2023-08-05
000819.SZ,2000-03-02,11.2,0.8644,1.0373,0.72,34.8998,33.2192,7.9648,5.2834,4.6918,2.2277,2.2277,16513.386,5210.316,4341.93,184949.9232,58355.5392,2023-08-05
600226.SH,2000-03-02,23.55,1.768,1.768,0.59,72.8194,72.8194,33.5697,22.4446,22.4446,,,11002.35,3500.0,3500.0,259105.3425,82425.0,2023-08-05
600748.SH,2000-03-02,5.75,1.3745,1.3745,1.05,31.1335,34.168,3.0883,6.5909,10.7768,0.0,,58754.1643,15697.0021,15697.0021,337836.4447,90257.7621,2023-08-05
600634.SH,2000-03-02,15.35,3.8704,3.8704,0.76,150.2561,224.4688,7.5171,5.776,6.9182,0.0,,8720.7283,3980.9737,3980.9737,133863.1794,61107.9463,2023-08-05
600180.SH,2000-03-02,24.79,0.7717,0.7717,0.41,85.6065,64.7246,12.0141,31.6208,21.3008,0.0,,19040.0,5120.0,5120.0,472001.6,126924.8,2023-08-05
600867.SH,2000-03-02,13.48,10.0931,12.1117,0.7,47.2313,54.9415,3.2014,19.9821,21.234,0.0,,32449.3036,15769.728,13141.44,437416.6125,212575.9334,2023-08-05
000555.SZ,2000-03-02,11.65,3.0055,3.0055,1.74,,,8.1347,24.5489,42.648,0.0,,8182.7678,2200.0,2200.0,95329.2449,25630.0,2023-08-05
000607.SZ,2000-03-02,10.05,2.4722,2.4722,0.84,,1046.0925,5.193,5.8194,7.5705,0.0,,15278.0,4500.0,4500.0,153543.9,45225.0,2023-08-05
000570.SZ,2000-03-02,14.86,13.3287,13.3287,1.18,33.8484,31.7481,3.4154,1.8937,1.6622,2.64,2.64,35200.0,6300.0,6300.0,523072.0,93618.0,2023-08-05
000908.SZ,2000-03-02,29.88,2.644,2.644,0.42,73.6526,73.6526,9.2081,30.7613,30.7613,,,14000.0,4500.0,4500.0,418320.0,134460.0,2023-08-05
000780.SZ,2000-03-02,11.6,2.2483,2.9228,0.79,50.6534,33.6613,5.1276,4.083,3.4245,0.0,,28327.2,9360.0,7200.0,328595.52,108576.0,2023-08-05
600629.SH,2000-03-02,7.83,4.1363,4.1363,1.29,39.2678,62.6744,5.3375,29.7402,99.0374,0.0,,15137.7476,4926.6226,4926.6226,118528.5637,38575.455,2023-08-05
600159.SH,2000-03-02,11.7,1.8138,2.358,1.34,35.4082,38.2884,4.1908,7.5293,7.255,0.0,,20800.0,5200.0,4000.0,243360.0,60840.0,2023-08-05
600773.SH,2000-03-02,13.65,5.8067,5.8067,0.62,64.887,64.887,5.4934,11.2917,11.2917,3.6117,3.6117,8892.32,2886.0,2886.0,121380.168,39393.9,2023-08-05
600887.SH,2000-03-02,21.89,1.1332,1.1332,0.89,41.5958,39.1928,4.3765,3.1221,3.1513,2.5037,2.5037,14667.107,6958.0232,6958.0232,321062.9722,152311.1278,2023-08-05
600092.SH,2000-03-02,17.2,4.1417,4.1417,0.42,64.4673,44.4085,10.1125,24.6731,16.921,0.0,,23751.0,7200.0,7200.0,408517.2,123840.0,2023-08-05
600062.SH,2000-03-02,11.48,2.3265,2.7918,0.45,44.3433,29.9152,4.6611,7.6983,5.1449,0.0,,23515.0,8460.0,7050.0,269952.2,97120.8,2023-08-05
600126.SH,2000-03-02,7.94,5.2176,5.2176,0.56,22.3015,22.3015,4.0987,1.5498,1.5498,0.0,,60000.0,12750.0,12750.0,476400.0,101235.0,2023-08-05
600628.SH,2000-03-02,11.12,3.7456,3.7456,1.16,35.4506,35.4506,4.3472,1.0971,1.0971,0.0,,18890.8537,6281.7638,6281.7638,210066.2931,69853.2135,2023-08-05
600879.SH,2000-03-02,35.64,5.7356,5.7356,1.23,140.1434,155.1077,13.7828,19.4666,19.2191,0.0,,9714.8076,5250.0,5250.0,346235.7429,187110.0,2023-08-05
000735.SZ,2000-03-02,7.74,1.219,1.219,0.75,32.3914,39.1389,3.3305,11.8765,10.1893,1.5332,1.5332,28662.0,9945.0,9945.0,221843.88,76974.3,2023-08-05
000919.SZ,2000-03-02,21.45,3.563,3.9589,2.18,61.1676,61.1676,16.3614,17.7144,17.7144,,,28000.0,8000.0,7200.0,600600.0,171600.0,2023-08-05
000019.SZ,2000-03-02,19.16,2.9987,2.9987,0.4,97.0761,95.8594,10.6452,35.2291,35.6246,0.5216,0.5216,16670.7684,3072.9598,3072.9598,319411.9225,58877.9098,2023-08-05
000576.SZ,2000-03-02,7.4,2.4331,2.4331,0.36,63.1955,98.1987,1.7903,4.0682,4.0287,0.0,,24759.8624,10310.3266,10310.3266,183222.9818,76296.4168,2023-08-05
000917.SZ,2000-03-02,34.98,1.7889,2.3256,0.48,112.1243,112.1243,10.3575,23.2885,23.2885,0.0,,20540.0,6500.0,5000.0,718489.2,227370.0,2023-08-05
000861.SZ,2000-03-02,16.17,2.4732,2.4732,0.92,71.175,60.8133,6.9049,8.8709,7.7034,0.4766,0.4766,6500.0,1625.0,1625.0,105105.0,26276.25,2023-08-05
000720.SZ,2000-03-02,17.48,3.8221,4.5865,0.39,61.2158,54.1441,8.1789,9.4656,7.9593,0.0,,31980.0,9360.0,7800.0,559010.4,163612.8,2023-08-05
600137.SH,2000-03-02,13.7,17.6253,17.6253,3.39,103.7675,,11.2244,6.7079,8.2705,0.0,,6071.1288,1740.0,1740.0,83174.4646,23838.0,2023-08-05
600756.SH,2000-03-02,12.92,5.0431,13.4135,1.5,46.7224,44.0088,6.5141,24.4231,22.3162,0.0,,11014.72,4580.16,1722.0,142310.1824,59175.6672,2023-08-05
600897.SH,2000-03-02,9.95,0.9981,0.9981,1.04,61.621,54.8674,2.4742,16.6941,15.9581,0.0,,27000.0,6750.0,6750.0,268650.0,67162.5,2023-08-05
000001.SZ,2000-03-02,18.38,1.1091,1.4806,0.78,37.3171,45.4734,7.2808,14.5248,15.8108,4.7324,4.7324,155184.7092,107163.4434,80277.1362,2852294.9551,1969664.0897,2023-08-05
000524.SZ,2000-03-02,6.11,1.7155,1.7155,0.99,37.4154,54.7707,2.1729,6.7203,7.523,0.0,,26967.3744,9898.4714,9898.4714,164770.6576,60479.6603,2023-08-05
000901.SZ,2000-03-02,21.0,1.868,1.868,0.79,75.2922,75.2922,6.6999,17.7976,17.7976,,,9900.0,3000.0,3000.0,207900.0,63000.0,2023-08-05
