security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
600634.SH,1995-09-18,8.18,0.2184,0.8317,0.47,38.1037,35.7025,2.9512,2.9596,2.65,,1.467,5005.0448,2284.8,600.0,40941.2665,18689.664,2023-08-05
600867.SH,1995-09-18,8.75,1.0932,2.0728,0.22,16.7127,17.7762,3.0626,6.1445,4.8847,,0.0,9244.8158,3412.8,1800.0,80892.1383,29862.0,2023-08-05
600870.SH,1995-09-18,10.68,1.3877,1.804,0.83,28.3055,28.3055,2.4306,0.8017,0.8017,,,5375.0,1625.0,1250.0,57405.0,17355.0,2023-08-05
600681.SH,1995-09-18,5.4,7.0008,14.0156,1.09,25.6008,44.6849,2.0021,6.022,6.3201,,0.8301,11957.9328,5405.4,2700.0,64572.8371,29189.16,2023-08-05
600618.SH,1995-09-18,9.83,0.653,11.4221,0.76,47.1394,41.7586,3.4694,5.3191,4.4843,2.1075,1.5259,96238.27,2300.2,131.5,946022.1941,22610.966,2023-08-05
600613.SH,1995-09-18,11.1,0.625,7.5,0.99,36.5563,48.8658,3.4043,5.2623,4.306,1.3514,1.4414,9724.96,600.0,50.0,107947.056,6660.0,2023-08-05
600828.SH,1995-09-18,6.3,0.6549,0.7276,0.43,15.6762,14.794,2.4715,0.7829,0.7315,,4.7619,8550.0,2150.0,1935.0,53865.0,13545.0,2023-08-05
600816.SH,1995-09-18,8.35,2.4388,3.7028,0.96,22.8413,24.0662,3.7875,11.3593,10.8027,,,13747.1554,7500.0,4939.8,114788.7476,62625.0,2023-08-05
600676.SH,1995-09-18,9.46,0.47,0.705,0.49,55.8255,124.3097,4.6143,5.2459,6.0441,,,6100.608,1200.0,800.0,57711.7517,11352.0,2023-08-05
600653.SH,1995-09-18,8.04,1.1714,279.6,0.28,29.6277,28.1623,3.0487,7.9462,7.9231,,,11934.0,11934.0,50.0,95949.36,95949.36,2023-08-05
600666.SH,1995-09-18,6.96,0.4411,0.7058,0.68,27.0009,37.3439,3.9795,3.4009,3.1534,,2.8736,7593.0,2752.0,1720.0,52847.28,19153.92,2023-08-05
000523.SZ,1995-09-18,3.16,0.3774,1.3191,0.54,10.1334,11.9061,1.4495,0.8497,0.6763,1.9916,4.3153,17375.0473,7131.2076,2040.0,54905.1495,22534.616,2023-08-05
000503.SZ,1995-09-18,2.73,0.466,,0.84,11.9095,14.2605,1.4192,6.6478,20.5258,,,20134.5409,6979.9515,,54967.2967,19055.2676,2023-08-05
600843.SH,1995-09-18,16.1,0.7408,0.926,0.05,61.1291,162.9378,4.9641,4.9372,5.1918,,1.0559,19420.49,1200.0,960.0,312669.889,19320.0,2023-08-05
600659.SH,1995-09-18,5.42,0.5352,0.7474,0.43,41.9378,57.2168,3.1941,0.8402,1.3504,0.8386,,10322.7245,2652.98,1900.0,55949.1668,14379.1516,2023-08-05
600686.SH,1995-09-18,7.8,1.7994,3.9986,0.23,32.6639,22.3005,3.2775,1.3489,1.6734,0.3462,2.2436,8417.644,3200.0,1440.0,65657.6232,24960.0,2023-08-05
000562.SZ,1995-09-18,5.35,0.1878,0.2087,0.48,17.5621,17.7388,2.3638,13.9976,6.1034,,,17500.0,5000.0,4500.0,93625.0,26750.0,2023-08-05
600691.SH,1995-09-18,8.44,0.6821,1.0489,0.58,23.3958,37.6855,4.0019,6.2459,6.7207,,,6439.54,2768.0,1800.0,54349.7176,23361.92,2023-08-05
600625.SH,1995-09-18,8.55,0.3623,0.7225,0.66,32.2683,38.6945,3.6896,1.893,1.9144,2.3392,2.5731,21491.0,1595.4,800.0,183748.05,13640.67,2023-08-05
