security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
002322.SZ,2013-12-12,14.13,1.6448,2.7596,0.59,37.4913,29.0869,3.3927,11.6682,10.9749,0.3342,0.3539,28252.0,25706.614,15321.6522,399200.76,363234.4558,2023-08-05
300056.SZ,2013-12-12,26.63,8.0504,8.0517,0.67,312.5584,96.6735,6.2688,8.3146,6.6437,0.2106,0.1502,9360.0,6365.1252,6364.1631,249256.8,169503.2841,2023-08-05
600789.SH,2013-12-12,5.13,3.1327,5.1426,1.08,,,2.0342,1.2753,1.3549,0.3899,,58157.5475,58157.5475,35427.5511,298348.2187,298348.2187,2023-08-05
600767.SH,2013-12-12,5.73,1.5357,2.1643,0.29,56.6936,86.7641,5.2748,3.7284,2.7591,0.0,,34101.0182,34091.0182,24190.1348,195398.8343,195341.5343,2023-08-05
600233.SH,2013-12-12,9.92,1.8312,3.056,0.93,21.2564,24.4868,1.6229,1.9119,2.0447,1.2097,1.5121,16500.0,16500.0,9887.0,163680.0,163680.0,2023-08-05
002231.SZ,2013-12-12,6.29,2.9019,3.6161,0.56,44.0845,197.0396,3.3165,5.6418,6.271,1.1924,,35680.0,18998.5,15246.0,224427.2,119500.565,2023-08-05
600795.SH,2013-12-12,2.52,0.2134,0.4508,0.58,8.5969,5.6849,1.1503,0.7798,0.7395,3.5456,5.1587,1722989.3705,1539503.1321,728665.2942,4341933.2137,3879547.8929,2023-08-05
601818.SH,2013-12-12,2.83,0.1208,0.3107,0.65,4.8506,4.3639,0.866,1.9098,1.7795,4.6996,2.0495,4043479.0,4043479.0,1571673.2232,11443045.57,11443045.57,2023-08-05
300310.SZ,2013-12-12,14.35,8.0556,8.0556,0.47,35.8884,53.8698,4.0288,4.1104,3.7787,0.87,,17600.0,4400.0,4400.0,252560.0,63140.0,2023-08-05
600531.SH,2013-12-12,9.4,0.3559,0.6185,0.79,57.1938,,1.8756,0.2221,0.2165,1.0638,0.5319,29525.0776,29525.0776,16989.7116,277535.7294,277535.7294,2023-08-05
000762.SZ,2013-12-12,11.24,0.4781,0.5618,0.53,,,3.0735,10.4796,9.6941,0.59,,47597.4877,46483.5658,39555.0542,534995.7617,522475.2796,2023-08-05
300260.SZ,2013-12-12,13.98,10.6128,10.6128,1.24,96.6694,285.3998,2.2066,4.3342,3.2549,1.4306,0.1073,10005.0,2967.5625,2967.5625,139869.9,41486.5238,2023-08-05
002049.SZ,2013-12-12,49.1,4.8187,4.8187,1.09,105.4494,66.9669,6.5651,25.4847,19.2229,0.0906,0.1993,30340.8984,9343.5295,9343.5295,1489738.1114,458767.2985,2023-08-05
600877.SH,2013-12-12,3.56,0.9506,1.3022,0.55,165.9222,,9.59,1.29,1.5529,0.0,,68728.204,68728.204,50171.5867,244672.4062,244672.4062,2023-08-05
600468.SH,2013-12-12,10.15,0.3367,0.9109,0.5,158.3867,247.7653,7.9433,6.6302,6.1372,0.0,0.197,45619.2,45619.2,16863.2619,463034.88,463034.88,2023-08-05
300217.SZ,2013-12-12,18.98,3.2052,3.2227,1.24,39.3771,52.8034,3.561,5.6783,5.2423,0.479,0.5269,19773.6,7771.5663,7729.5469,375302.928,147504.3284,2023-08-05
000565.SZ,2013-12-12,8.18,1.2745,2.1434,1.26,23.5092,18.6572,2.3934,2.7214,2.5616,0.0,0.6112,17343.6888,17343.6888,10312.8295,141871.3744,141871.3744,2023-08-05
600864.SH,2013-12-12,10.44,0.7637,1.3538,0.5,20.3488,11.374,1.8307,5.8524,5.4128,2.3946,2.3946,54637.8196,54637.8196,30820.3372,570418.8366,570418.8366,2023-08-05
000669.SZ,2013-12-12,30.89,1.3269,1.3601,0.68,30.5105,16.5156,4.1751,6.3265,3.405,0.0,,26902.7887,7587.5948,7402.1947,831027.1429,234380.8034,2023-08-05
002102.SZ,2013-12-12,5.09,0.5457,0.7543,0.93,102.0779,20.7603,3.2516,2.9932,1.5302,0.0,,40926.0,32753.6942,23697.9382,208313.34,166716.3035,2023-08-05
600626.SH,2013-12-12,7.32,8.1345,11.8016,0.91,31.5598,29.9435,2.4962,0.7626,0.7604,1.3661,1.3661,71024.2816,71024.2816,48955.0306,519897.7413,519897.7413,2023-08-05
002434.SZ,2013-12-12,11.05,2.7353,10.5178,1.38,40.7911,30.3091,1.8949,2.4199,2.5508,0.905,0.905,34000.0,32679.0381,8498.6631,375700.0,361103.371,2023-08-05
601678.SH,2013-12-12,7.73,0.9795,1.9065,1.13,13.9227,20.4795,1.273,1.2117,1.2621,2.5873,1.9405,66000.0,66000.0,33909.1652,510180.0,510180.0,2023-08-05
002235.SZ,2013-12-12,10.62,5.1902,5.7187,1.15,202.574,324.8073,4.6558,3.6019,3.7093,0.0,2.354,19500.0,10547.1798,9572.4301,207090.0,112011.0495,2023-08-05
002688.SZ,2013-12-12,29.6,13.7935,13.7935,1.29,35.9918,33.9099,3.6831,4.1849,4.3837,,1.6892,10892.0,5815.3102,5815.3102,322403.2,172133.1819,2023-08-05
000570.SZ,2013-12-12,6.37,2.0541,3.4792,1.01,64.5083,51.4366,1.9864,1.2099,1.1974,0.314,0.3925,56137.4326,41137.4326,24287.659,357595.4457,262045.4457,2023-08-05
300018.SZ,2013-12-12,6.48,1.0542,1.3659,0.77,30.1896,34.5985,1.7964,5.6586,5.8615,1.5432,1.5432,19500.0,15104.625,11657.0,126360.0,97877.97,2023-08-05
000702.SZ,2013-12-12,5.05,4.9283,6.6374,2.69,354.5098,189.8752,2.8569,0.6849,0.6848,0.0,,26663.4576,26663.1137,19797.4721,134650.4609,134648.7242,2023-08-05
002027.SZ,2013-12-12,5.81,3.4669,5.3958,1.52,214.3088,,3.0651,1.3135,1.0758,0.0,,30233.5116,19473.4948,12512.1132,175656.7024,113141.0048,2023-08-05
000790.SZ,2013-12-12,9.08,0.7248,0.9351,0.58,103.7783,90.5071,6.2592,6.0192,5.3363,0.0,0.3004,38484.0513,38040.0599,29486.2709,349435.1858,345403.7439,2023-08-05
600259.SH,2013-12-12,42.78,1.166,2.5108,0.72,176.5911,,21.4005,4.482,5.7372,0.0,,24940.0,24940.0,11582.2677,1066933.2,1066933.2,2023-08-05
002121.SZ,2013-12-12,7.65,1.0585,1.2571,0.84,35.7758,43.5875,2.2995,2.1615,2.2735,0.2614,0.5229,39669.0,26634.7666,22427.5977,303467.85,203755.9645,2023-08-05
002282.SZ,2013-12-12,8.16,2.0059,2.6323,1.04,239.6839,122.821,2.2999,3.3986,3.3811,1.2255,0.6127,22542.0,11420.0649,8702.589,183942.72,93187.7296,2023-08-05
300276.SZ,2013-12-12,10.42,2.9818,2.9818,1.0,28.8979,41.6678,2.3945,5.2189,4.9673,0.5537,0.7198,12480.0,4558.3546,4558.3546,130041.6,47498.0549,2023-08-05
300229.SZ,2013-12-12,17.37,3.1766,3.1835,1.25,48.2293,45.2538,4.2728,16.862,17.8711,1.0125,0.2869,20469.7075,6918.3445,6903.3445,355558.8193,120171.644,2023-08-05
600818.SH,2013-12-12,13.43,0.624,1.2153,0.72,262.0112,230.0505,11.1104,8.0599,7.6245,0.0,0.1692,32144.791,23795.791,12217.7176,431704.5431,319577.4731,2023-08-05
002310.SZ,2013-12-12,34.72,2.0858,3.0935,0.77,30.5781,27.1047,6.6265,5.3428,4.5258,0.0,0.3294,60603.2846,30092.4515,20289.9319,2104146.0413,1044809.9161,2023-08-05
600579.SH,2013-12-12,6.2,0.264,0.4919,0.66,160.2425,7.4184,,3.6282,3.8006,0.0,,25560.0,25560.0,13717.064,158472.0,158472.0,2023-08-05
002569.SZ,2013-12-12,9.57,10.7614,10.7614,1.06,33.3614,65.1593,2.171,2.0506,2.1524,0.6966,0.6966,14001.0,4401.375,4401.375,133989.57,42121.1588,2023-08-05
002658.SZ,2013-12-12,24.27,2.8969,2.8969,0.6,66.8238,57.9258,5.9785,17.6289,13.7469,0.31,0.33,27494.56,7494.56,7494.56,667292.9712,181892.9712,2023-08-05
600279.SH,2013-12-12,8.45,0.6416,1.6226,0.52,44.2415,32.7365,1.3802,1.9738,2.0154,0.5917,0.7101,34209.2262,34209.2262,13527.3184,289067.9614,289067.9614,2023-08-05
600823.SH,2013-12-12,9.28,0.3834,1.4907,0.85,7.9505,7.2203,0.8031,1.6008,1.3756,1.7241,0.9698,117059.5338,117059.5338,30106.5864,1086312.4737,1086312.4737,2023-08-05
002220.SZ,2013-12-12,7.61,1.127,2.0318,1.68,23.3784,22.5054,2.1815,1.9946,2.1607,2.2996,,46472.72,38980.5454,21621.1463,353657.3992,296641.9505,2023-08-05
002682.SZ,2013-12-12,8.2,2.7858,2.9565,0.51,15.7471,17.9112,1.5915,0.9802,0.8763,,1.8762,20800.0,13996.5076,13188.3073,170560.0,114771.3623,2023-08-05
601336.SH,2013-12-12,23.56,0.4733,0.8321,0.63,25.0585,16.1212,1.8471,0.6286,0.6364,1.7426,,311954.66,110058.0772,62601.1206,7349651.7896,2592968.2988,2023-08-05
600802.SH,2013-12-12,6.12,0.5568,0.8791,0.31,81.1932,25.2165,2.2556,1.4437,1.4758,0.817,0.4902,38187.3666,38187.3666,24186.9626,233706.6836,233706.6836,2023-08-05
600163.SH,2013-12-12,3.89,0.5779,0.9577,0.83,123.7914,223.2515,2.5975,1.913,1.9021,0.0,,72141.996,72141.996,43530.485,280632.3644,280632.3644,2023-08-05
300318.SZ,2013-12-12,13.29,3.3538,3.3538,1.0,42.7329,42.1167,3.1711,19.1405,20.1568,,0.47,16384.0,6015.5184,6015.5184,217743.36,79946.2395,2023-08-05
000717.SZ,2013-12-12,1.88,0.2535,0.2688,0.37,,,1.0511,0.2362,0.2387,0.0,,241952.441,112802.8197,106400.3307,454870.5891,212069.301,2023-08-05
600718.SH,2013-12-12,12.86,0.7169,1.1626,1.02,34.5965,33.7517,3.0334,2.2682,2.1314,0.0,1.1664,122759.4245,122759.4245,75691.1992,1578686.1991,1578686.1991,2023-08-05
600814.SH,2013-12-12,6.84,0.7374,1.0421,1.4,27.4366,33.4064,2.6403,0.9891,1.0338,1.0234,1.0965,31038.3021,31038.3021,21962.2596,212301.9864,212301.9864,2023-08-05
600048.SH,2013-12-12,8.7,0.4033,0.7214,0.82,7.3594,6.7284,1.3617,0.9012,0.7586,2.0594,2.6667,713799.4391,713799.4391,399104.626,6210055.1202,6210055.1202,2023-08-05
002168.SZ,2013-12-12,8.39,8.8268,14.1412,2.4,98.9386,121.524,5.6753,16.8506,15.8395,0.0348,0.7151,75710.4768,36327.1209,22674.9078,635210.9004,304784.5444,2023-08-05
300230.SZ,2013-12-12,8.32,3.9511,3.9511,1.56,26.7482,25.5251,2.5487,4.4664,3.8966,1.0684,1.2019,16152.48,5691.6,5691.6,134388.6336,47354.112,2023-08-05
000683.SZ,2013-12-12,4.47,3.127,3.9017,0.68,33.2764,,1.5676,0.9372,1.0448,2.2371,0.4474,76781.3983,76781.3983,61536.1516,343212.8504,343212.8504,2023-08-05
000019.SZ,2013-12-12,8.28,2.8697,5.138,2.27,27.8743,48.1824,2.1459,6.6844,4.361,0.0,2.4155,25090.0154,20272.7493,11322.8749,207745.3275,167858.3642,2023-08-05
600874.SH,2013-12-12,8.63,0.8271,2.5638,0.72,45.7913,43.5563,3.1537,7.5226,7.0358,0.4635,0.6952,142722.843,108722.843,35072.8639,1231698.1351,938278.1351,2023-08-05
600711.SH,2013-12-12,8.48,0.5722,0.6765,0.74,248.1756,48.4545,1.6162,2.8083,3.096,0.0,,45349.8922,17666.784,14942.7792,384567.0859,149814.3283,2023-08-05
300221.SZ,2013-12-12,6.08,1.9973,2.2435,0.41,35.8639,107.5256,1.7891,1.3554,1.3081,1.6447,1.3158,20000.0,10250.0,9125.0,121600.0,62320.0,2023-08-05
002426.SZ,2013-12-12,14.3,1.5301,1.7955,1.39,93.7024,73.3497,4.1934,3.3295,2.8848,0.6993,0.6993,40041.0,12259.2,10446.9,572586.3,175306.56,2023-08-05
600485.SH,2013-12-12,21.13,3.2198,3.8023,0.7,,,6.513,11.8164,13.4283,0.0,,13858.6,13858.6,11735.5934,292832.218,292832.218,2023-08-05
002315.SZ,2013-12-12,42.59,3.8348,5.4351,1.42,39.8519,37.955,2.8789,11.1295,10.0125,1.8784,1.8784,11750.0,5920.4463,4177.2548,500432.5,252151.8079,2023-08-05
600067.SH,2013-12-12,7.11,0.4832,0.7615,0.53,10.1719,5.1552,1.7964,1.3508,1.1067,1.1314,2.952,118863.3059,118863.3059,75413.9923,845118.1049,845118.1049,2023-08-05
600763.SH,2013-12-12,30.67,0.7978,1.359,0.77,54.0102,50.185,9.8001,12.9757,11.3787,0.0,,16032.0,16032.0,9412.2,491701.44,491701.44,2023-08-05
000100.SZ,2013-12-12,2.38,1.7439,1.9778,0.52,25.4153,12.8574,1.5533,0.2913,0.2465,2.0947,1.592,850116.1535,810513.7846,714667.2413,2023276.4453,1929022.8073,2023-08-05
002039.SZ,2013-12-12,11.04,2.6263,3.2781,2.52,16.4197,,1.315,1.2688,2.1592,0.0,1.087,20359.9108,16973.8529,13598.8329,224773.4152,187391.336,2023-08-05
300272.SZ,2013-12-12,12.58,1.2554,1.8328,0.6,47.7135,42.7706,4.9213,9.8714,8.3001,1.3888,1.8344,18888.87,8766.8264,6005.0332,237621.9846,110286.6761,2023-08-05
603000.SH,2013-12-12,75.4,5.9714,5.9714,1.12,99.1045,82.9769,9.6543,29.4373,22.9362,,0.7294,27642.2764,7420.5691,7420.5691,2084227.6406,559510.9101,2023-08-05
600239.SH,2013-12-12,5.65,0.9732,1.4495,0.67,21.317,27.3029,1.32,13.1256,4.2238,0.885,1.4159,82342.9184,82342.9184,55283.422,465237.489,465237.489,2023-08-05
000759.SZ,2013-12-12,6.73,0.343,0.4907,0.65,22.345,31.1042,1.6172,0.2919,0.2796,0.0,2.9718,68102.15,68055.0166,47574.6968,458327.4695,458010.2617,2023-08-05
300209.SZ,2013-12-12,12.9,10.0522,10.0522,1.2,423.4462,446.1495,2.4524,15.7372,13.8016,0.39,0.08,16000.0,4000.0,4000.0,206400.0,51600.0,2023-08-05
600037.SH,2013-12-12,8.47,1.1937,2.1957,1.03,30.199,25.3562,1.5783,4.0785,3.9132,1.1806,1.1806,106036.8074,106036.8074,57647.5381,898131.7587,898131.7587,2023-08-05
002247.SZ,2013-12-12,19.06,1.1311,2.4569,0.58,42.5843,33.8962,2.8242,3.9774,3.4222,0.4082,0.5247,12880.0,8165.55,3759.3,245492.8,155635.383,2023-08-05
600335.SH,2013-12-12,13.91,0.4295,0.7377,0.34,14.0172,10.1822,2.3024,0.1254,0.1118,0.6326,0.7189,56000.4607,27595.72,16068.1534,778966.4083,383856.4652,2023-08-05
600623.SH,2013-12-12,10.23,0.6787,7.0341,0.88,31.1448,28.7703,3.4516,0.7519,0.6728,0.567,0.9775,88946.7722,64636.7722,6236.5138,909925.4796,661234.1796,2023-08-05
002277.SZ,2013-12-12,11.72,2.6492,4.493,1.04,17.5043,15.8852,2.5159,1.1513,1.0774,0.7958,0.8489,56157.86,56157.86,33112.5818,658170.1192,658170.1192,2023-08-05
002624.SZ,2013-12-12,6.97,2.1867,2.512,0.66,47.0282,80.1729,2.7534,3.4244,2.9728,1.7934,,20000.0,6950.0,6050.0,139400.0,48441.5,2023-08-05
000987.SZ,2013-12-12,10.19,4.052,8.4322,2.75,9.5848,10.961,1.8385,0.82,0.861,4.9068,4.9068,35895.8107,35857.8029,17231.1922,365778.311,365391.0116,2023-08-05
002265.SZ,2013-12-12,6.06,0.2381,0.7573,0.5,,,3.5504,5.1836,4.9684,,,29102.6,28372.6,8920.1747,176361.756,171937.956,2023-08-05
600280.SH,2013-12-12,14.34,1.7822,6.1457,1.92,141.8688,19.2044,7.0951,1.3659,1.0885,0.2789,0.6276,57416.7436,57416.7436,16650.772,823356.1032,823356.1032,2023-08-05
002028.SZ,2013-12-12,14.5,0.6636,0.8489,0.59,25.6764,21.0502,2.0923,2.2047,1.9302,0.6897,0.6897,43968.0,33244.2139,25986.5828,637536.0,482041.1016,2023-08-05
600508.SH,2013-12-12,10.47,0.4249,1.131,0.63,8.2053,19.2313,0.9525,0.7782,0.8426,2.8653,3.8204,72271.8,72271.8,27152.6667,756685.746,756685.746,2023-08-05
600378.SH,2013-12-12,11.22,2.0711,3.9333,0.72,48.4157,49.6931,5.2194,5.0752,4.8628,0.3403,0.6239,29719.3292,29719.3292,15648.516,333450.8736,333450.8736,2023-08-05
300117.SZ,2013-12-12,8.47,3.4486,7.6937,0.72,33.402,33.3819,1.4663,1.6577,1.3695,0.0,0.5903,21720.0,21720.0,9735.6479,183968.4,183968.4,2023-08-05
300207.SZ,2013-12-12,21.35,2.246,2.246,0.58,72.9891,70.7298,4.2135,3.696,2.7053,0.3603,0.4684,24440.0,7573.9853,7573.9853,521794.0,161704.5862,2023-08-05
300271.SZ,2013-12-12,27.3,1.3209,1.3231,1.2,40.689,35.6933,4.4078,7.4032,6.7567,2.74,0.73,14800.0,9218.7726,9203.6926,404040.0,251672.492,2023-08-05
600613.SH,2013-12-12,14.16,0.6231,1.4643,1.01,459.944,99.7398,3.6375,40.9226,10.8895,0.0,,44505.969,10227.8623,4352.3244,630204.521,144826.5302,2023-08-05
601288.SH,2013-12-12,2.55,0.0285,0.3119,1.02,5.7082,5.0812,1.0013,1.9628,1.812,5.1569,6.1373,32479411.7,28416352.9197,2596977.4178,82822499.835,72461699.9452,2023-08-05
600612.SH,2013-12-12,26.85,0.5377,1.7588,1.37,22.9765,19.2233,4.5679,0.5497,0.4401,0.3104,2.2346,52311.7764,31710.963,9693.7837,1404571.1963,851439.3566,2023-08-05
000418.SZ,2013-12-12,9.86,1.5778,3.211,0.62,18.4295,17.7861,1.6327,0.9038,0.7189,2.0284,3.0426,63248.7764,43776.2002,21510.0431,623632.9353,431633.334,2023-08-05
002118.SZ,2013-12-12,9.71,0.7743,1.651,1.16,57.7113,95.5604,2.5832,11.9024,12.1055,0.0,,51299.1382,51256.1734,24037.5442,498114.6319,497697.4437,2023-08-05
002248.SZ,2013-12-12,6.58,0.8298,1.2944,0.89,,,1.9525,4.5426,5.7993,0.7599,,25749.56,20291.7602,13007.545,169432.1048,133519.7821,2023-08-05
600018.SH,2013-12-12,5.35,0.4179,3.8434,0.48,24.4986,22.513,2.5075,4.2895,4.3371,2.2056,2.5047,2275517.965,2099080.0132,228241.7017,12174021.1128,11230078.0706,2023-08-05
300053.SZ,2013-12-12,10.18,2.898,3.4356,1.36,80.3803,85.4276,3.2196,12.6824,13.9056,0.4912,0.2456,20000.0,14759.975,12450.3,203600.0,150256.5455,2023-08-05
000958.SZ,2013-12-12,4.63,0.6602,0.6602,0.74,,19.2756,,1.6172,1.7148,0.0,,29948.5,19670.9588,19670.9588,138661.555,91076.5392,2023-08-05
000050.SZ,2013-12-12,11.21,1.576,3.4281,1.24,118.2944,56.5298,4.4238,1.4854,1.4237,0.0,0.5352,57423.75,57421.5,26398.685,643720.2375,643695.015,2023-08-05
002155.SZ,2013-12-12,8.65,1.7896,2.7343,0.66,16.052,44.2708,2.876,1.8223,1.7148,0.9528,0.8893,99626.8,99605.9646,65191.4716,861771.82,861591.5938,2023-08-05
300027.SZ,2013-12-12,33.97,11.8957,12.788,1.18,168.1082,78.694,12.2682,29.638,24.1484,0.2208,0.2208,120960.0,81742.74,76039.3,4109011.2,2776800.8778,2023-08-05
600459.SH,2013-12-12,19.79,1.7148,2.864,0.72,132.5749,96.1366,2.3943,0.9401,0.695,0.2347,0.2274,20075.2109,19553.6909,11707.7349,397288.4237,386967.5429,2023-08-05
600962.SH,2013-12-12,6.57,0.6906,1.2743,1.13,52.0095,,1.8639,1.1489,1.3063,0.5854,0.761,26221.0,25402.0,13766.4457,172271.97,166891.14,2023-08-05
600800.SH,2013-12-12,5.54,1.386,1.952,0.85,193.1161,80.7405,47.3371,23.6024,22.5508,0.0,,61127.1047,60767.4797,43148.5021,338644.16,336651.8375,2023-08-05
600716.SH,2013-12-12,6.39,0.6428,1.67,1.07,62.4495,,2.6621,2.7124,3.2657,,,74060.0634,74060.0634,28505.6984,473243.8051,473243.8051,2023-08-05
000048.SZ,2013-12-12,10.51,0.4756,0.6619,0.56,148.2178,120.4272,9.1297,2.8259,2.6841,0.0,,39076.8671,37985.8689,27293.5008,410697.8732,399231.4821,2023-08-05
002075.SZ,2013-12-12,3.43,0.5601,0.5629,0.35,238.1341,113.955,2.3133,0.4451,0.4878,0.0,,157626.5552,39600.0,39399.5994,540659.0843,135828.0,2023-08-05
002701.SZ,2013-12-12,43.78,4.8702,6.779,0.76,33.1607,23.2418,4.2382,3.829,2.9879,,2.2385,30667.0,14912.0,10713.25,1342601.26,652847.36,2023-08-05
600548.SH,2013-12-12,3.83,0.0835,0.3262,0.34,12.2016,11.2695,0.8444,2.6645,2.6141,4.1775,3.3943,218077.0326,143327.0326,36703.0439,835235.0349,548942.5349,2023-08-05
600642.SH,2013-12-12,4.9,0.4347,0.8876,0.46,14.3306,9.4113,1.0783,0.9248,0.8763,2.1201,2.449,455203.8316,455203.8316,222930.2808,2230498.7748,2230498.7748,2023-08-05
600250.SH,2013-12-12,6.17,0.3992,0.7153,0.6,91.1993,,8.5738,0.3584,0.3052,0.0,,25869.246,25869.246,14439.3056,159613.2478,159613.2478,2023-08-05
000610.SZ,2013-12-12,6.72,1.1929,1.7691,1.02,84.0466,,2.9939,1.5532,1.9048,,0.2976,19674.7901,19473.0569,13131.0669,132214.5895,130858.9424,2023-08-05
002570.SZ,2013-12-12,30.93,2.2091,2.5061,0.9,38.8018,28.0186,5.352,3.6916,3.1913,1.5088,1.2501,63907.5,39008.1713,34384.5462,1976658.975,1206522.7383,2023-08-05
600246.SH,2013-12-12,3.12,0.1896,0.3882,0.33,10.128,9.9275,1.1071,0.9327,1.0785,3.8462,4.4872,121680.0,121680.0,59433.678,379641.6,379641.6,2023-08-05
600739.SH,2013-12-12,17.94,1.3176,1.505,0.86,35.2332,36.7948,2.2298,2.3784,2.6142,0.0,,136470.9816,136470.9816,119482.0777,2448289.4099,2448289.4099,2023-08-05
300054.SZ,2013-12-12,17.65,0.8895,0.9894,0.45,81.7414,71.4513,5.1205,16.3402,12.2279,0.6961,0.7374,29301.8405,17608.613,15829.863,517177.4848,310792.0195,2023-08-05
601258.SH,2013-12-12,5.59,0.776,0.776,0.61,,,1.6046,0.2535,0.2407,0.5367,,262150.0,71344.0,71344.0,1465418.5,398812.96,2023-08-05
600793.SH,2013-12-12,10.39,0.2239,0.4851,0.88,19.5161,19.5052,41.2294,58.7993,57.0323,0.0,,10530.0,10530.0,4860.82,109406.7,109406.7,2023-08-05
600573.SH,2013-12-12,6.07,0.4401,1.0142,0.84,,,1.4245,2.1974,2.0108,0.82,,25000.0,25000.0,10849.4395,151750.0,151750.0,2023-08-05
002160.SZ,2013-12-12,4.83,0.5614,0.9747,0.62,,,3.0735,0.8578,0.8654,0.207,,34000.0,32470.0,18700.0,164220.0,156830.1,2023-08-05
601558.SH,2013-12-12,4.46,0.445,0.445,0.78,,,1.523,4.4625,7.4761,3.9238,,402040.0,42040.0,42040.0,1793098.4,187498.4,2023-08-05
000973.SZ,2013-12-12,4.6,13.5165,15.8761,5.05,35.1742,35.1542,2.1858,1.1206,1.3665,0.4348,1.087,91883.2297,77237.9796,65758.102,422662.8566,355294.7062,2023-08-05
000501.SZ,2013-12-12,13.35,0.9037,2.1369,0.87,16.8279,15.3236,2.4427,0.4544,0.4122,0.0,,50724.859,50719.9303,21449.013,677176.8677,677111.0695,2023-08-05
300156.SZ,2013-12-12,12.54,6.355,6.355,0.7,37.4148,238.895,2.3167,4.9948,6.0577,0.0,1.1962,28872.0,15111.2327,15111.2327,362054.88,189494.8581,2023-08-05
000822.SZ,2013-12-12,3.64,0.4376,0.7335,0.52,,,1.2091,0.6591,0.7644,2.7473,,89509.1926,89508.3093,53403.4215,325813.4611,325810.2459,2023-08-05
300178.SZ,2013-12-12,29.38,5.4769,6.7841,1.67,54.7596,44.0015,3.2728,13.9066,10.3435,0.6646,0.3404,12230.0,7213.5,5823.57,359317.4,211932.63,2023-08-05
000760.SZ,2013-12-12,14.35,1.0054,1.0054,0.93,1713.3325,549.7197,4.8878,12.8221,12.0759,0.0,,55131.7592,23684.1189,23684.1189,791140.7445,339867.1062,2023-08-05
002433.SZ,2013-12-12,17.17,1.4843,1.6991,0.5,54.2086,39.3741,2.4662,9.217,6.8653,0.0,0.1893,27800.0,9157.5,8000.0,477326.0,157234.275,2023-08-05
000061.SZ,2013-12-12,8.49,0.9268,1.3333,0.53,301.2472,,2.9797,8.5656,6.8306,0.5334,0.5889,169696.4131,136831.8665,95112.8225,1440722.5472,1161702.5466,2023-08-05
600201.SH,2013-12-12,25.57,0.4279,0.5002,0.61,55.05,29.497,5.8215,12.9034,11.4294,0.5866,0.6257,28081.493,28081.493,24021.493,718043.776,718043.776,2023-08-05
300059.SZ,2013-12-12,17.25,3.7575,4.5873,2.61,308.4467,,6.9652,52.0517,60.0121,0.18,0.29,67200.0,51249.6432,41978.361,1159200.0,884056.3452,2023-08-05
002343.SZ,2013-12-12,8.63,5.7841,9.4233,3.58,23.6389,27.7172,1.4602,1.261,1.202,2.8969,4.0556,19812.0,12342.51,7575.935,170977.56,106515.8613,2023-08-05
