security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
002322.SZ,2013-12-11,14.02,2.1929,3.6793,0.64,37.1994,28.8604,3.3662,11.5774,10.8894,0.3368,0.3566,28252.0,25706.614,15321.6522,396093.04,360406.7283,2023-08-05
300056.SZ,2013-12-11,26.46,7.675,7.6762,0.56,310.5631,96.0564,6.2288,8.2615,6.6013,0.212,0.1512,9360.0,6365.1252,6364.1631,247665.6,168421.2128,2023-08-05
600789.SH,2013-12-11,4.92,1.4625,2.4008,0.46,,,1.9509,1.2231,1.2995,0.4065,,58157.5475,58157.5475,35427.5511,286135.1337,286135.1337,2023-08-05
600767.SH,2013-12-11,5.81,3.0875,4.3512,0.6,57.4851,87.9755,5.3485,3.7804,2.7977,0.0,,34101.0182,34091.0182,24190.1348,198126.9157,198068.8157,2023-08-05
600233.SH,2013-12-11,10.08,3.1921,5.3271,1.71,21.5993,24.8818,1.6491,1.9427,2.0777,1.1905,1.4881,16500.0,16500.0,9887.0,166320.0,166320.0,2023-08-05
002231.SZ,2013-12-11,6.22,3.8541,4.8027,0.58,43.5939,194.8468,3.2796,5.579,6.2012,1.2058,,35680.0,18998.5,15246.0,221929.6,118170.67,2023-08-05
600795.SH,2013-12-11,2.49,0.4531,0.9572,1.01,8.4946,5.6172,1.1366,0.7705,0.7307,3.5883,5.2209,1722989.3705,1539503.1321,728665.2942,4290243.5325,3833362.7989,2023-08-05
601818.SH,2013-12-11,2.84,0.1812,0.4661,0.77,4.8677,4.3793,0.8691,1.9166,1.7858,4.6831,2.0423,4043479.0,4043479.0,1571673.2232,11483480.36,11483480.36,2023-08-05
300310.SZ,2013-12-11,14.23,7.1971,7.1971,0.35,35.5882,53.4193,3.9952,4.076,3.7471,0.88,,17600.0,4400.0,4400.0,250448.0,62612.0,2023-08-05
600531.SH,2013-12-11,9.43,0.5446,0.9463,1.17,57.3763,,1.8816,0.2228,0.2172,1.0604,0.5302,29525.0776,29525.0776,16989.7116,278421.4818,278421.4818,2023-08-05
000762.SZ,2013-12-11,11.23,0.8657,1.0173,0.78,,,3.0708,10.4703,9.6855,0.59,,47597.4877,46483.5658,39555.0542,534519.7869,522010.4439,2023-08-05
300260.SZ,2013-12-11,13.6,6.9503,6.9503,0.68,94.0417,277.6421,2.1466,4.2164,3.1665,1.4706,0.1103,10005.0,2967.5625,2967.5625,136068.0,40358.85,2023-08-05
002049.SZ,2013-12-11,47.22,2.6097,2.6097,0.53,101.4119,64.4028,6.3137,24.5089,18.4869,0.0942,0.2073,30340.8984,9343.5295,9343.5295,1432697.2224,441201.463,2023-08-05
600877.SH,2013-12-11,3.52,1.5332,2.1003,0.78,164.0579,,9.4823,1.2755,1.5355,0.0,,68728.204,68728.204,50171.5867,241923.2781,241923.2781,2023-08-05
600468.SH,2013-12-11,10.15,0.6237,1.6873,0.62,158.3867,247.7653,7.9433,6.6302,6.1372,0.0,0.197,45619.2,45619.2,16863.2619,463034.88,463034.88,2023-08-05
300217.SZ,2013-12-11,18.05,2.2968,2.3093,0.75,37.4477,50.2161,3.3866,5.4001,4.9855,0.5037,0.554,19773.6,7771.5663,7729.5469,356913.48,140276.7717,2023-08-05
000565.SZ,2013-12-11,7.9,1.1444,1.9246,1.14,22.7045,18.0186,2.3114,2.6283,2.474,0.0,0.6329,17343.6888,17343.6888,10312.8295,137015.1415,137015.1415,2023-08-05
600864.SH,2013-12-11,10.36,1.0146,1.7987,0.58,20.1929,11.2869,1.8166,5.8076,5.3713,2.4131,2.4131,54637.8196,54637.8196,30820.3372,566047.8111,566047.8111,2023-08-05
300101.SZ,2013-12-11,17.29,1.5106,1.5106,0.52,197.4359,685.188,6.5588,23.7607,21.8813,0.4338,0.2892,27800.0,16425.7348,16425.7348,480662.0,284000.9547,2023-08-05
000669.SZ,2013-12-11,31.37,2.8239,2.8946,1.63,30.9846,16.7722,4.24,6.4248,3.4579,0.0,,26902.7887,7587.5948,7402.1947,843940.4815,238022.8489,2023-08-05
