security_code,trade_date,adj_factor,data_date
000001.SZ,1997-12-12,21.088,2023-07-31
000002.SZ,1997-12-12,6.898,2023-07-31
000003.SZ,1997-12-12,3.833,2023-07-31
000004.SZ,1997-12-12,3.112,2023-07-31
000005.SZ,1997-12-12,2.956,2023-07-31
000006.SZ,1997-12-12,3.629,2023-07-31
000007.SZ,1997-12-12,3.632,2023-07-31
000008.SZ,1997-12-12,2.11,2023-07-31
000009.SZ,1997-12-12,2.854,2023-07-31
000010.SZ,1997-12-12,1.347,2023-07-31
000011.SZ,1997-12-12,2.086,2023-07-31
000012.SZ,1997-12-12,3.669,2023-07-31
000013.SZ,1997-12-12,1.923,2023-07-31
000014.SZ,1997-12-12,1.814,2023-07-31
000015.SZ,1997-12-12,1.589,2023-07-31
000016.SZ,1997-12-12,2.632,2023-07-31
000017.SZ,1997-12-12,2.037,2023-07-31
000018.SZ,1997-12-12,1.283,2023-07-31
000019.SZ,1997-12-12,1.294,2023-07-31
000020.SZ,1997-12-12,1.295,2023-07-31
000021.SZ,1997-12-12,3.51,2023-07-31
000022.SZ,1997-12-12,1.23,2023-07-31
000023.SZ,1997-12-12,1.547,2023-07-31
000024.SZ,1997-12-12,1.666,2023-07-31
000025.SZ,1997-12-12,1.345,2023-07-31
000026.SZ,1997-12-12,2.281,2023-07-31
000027.SZ,1997-12-12,3.149,2023-07-31
000028.SZ,1997-12-12,1.572,2023-07-31
000029.SZ,1997-12-12,1.447,2023-07-31
000030.SZ,1997-12-12,1.398,2023-07-31
000031.SZ,1997-12-12,2.597,2023-07-31
000032.SZ,1997-12-12,1.382,2023-07-31
000033.SZ,1997-12-12,1.221,2023-07-31
000034.SZ,1997-12-12,1.906,2023-07-31
000035.SZ,1997-12-12,1.281,2023-07-31
000036.SZ,1997-12-12,1.165,2023-07-31
000037.SZ,1997-12-12,2.112,2023-07-31
000038.SZ,1997-12-12,1.247,2023-07-31
000039.SZ,1997-12-12,2.484,2023-07-31
000040.SZ,1997-12-12,1.57,2023-07-31
000042.SZ,1997-12-12,3.864,2023-07-31
000043.SZ,1997-12-12,1.638,2023-07-31
000045.SZ,1997-12-12,1.331,2023-07-31
000046.SZ,1997-12-12,3.589,2023-07-31
000047.SZ,1997-12-12,1.794,2023-07-31
000048.SZ,1997-12-12,1.785,2023-07-31
000049.SZ,1997-12-12,1.753,2023-07-31
000050.SZ,1997-12-12,1.231,2023-07-31
000055.SZ,1997-12-12,1.408,2023-07-31
000056.SZ,1997-12-12,1.2,2023-07-31
000058.SZ,1997-12-12,1.3,2023-07-31
000059.SZ,1997-12-12,1.0,2023-07-31
000060.SZ,1997-12-12,1.014,2023-07-31
000061.SZ,1997-12-12,1.35,2023-07-31
000062.SZ,1997-12-12,2.0,2023-07-31
000063.SZ,1997-12-12,1.0,2023-07-31
000066.SZ,1997-12-12,1.0,2023-07-31
000068.SZ,1997-12-12,1.0,2023-07-31
000069.SZ,1997-12-12,1.0,2023-07-31
000088.SZ,1997-12-12,1.0,2023-07-31
000400.SZ,1997-12-12,1.0,2023-07-31
000401.SZ,1997-12-12,1.166,2023-07-31
000402.SZ,1997-12-12,1.0,2023-07-31
000403.SZ,1997-12-12,1.702,2023-07-31
000404.SZ,1997-12-12,1.081,2023-07-31
000405.SZ,1997-12-12,1.791,2023-07-31
000406.SZ,1997-12-12,1.5,2023-07-31
000407.SZ,1997-12-12,1.465,2023-07-31
000408.SZ,1997-12-12,1.821,2023-07-31
000409.SZ,1997-12-12,1.73,2023-07-31
000410.SZ,1997-12-12,1.301,2023-07-31
000411.SZ,1997-12-12,1.101,2023-07-31
000412.SZ,1997-12-12,3.609,2023-07-31
000413.SZ,1997-12-12,1.017,2023-07-31
000415.SZ,1997-12-12,1.799,2023-07-31
000416.SZ,1997-12-12,1.499,2023-07-31
000417.SZ,1997-12-12,1.0,2023-07-31
000418.SZ,1997-12-12,1.0,2023-07-31
000419.SZ,1997-12-12,1.999,2023-07-31
000420.SZ,1997-12-12,2.039,2023-07-31
000421.SZ,1997-12-12,1.66,2023-07-31
000422.SZ,1997-12-12,2.175,2023-07-31
000423.SZ,1997-12-12,1.939,2023-07-31
000425.SZ,1997-12-12,1.32,2023-07-31
000426.SZ,1997-12-12,1.1,2023-07-31
000428.SZ,1997-12-12,1.8,2023-07-31
000430.SZ,1997-12-12,1.8,2023-07-31
000498.SZ,1997-12-12,1.0,2023-07-31
000501.SZ,1997-12-12,2.144,2023-07-31
000502.SZ,1997-12-12,2.062,2023-07-31
000503.SZ,1997-12-12,1.427,2023-07-31
000504.SZ,1997-12-12,1.611,2023-07-31
000505.SZ,1997-12-12,2.424,2023-07-31
000506.SZ,1997-12-12,1.755,2023-07-31
000507.SZ,1997-12-12,1.778,2023-07-31
000508.SZ,1997-12-12,2.212,2023-07-31
000509.SZ,1997-12-12,1.84,2023-07-31
000510.SZ,1997-12-12,3.994,2023-07-31
000511.SZ,1997-12-12,2.255,2023-07-31
000513.SZ,1997-12-12,2.079,2023-07-31
000514.SZ,1997-12-12,1.239,2023-07-31
000515.SZ,1997-12-12,1.031,2023-07-31
000516.SZ,1997-12-12,1.206,2023-07-31
000517.SZ,1997-12-12,1.641,2023-07-31
000518.SZ,1997-12-12,1.333,2023-07-31
000519.SZ,1997-12-12,1.625,2023-07-31
000520.SZ,1997-12-12,2.762,2023-07-31
000521.SZ,1997-12-12,2.758,2023-07-31
000522.SZ,1997-12-12,2.518,2023-07-31
000523.SZ,1997-12-12,2.718,2023-07-31
