security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
000949.SZ,1999-10-30,10.29,,,,31.0741,31.0741,9.4724,4.4729,4.4729,,,24528.5706,6750.0,6750.0,252398.9915,69457.5,2023-08-05
600215.SH,1999-10-30,19.13,,,,38.5961,38.5961,7.6973,10.3817,10.3817,,,25500.0,6750.0,6750.0,487815.0,129127.5,2023-08-05
600212.SH,1999-10-30,12.66,,,,53.4928,53.4928,5.9916,6.6543,6.6543,,,21902.4,5500.0,4950.0,277284.384,69630.0,2023-08-05
000950.SZ,1999-10-30,11.56,,,,78.3899,78.3899,17.4218,4.6151,4.6151,,,15500.0,4950.0,4950.0,179180.0,57222.0,2023-08-05
000939.SZ,1999-10-30,22.56,,,,101.5267,101.5267,24.6468,16.2423,16.2423,,,10300.0,4500.0,4500.0,232368.0,101520.0,2023-08-05
000505.SZ,1999-10-30,8.36,,,,,,8.8658,14.1333,21.9251,,,37765.08,11340.5824,11340.5824,315716.0688,94807.2689,2023-08-05
000003.SZ,1999-10-30,5.18,,,,,,3.6446,3.2949,3.2893,,,33343.3584,19175.4496,19175.4496,172718.5965,99328.8289,2023-08-05
600612.SH,1999-10-30,11.12,,,,55.9466,61.2159,5.5367,10.513,4.4799,,,25177.9395,2401.0272,2401.0272,279978.6872,26699.4225,2023-08-05
600611.SH,1999-10-30,12.89,,,,31.7692,33.4956,3.8219,7.405,6.5253,,,42585.16,3380.0,3380.0,548922.7124,43568.2,2023-08-05
000020.SZ,1999-10-30,8.17,,,,,,7.3255,18.4817,14.0685,,,28316.1227,4984.5125,4984.5125,231342.7225,40723.4671,2023-08-05
600800.SH,1999-10-30,22.5,,,,37.3632,39.9534,8.4061,15.466,15.1741,,,21333.0306,7634.25,7634.25,479993.1885,171770.625,2023-08-05
600698.SH,1999-10-30,6.1,,,,17.3761,26.56,1.9427,3.0401,3.841,,,97181.744,22972.95,22972.95,592808.6384,140134.995,2023-08-05
600151.SH,1999-10-30,14.4,,,,35.4312,37.9306,4.8314,5.5783,5.6728,,,27200.0,6800.0,6800.0,391680.0,97920.0,2023-08-05
000826.SZ,1999-10-30,9.26,,,,31.6576,35.3681,3.6059,4.1474,3.9424,,,18149.3,4550.0,4550.0,168062.518,42133.0,2023-08-05
000880.SZ,1999-10-30,19.3,,,,63.2422,65.9072,3.87,1.3347,1.3209,,,8628.85,2500.0,2500.0,166536.805,48250.0,2023-08-05
600009.SH,1999-10-30,11.99,,,,29.4482,28.1106,4.4754,25.4725,22.2091,,,135000.0,45000.0,45000.0,1618650.0,539550.0,2023-08-05
600159.SH,1999-10-30,10.53,,,,31.8674,34.4596,3.7717,6.7763,6.5295,,,20800.0,5200.0,4000.0,219024.0,54756.0,2023-08-05
600133.SH,1999-10-30,12.15,,,,73.2243,78.6702,8.1808,13.3496,12.8855,,,25600.0,6400.0,6400.0,311040.0,77760.0,2023-08-05
000916.SZ,1999-10-30,5.43,,,,51.7829,51.7829,5.1951,23.1746,23.1746,,,109000.0,27200.0,27200.0,591870.0,147696.0,2023-08-05
