security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
600057.SH,1999-06-09,25.51,3.7003,3.7003,2.61,25.0014,25.0014,9.4727,3.155,3.155,0.0,,18700.0,6800.0,6800.0,477037.0,173468.0,2023-08-05
000412.SZ,1999-06-09,6.83,3.385,3.385,0.6,33.109,33.109,3.9875,14.2906,14.2906,0.0,,28896.1676,9020.478,9020.478,197360.8247,61609.8647,2023-08-05
000539.SZ,1999-06-09,9.74,0.5448,0.5448,0.47,18.105,18.105,3.339,4.5573,4.5573,2.3693,2.3693,128770.2,15373.8,15373.8,1254221.748,149740.812,2023-08-05
000733.SZ,1999-06-09,11.55,3.0504,3.6223,0.56,39.1483,39.1483,4.2409,7.064,7.064,0.0,,31312.0,13300.0,11200.0,361653.6,153615.0,2023-08-05
600864.SH,1999-06-09,11.19,8.1131,8.1131,1.66,38.1151,38.1151,3.8868,6.15,6.15,0.0,,10431.41,3025.0,3025.0,116727.4779,33849.75,2023-08-05
600863.SH,1999-06-09,7.64,1.3787,2.4817,0.62,34.0324,34.0324,6.0218,17.226,17.226,0.0,,94498.0,15210.0,8450.0,721964.72,116204.4,2023-08-05
600701.SH,1999-06-09,16.28,2.6147,2.6147,0.73,37.8341,37.8341,4.2294,9.7269,9.7269,3.4291,3.4291,18005.0538,8450.0,8450.0,293122.2759,137566.0,2023-08-05
600667.SH,1999-06-09,5.82,7.7702,7.7702,4.51,20.5251,20.5251,1.9206,2.8254,2.8254,0.0,,33528.8528,17240.0,17240.0,195137.9233,100336.8,2023-08-05
000016.SZ,1999-06-09,18.26,1.5363,1.5363,1.04,16.5674,16.5674,3.3101,0.8293,0.8293,2.3591,2.3591,38938.3603,10318.0837,10318.0837,711014.4591,188408.2084,2023-08-05
600657.SH,1999-06-09,17.45,1.219,1.5847,1.09,56.1785,56.1785,8.2302,9.4561,9.4561,,,11905.7536,6094.4411,4688.0316,207755.4003,106347.9972,2023-08-05
600109.SH,1999-06-09,10.98,4.5869,4.5869,2.12,62.1344,62.1344,6.2887,0.8842,0.8842,6.8173,6.8173,7098.2696,2750.0,2750.0,77939.0002,30195.0,2023-08-05
600077.SH,1999-06-09,23.0,4.0347,5.2452,1.29,140.9763,140.9763,15.6697,26.7267,26.7267,,,10412.4753,2953.5953,2272.0,239486.9319,67932.6919,2023-08-05
000551.SZ,1999-06-09,7.14,1.4072,1.4072,0.45,679.9117,679.9117,3.7293,5.3623,5.3623,0.0,,24172.6394,11039.3278,11039.3278,172592.6453,78820.8005,2023-08-05
600746.SH,1999-06-09,9.72,2.1531,2.1531,1.51,55.796,55.796,5.99,5.9852,5.9852,,,13045.6575,3493.125,3493.125,126803.7909,33953.175,2023-08-05
600055.SH,1999-06-09,11.03,1.638,1.638,0.93,31.3765,31.3765,4.852,6.62,6.62,,,10000.0,3000.0,3000.0,110300.0,33090.0,2023-08-05
000818.SZ,1999-06-09,6.62,1.2051,1.2051,0.69,33.3441,33.3441,2.4097,3.5449,3.5449,0.0,,34000.0,9000.0,9000.0,225080.0,59580.0,2023-08-05
600772.SH,1999-06-09,18.58,2.2942,3.4413,1.57,69.587,69.587,11.4551,14.5676,14.5676,0.0,69.61,22698.0,5850.0,3900.0,421728.84,108693.0,2023-08-05
600826.SH,1999-06-09,9.1,1.4405,1.4405,0.88,30.7363,30.7363,3.4874,1.6434,1.6434,24.1129,24.1129,28042.8192,7029.0,7029.0,255189.6547,63963.9,2023-08-05
600177.SH,1999-06-09,13.32,1.452,2.0974,0.92,25.4669,25.4669,3.6183,4.3742,4.3742,,5.2112,25807.6,7150.0,4950.0,343757.232,95238.0,2023-08-05
600832.SH,1999-06-09,38.89,7.9944,7.9944,0.62,155.6176,155.6176,16.2007,44.3354,44.3354,8.522,,64627.158,3900.0,3900.0,2513350.1746,151671.0,2023-08-05
600894.SH,1999-06-09,4.31,2.0168,2.9774,0.94,35.1619,35.1619,1.9893,1.2502,1.2502,2.3574,2.3574,68618.0,15944.058,10800.0,295743.58,68718.89,2023-08-05
600093.SH,1999-06-09,8.87,3.1778,3.1778,1.48,26.8639,26.8639,3.404,7.0773,7.0773,1.3247,1.3247,12750.0,5100.0,5100.0,113092.5,45237.0,2023-08-05
000602.SZ,1999-06-09,9.16,8.7329,8.7329,4.12,804.9085,804.9085,2.9073,12.548,12.548,0.0,,10050.0,2756.0,2756.0,92058.0,25244.96,2023-08-05
000613.SZ,1999-06-09,7.14,0.6338,0.6338,0.23,,,5.7563,88.7751,88.7751,0.0,,36410.0,1540.0,1540.0,259967.4,10995.6,2023-08-05
000633.SZ,1999-06-09,28.14,0.7309,1.3157,0.78,56.1194,56.1194,21.7019,16.3841,16.3841,0.0,,21394.7987,5795.2439,3219.58,602049.6354,163078.1633,2023-08-05
000040.SZ,1999-06-09,11.51,3.6776,4.7809,0.69,43.8213,43.8213,2.9488,8.5515,8.5515,1.4054,1.4054,23479.6682,14340.0234,11030.7873,270250.981,165053.6693,2023-08-05
000515.SZ,1999-06-09,5.99,5.1953,5.1953,0.83,,,,54.9505,41.3668,0.0,,13000.52,5544.0,5544.0,77873.1148,33208.56,2023-08-05
000628.SZ,1999-06-09,12.29,2.6772,2.6772,0.86,30.3355,30.3355,3.3513,5.3834,5.3834,0.0,,16130.0,7200.0,7200.0,198237.7,88488.0,2023-08-05
000589.SZ,1999-06-09,8.01,2.661,2.661,3.25,30.8232,30.8232,2.6751,1.7204,1.7204,2.4969,2.4969,21800.9634,7999.9949,7999.9949,174625.7168,64079.9591,2023-08-05
000677.SZ,1999-06-09,10.82,3.8165,6.8697,0.34,52.1114,52.1114,7.4618,7.9851,7.9851,0.0,,16565.796,5054.4,2808.0,179241.9127,54688.608,2023-08-05
600148.SH,1999-06-09,12.2,3.6915,3.6915,2.26,48.9311,48.9311,5.044,7.6769,7.6769,0.0,,7483.0,2000.0,2000.0,91292.6,24400.0,2023-08-05
