security_code,trade_date,adj_factor,data_date
000001.SZ,2024-03-01,116.713,2024-03-02
000002.SZ,2024-03-01,181.704,2024-03-02
000004.SZ,2024-03-01,4.064,2024-03-02
000005.SZ,2024-03-01,9.268,2024-03-02
000006.SZ,2024-03-01,39.74,2024-03-02
000007.SZ,2024-03-01,8.284,2024-03-02
000008.SZ,2024-03-01,22.408,2024-03-02
000009.SZ,2024-03-01,8.932,2024-03-02
000010.SZ,2024-03-01,10.775,2024-03-02
000011.SZ,2024-03-01,4.242,2024-03-02
000012.SZ,2024-03-01,28.486,2024-03-02
000014.SZ,2024-03-01,6.628,2024-03-02
000016.SZ,2024-03-01,22.375,2024-03-02
000017.SZ,2024-03-01,2.683,2024-03-02
000019.SZ,2024-03-01,4.603,2024-03-02
000020.SZ,2024-03-01,1.752,2024-03-02
000021.SZ,2024-03-01,14.451,2024-03-02
000023.SZ,2024-03-01,2.668,2024-03-02
000025.SZ,2024-03-01,2.747,2024-03-02
000026.SZ,2024-03-01,8.367,2024-03-02
000027.SZ,2024-03-01,17.681,2024-03-02
000028.SZ,2024-03-01,5.486,2024-03-02
000029.SZ,2024-03-01,2.291,2024-03-02
000030.SZ,2024-03-01,3.933,2024-03-02
000031.SZ,2024-03-01,14.651,2024-03-02
000032.SZ,2024-03-01,4.2,2024-03-02
000034.SZ,2024-03-01,3.171,2024-03-02
000035.SZ,2024-03-01,4.693,2024-03-02
000036.SZ,2024-03-01,12.84,2024-03-02
000037.SZ,2024-03-01,5.668,2024-03-02
000039.SZ,2024-03-01,50.774,2024-03-02
000040.SZ,2024-03-01,4.349,2024-03-02
000042.SZ,2024-03-01,13.498,2024-03-02
000045.SZ,2024-03-01,2.974,2024-03-02
000048.SZ,2024-03-01,9.488,2024-03-02
000049.SZ,2024-03-01,9.0683,2024-03-02
000050.SZ,2024-03-01,8.477,2024-03-02
000055.SZ,2024-03-01,10.003,2024-03-02
000056.SZ,2024-03-01,4.708,2024-03-02
000058.SZ,2024-03-01,3.292,2024-03-02
000059.SZ,2024-03-01,1.818,2024-03-02
000060.SZ,2024-03-01,40.096,2024-03-02
000061.SZ,2024-03-01,22.094,2024-03-02
000062.SZ,2024-03-01,7.7783,2024-03-02
000063.SZ,2024-03-01,16.377,2024-03-02
000065.SZ,2024-03-01,17.462,2024-03-02
000066.SZ,2024-03-01,11.008,2024-03-02
000068.SZ,2024-03-01,2.28,2024-03-02
000069.SZ,2024-03-01,45.255,2024-03-02
000070.SZ,2024-03-01,3.484,2024-03-02
000078.SZ,2024-03-01,20.484,2024-03-02
000088.SZ,2024-03-01,8.16,2024-03-02
000089.SZ,2024-03-01,7.118,2024-03-02
000090.SZ,2024-03-01,8.969,2024-03-02
000096.SZ,2024-03-01,2.86,2024-03-02
000099.SZ,2024-03-01,3.909,2024-03-02
000100.SZ,2024-03-01,3.657,2024-03-02
000151.SZ,2024-03-01,2.759,2024-03-02
000153.SZ,2024-03-01,5.78,2024-03-02
000155.SZ,2024-03-01,1.568,2024-03-02
000156.SZ,2024-03-01,1.167,2024-03-02
000157.SZ,2024-03-01,83.286,2024-03-02
000158.SZ,2024-03-01,2.952,2024-03-02
000159.SZ,2024-03-01,3.215,2024-03-02
000166.SZ,2024-03-01,1.528,2024-03-02
000301.SZ,2024-03-01,2.351,2024-03-02
000333.SZ,2024-03-01,5.122,2024-03-02
000338.SZ,2024-03-01,21.3686,2024-03-02
000400.SZ,2024-03-01,7.822,2024-03-02
000401.SZ,2024-03-01,4.587,2024-03-02
000402.SZ,2024-03-01,39.142,2024-03-02
000403.SZ,2024-03-01,7.634,2024-03-02
000404.SZ,2024-03-01,3.632,2024-03-02
000407.SZ,2024-03-01,11.188,2024-03-02
000408.SZ,2024-03-01,6.47,2024-03-02
000409.SZ,2024-03-01,2.15,2024-03-02
000410.SZ,2024-03-01,2.889,2024-03-02
000411.SZ,2024-03-01,3.186,2024-03-02
000413.SZ,2024-03-01,4.592,2024-03-02
000415.SZ,2024-03-01,20.919,2024-03-02
000416.SZ,2024-03-01,9.783,2024-03-02
000417.SZ,2024-03-01,18.172,2024-03-02
000419.SZ,2024-03-01,15.878,2024-03-02
