security_code,trade_date,adj_factor,data_date
000001.SZ,2024-01-09,116.713,2024-01-09
000002.SZ,2024-01-09,181.704,2024-01-09
000004.SZ,2024-01-09,4.064,2024-01-09
000005.SZ,2024-01-09,9.268,2024-01-09
000006.SZ,2024-01-09,39.74,2024-01-09
000007.SZ,2024-01-09,8.284,2024-01-09
000008.SZ,2024-01-09,22.408,2024-01-09
000009.SZ,2024-01-09,8.932,2024-01-09
000010.SZ,2024-01-09,10.775,2024-01-09
000011.SZ,2024-01-09,4.242,2024-01-09
000012.SZ,2024-01-09,28.486,2024-01-09
000014.SZ,2024-01-09,6.628,2024-01-09
000016.SZ,2024-01-09,22.375,2024-01-09
000017.SZ,2024-01-09,2.683,2024-01-09
000019.SZ,2024-01-09,4.603,2024-01-09
000020.SZ,2024-01-09,1.752,2024-01-09
000021.SZ,2024-01-09,14.451,2024-01-09
000023.SZ,2024-01-09,2.668,2024-01-09
000025.SZ,2024-01-09,2.747,2024-01-09
000026.SZ,2024-01-09,8.367,2024-01-09
000027.SZ,2024-01-09,17.681,2024-01-09
000028.SZ,2024-01-09,5.486,2024-01-09
000029.SZ,2024-01-09,2.291,2024-01-09
000030.SZ,2024-01-09,3.933,2024-01-09
000031.SZ,2024-01-09,14.651,2024-01-09
000032.SZ,2024-01-09,4.2,2024-01-09
000034.SZ,2024-01-09,3.171,2024-01-09
000035.SZ,2024-01-09,4.693,2024-01-09
000036.SZ,2024-01-09,12.84,2024-01-09
000037.SZ,2024-01-09,5.668,2024-01-09
000039.SZ,2024-01-09,50.774,2024-01-09
000040.SZ,2024-01-09,4.349,2024-01-09
000042.SZ,2024-01-09,13.498,2024-01-09
000045.SZ,2024-01-09,2.974,2024-01-09
000048.SZ,2024-01-09,9.488,2024-01-09
000049.SZ,2024-01-09,9.0683,2024-01-09
000050.SZ,2024-01-09,8.477,2024-01-09
000055.SZ,2024-01-09,10.003,2024-01-09
000056.SZ,2024-01-09,4.708,2024-01-09
000058.SZ,2024-01-09,3.292,2024-01-09
000059.SZ,2024-01-09,1.818,2024-01-09
000060.SZ,2024-01-09,40.096,2024-01-09
000061.SZ,2024-01-09,22.094,2024-01-09
000062.SZ,2024-01-09,7.7783,2024-01-09
000063.SZ,2024-01-09,16.377,2024-01-09
000065.SZ,2024-01-09,17.462,2024-01-09
000066.SZ,2024-01-09,11.008,2024-01-09
000068.SZ,2024-01-09,2.28,2024-01-09
000069.SZ,2024-01-09,45.255,2024-01-09
000070.SZ,2024-01-09,3.484,2024-01-09
000078.SZ,2024-01-09,20.484,2024-01-09
000088.SZ,2024-01-09,8.16,2024-01-09
000089.SZ,2024-01-09,7.118,2024-01-09
000090.SZ,2024-01-09,8.969,2024-01-09
000096.SZ,2024-01-09,2.86,2024-01-09
000099.SZ,2024-01-09,3.909,2024-01-09
000100.SZ,2024-01-09,3.657,2024-01-09
000151.SZ,2024-01-09,2.759,2024-01-09
000153.SZ,2024-01-09,5.78,2024-01-09
000155.SZ,2024-01-09,1.568,2024-01-09
000156.SZ,2024-01-09,1.167,2024-01-09
000157.SZ,2024-01-09,83.286,2024-01-09
000158.SZ,2024-01-09,2.952,2024-01-09
000159.SZ,2024-01-09,3.215,2024-01-09
000166.SZ,2024-01-09,1.528,2024-01-09
000301.SZ,2024-01-09,2.351,2024-01-09
000333.SZ,2024-01-09,5.122,2024-01-09
000338.SZ,2024-01-09,21.3686,2024-01-09
000400.SZ,2024-01-09,7.822,2024-01-09
000401.SZ,2024-01-09,4.587,2024-01-09
000402.SZ,2024-01-09,39.142,2024-01-09
000403.SZ,2024-01-09,7.634,2024-01-09
000404.SZ,2024-01-09,3.632,2024-01-09
000407.SZ,2024-01-09,11.188,2024-01-09
000408.SZ,2024-01-09,6.47,2024-01-09
000409.SZ,2024-01-09,2.15,2024-01-09
000410.SZ,2024-01-09,2.889,2024-01-09
000411.SZ,2024-01-09,3.186,2024-01-09
000413.SZ,2024-01-09,4.592,2024-01-09
000415.SZ,2024-01-09,20.919,2024-01-09
000416.SZ,2024-01-09,9.783,2024-01-09
000417.SZ,2024-01-09,18.172,2024-01-09
000419.SZ,2024-01-09,15.878,2024-01-09
000420.SZ,2024-01-09,6.352,2024-01-09
