security_code,trade_date,adj_factor,data_date
000001.SZ,2024-01-23,116.713,2024-01-23
000002.SZ,2024-01-23,181.704,2024-01-23
000004.SZ,2024-01-23,4.064,2024-01-23
000005.SZ,2024-01-23,9.268,2024-01-23
000006.SZ,2024-01-23,39.74,2024-01-23
000007.SZ,2024-01-23,8.284,2024-01-23
000008.SZ,2024-01-23,22.408,2024-01-23
000009.SZ,2024-01-23,8.932,2024-01-23
000010.SZ,2024-01-23,10.775,2024-01-23
000011.SZ,2024-01-23,4.242,2024-01-23
000012.SZ,2024-01-23,28.486,2024-01-23
000014.SZ,2024-01-23,6.628,2024-01-23
000016.SZ,2024-01-23,22.375,2024-01-23
000017.SZ,2024-01-23,2.683,2024-01-23
000019.SZ,2024-01-23,4.603,2024-01-23
000020.SZ,2024-01-23,1.752,2024-01-23
000021.SZ,2024-01-23,14.451,2024-01-23
000023.SZ,2024-01-23,2.668,2024-01-23
000025.SZ,2024-01-23,2.747,2024-01-23
000026.SZ,2024-01-23,8.367,2024-01-23
000027.SZ,2024-01-23,17.681,2024-01-23
000028.SZ,2024-01-23,5.486,2024-01-23
000029.SZ,2024-01-23,2.291,2024-01-23
000030.SZ,2024-01-23,3.933,2024-01-23
000031.SZ,2024-01-23,14.651,2024-01-23
000032.SZ,2024-01-23,4.2,2024-01-23
000034.SZ,2024-01-23,3.171,2024-01-23
000035.SZ,2024-01-23,4.693,2024-01-23
000036.SZ,2024-01-23,12.84,2024-01-23
000037.SZ,2024-01-23,5.668,2024-01-23
000039.SZ,2024-01-23,50.774,2024-01-23
000040.SZ,2024-01-23,4.349,2024-01-23
000042.SZ,2024-01-23,13.498,2024-01-23
000045.SZ,2024-01-23,2.974,2024-01-23
000048.SZ,2024-01-23,9.488,2024-01-23
000049.SZ,2024-01-23,9.0683,2024-01-23
000050.SZ,2024-01-23,8.477,2024-01-23
000055.SZ,2024-01-23,10.003,2024-01-23
000056.SZ,2024-01-23,4.708,2024-01-23
000058.SZ,2024-01-23,3.292,2024-01-23
000059.SZ,2024-01-23,1.818,2024-01-23
000060.SZ,2024-01-23,40.096,2024-01-23
000061.SZ,2024-01-23,22.094,2024-01-23
000062.SZ,2024-01-23,7.7783,2024-01-23
000063.SZ,2024-01-23,16.377,2024-01-23
000065.SZ,2024-01-23,17.462,2024-01-23
000066.SZ,2024-01-23,11.008,2024-01-23
000068.SZ,2024-01-23,2.28,2024-01-23
000069.SZ,2024-01-23,45.255,2024-01-23
000070.SZ,2024-01-23,3.484,2024-01-23
000078.SZ,2024-01-23,20.484,2024-01-23
000088.SZ,2024-01-23,8.16,2024-01-23
000089.SZ,2024-01-23,7.118,2024-01-23
000090.SZ,2024-01-23,8.969,2024-01-23
000096.SZ,2024-01-23,2.86,2024-01-23
000099.SZ,2024-01-23,3.909,2024-01-23
000100.SZ,2024-01-23,3.657,2024-01-23
000151.SZ,2024-01-23,2.759,2024-01-23
000153.SZ,2024-01-23,5.78,2024-01-23
000155.SZ,2024-01-23,1.568,2024-01-23
000156.SZ,2024-01-23,1.167,2024-01-23
000157.SZ,2024-01-23,83.286,2024-01-23
000158.SZ,2024-01-23,2.952,2024-01-23
000159.SZ,2024-01-23,3.215,2024-01-23
000166.SZ,2024-01-23,1.528,2024-01-23
000301.SZ,2024-01-23,2.351,2024-01-23
000333.SZ,2024-01-23,5.122,2024-01-23
000338.SZ,2024-01-23,21.3686,2024-01-23
000400.SZ,2024-01-23,7.822,2024-01-23
000401.SZ,2024-01-23,4.587,2024-01-23
000402.SZ,2024-01-23,39.142,2024-01-23
000403.SZ,2024-01-23,7.634,2024-01-23
000404.SZ,2024-01-23,3.632,2024-01-23
000407.SZ,2024-01-23,11.188,2024-01-23
000408.SZ,2024-01-23,6.47,2024-01-23
000409.SZ,2024-01-23,2.15,2024-01-23
000410.SZ,2024-01-23,2.889,2024-01-23
000411.SZ,2024-01-23,3.186,2024-01-23
000413.SZ,2024-01-23,4.592,2024-01-23
000415.SZ,2024-01-23,20.919,2024-01-23
000416.SZ,2024-01-23,9.783,2024-01-23
000417.SZ,2024-01-23,18.172,2024-01-23
000419.SZ,2024-01-23,15.878,2024-01-23
000420.SZ,2024-01-23,6.352,2024-01-23
000421.SZ,2024-01-23,7.292,2024-01-23
000422.SZ,2024-01-23,14.907,2024-01-23
000423.SZ,2024-01-23,10.673,2024-01-23
000425.SZ,2024-01-23,41.892,2024-01-23
000426.SZ,2024-01-23,16.973,2024-01-23
000428.SZ,2024-01-23,12.139,2024-01-23
000429.SZ,2024-01-23,4.463,2024-01-23
000430.SZ,2024-01-23,4.612,2024-01-23
000488.SZ,2024-01-23,9.767,2024-01-23
000498.SZ,2024-01-23,2.964,2024-01-23
000501.SZ,2024-01-23,6.921,2024-01-23
000503.SZ,2024-01-23,7.615,2024-01-23
000504.SZ,2024-01-23,2.103,2024-01-23
000505.SZ,2024-01-23,3.312,2024-01-23
000506.SZ,2024-01-23,2.872,2024-01-23
000507.SZ,2024-01-23,4.766,2024-01-23
000509.SZ,2024-01-23,9.746,2024-01-23
000510.SZ,2024-01-23,10.422,2024-01-23
000513.SZ,2024-01-23,9.362,2024-01-23
000514.SZ,2024-01-23,4.42,2024-01-23
000516.SZ,2024-01-23,39.873,2024-01-23
000517.SZ,2024-01-23,15.79,2024-01-23
000518.SZ,2024-01-23,8.377,2024-01-23
000519.SZ,2024-01-23,7.971,2024-01-23
000520.SZ,2024-01-23,6.855,2024-01-23
000521.SZ,2024-01-23,5.427,2024-01-23
000523.SZ,2024-01-23,6.687,2024-01-23
000524.SZ,2024-01-23,4.927,2024-01-23
000525.SZ,2024-01-23,7.524,2024-01-23
000526.SZ,2024-01-23,2.471,2024-01-23
000528.SZ,2024-01-23,12.596,2024-01-23
000529.SZ,2024-01-23,3.383,2024-01-23
000530.SZ,2024-01-23,9.918,2024-01-23
