security_code,trade_date,adj_factor,data_date
000001.SZ,2024-02-21,116.713,2024-02-21
000002.SZ,2024-02-21,181.704,2024-02-21
000004.SZ,2024-02-21,4.064,2024-02-21
000005.SZ,2024-02-21,9.268,2024-02-21
000006.SZ,2024-02-21,39.74,2024-02-21
000007.SZ,2024-02-21,8.284,2024-02-21
000008.SZ,2024-02-21,22.408,2024-02-21
000009.SZ,2024-02-21,8.932,2024-02-21
000010.SZ,2024-02-21,10.775,2024-02-21
000011.SZ,2024-02-21,4.242,2024-02-21
000012.SZ,2024-02-21,28.486,2024-02-21
000014.SZ,2024-02-21,6.628,2024-02-21
000016.SZ,2024-02-21,22.375,2024-02-21
000017.SZ,2024-02-21,2.683,2024-02-21
000019.SZ,2024-02-21,4.603,2024-02-21
000020.SZ,2024-02-21,1.752,2024-02-21
000021.SZ,2024-02-21,14.451,2024-02-21
000023.SZ,2024-02-21,2.668,2024-02-21
000025.SZ,2024-02-21,2.747,2024-02-21
000026.SZ,2024-02-21,8.367,2024-02-21
000027.SZ,2024-02-21,17.681,2024-02-21
000028.SZ,2024-02-21,5.486,2024-02-21
000029.SZ,2024-02-21,2.291,2024-02-21
000030.SZ,2024-02-21,3.933,2024-02-21
000031.SZ,2024-02-21,14.651,2024-02-21
000032.SZ,2024-02-21,4.2,2024-02-21
000034.SZ,2024-02-21,3.171,2024-02-21
000035.SZ,2024-02-21,4.693,2024-02-21
000036.SZ,2024-02-21,12.84,2024-02-21
000037.SZ,2024-02-21,5.668,2024-02-21
000039.SZ,2024-02-21,50.774,2024-02-21
000040.SZ,2024-02-21,4.349,2024-02-21
000042.SZ,2024-02-21,13.498,2024-02-21
000045.SZ,2024-02-21,2.974,2024-02-21
000048.SZ,2024-02-21,9.488,2024-02-21
000049.SZ,2024-02-21,9.0683,2024-02-21
000050.SZ,2024-02-21,8.477,2024-02-21
000055.SZ,2024-02-21,10.003,2024-02-21
000056.SZ,2024-02-21,4.708,2024-02-21
000058.SZ,2024-02-21,3.292,2024-02-21
000059.SZ,2024-02-21,1.818,2024-02-21
000060.SZ,2024-02-21,40.096,2024-02-21
000061.SZ,2024-02-21,22.094,2024-02-21
000062.SZ,2024-02-21,7.7783,2024-02-21
000063.SZ,2024-02-21,16.377,2024-02-21
000065.SZ,2024-02-21,17.462,2024-02-21
000066.SZ,2024-02-21,11.008,2024-02-21
000068.SZ,2024-02-21,2.28,2024-02-21
000069.SZ,2024-02-21,45.255,2024-02-21
000070.SZ,2024-02-21,3.484,2024-02-21
000078.SZ,2024-02-21,20.484,2024-02-21
000088.SZ,2024-02-21,8.16,2024-02-21
