security_code,trade_date,adj_factor,data_date
000001.SZ,2024-01-16,116.713,2024-01-16
000002.SZ,2024-01-16,181.704,2024-01-16
000004.SZ,2024-01-16,4.064,2024-01-16
000005.SZ,2024-01-16,9.268,2024-01-16
000006.SZ,2024-01-16,39.74,2024-01-16
000007.SZ,2024-01-16,8.284,2024-01-16
000008.SZ,2024-01-16,22.408,2024-01-16
000009.SZ,2024-01-16,8.932,2024-01-16
000010.SZ,2024-01-16,10.775,2024-01-16
000011.SZ,2024-01-16,4.242,2024-01-16
000012.SZ,2024-01-16,28.486,2024-01-16
000014.SZ,2024-01-16,6.628,2024-01-16
000016.SZ,2024-01-16,22.375,2024-01-16
000017.SZ,2024-01-16,2.683,2024-01-16
000019.SZ,2024-01-16,4.603,2024-01-16
000020.SZ,2024-01-16,1.752,2024-01-16
000021.SZ,2024-01-16,14.451,2024-01-16
000023.SZ,2024-01-16,2.668,2024-01-16
000025.SZ,2024-01-16,2.747,2024-01-16
000026.SZ,2024-01-16,8.367,2024-01-16
000027.SZ,2024-01-16,17.681,2024-01-16
000028.SZ,2024-01-16,5.486,2024-01-16
000029.SZ,2024-01-16,2.291,2024-01-16
000030.SZ,2024-01-16,3.933,2024-01-16
000031.SZ,2024-01-16,14.651,2024-01-16
000032.SZ,2024-01-16,4.2,2024-01-16
000034.SZ,2024-01-16,3.171,2024-01-16
000035.SZ,2024-01-16,4.693,2024-01-16
000036.SZ,2024-01-16,12.84,2024-01-16
000037.SZ,2024-01-16,5.668,2024-01-16
000039.SZ,2024-01-16,50.774,2024-01-16
000040.SZ,2024-01-16,4.349,2024-01-16
000042.SZ,2024-01-16,13.498,2024-01-16
000045.SZ,2024-01-16,2.974,2024-01-16
000048.SZ,2024-01-16,9.488,2024-01-16
000049.SZ,2024-01-16,9.0683,2024-01-16
000050.SZ,2024-01-16,8.477,2024-01-16
000055.SZ,2024-01-16,10.003,2024-01-16
000056.SZ,2024-01-16,4.708,2024-01-16
000058.SZ,2024-01-16,3.292,2024-01-16
000059.SZ,2024-01-16,1.818,2024-01-16
000060.SZ,2024-01-16,40.096,2024-01-16
000061.SZ,2024-01-16,22.094,2024-01-16
000062.SZ,2024-01-16,7.7783,2024-01-16
000063.SZ,2024-01-16,16.377,2024-01-16
000065.SZ,2024-01-16,17.462,2024-01-16
000066.SZ,2024-01-16,11.008,2024-01-16
000068.SZ,2024-01-16,2.28,2024-01-16
000069.SZ,2024-01-16,45.255,2024-01-16
000070.SZ,2024-01-16,3.484,2024-01-16
000078.SZ,2024-01-16,20.484,2024-01-16
000088.SZ,2024-01-16,8.16,2024-01-16
000089.SZ,2024-01-16,7.118,2024-01-16
000090.SZ,2024-01-16,8.969,2024-01-16
000096.SZ,2024-01-16,2.86,2024-01-16
000099.SZ,2024-01-16,3.909,2024-01-16
000100.SZ,2024-01-16,3.657,2024-01-16
000151.SZ,2024-01-16,2.759,2024-01-16
000153.SZ,2024-01-16,5.78,2024-01-16
000155.SZ,2024-01-16,1.568,2024-01-16
000156.SZ,2024-01-16,1.167,2024-01-16
000157.SZ,2024-01-16,83.286,2024-01-16
000158.SZ,2024-01-16,2.952,2024-01-16
000159.SZ,2024-01-16,3.215,2024-01-16
000166.SZ,2024-01-16,1.528,2024-01-16
000301.SZ,2024-01-16,2.351,2024-01-16
000333.SZ,2024-01-16,5.122,2024-01-16
000338.SZ,2024-01-16,21.3686,2024-01-16
000400.SZ,2024-01-16,7.822,2024-01-16
000401.SZ,2024-01-16,4.587,2024-01-16
000402.SZ,2024-01-16,39.142,2024-01-16
000403.SZ,2024-01-16,7.634,2024-01-16
000404.SZ,2024-01-16,3.632,2024-01-16
000407.SZ,2024-01-16,11.188,2024-01-16
000408.SZ,2024-01-16,6.47,2024-01-16
000409.SZ,2024-01-16,2.15,2024-01-16
000410.SZ,2024-01-16,2.889,2024-01-16
000411.SZ,2024-01-16,3.186,2024-01-16
000413.SZ,2024-01-16,4.592,2024-01-16
000415.SZ,2024-01-16,20.919,2024-01-16
000416.SZ,2024-01-16,9.783,2024-01-16
000417.SZ,2024-01-16,18.172,2024-01-16
000419.SZ,2024-01-16,15.878,2024-01-16
000420.SZ,2024-01-16,6.352,2024-01-16
000421.SZ,2024-01-16,7.292,2024-01-16
000422.SZ,2024-01-16,14.907,2024-01-16
000423.SZ,2024-01-16,10.673,2024-01-16
000425.SZ,2024-01-16,41.892,2024-01-16
000426.SZ,2024-01-16,16.973,2024-01-16
000428.SZ,2024-01-16,12.139,2024-01-16
000429.SZ,2024-01-16,4.463,2024-01-16
000430.SZ,2024-01-16,4.612,2024-01-16
000488.SZ,2024-01-16,9.767,2024-01-16
000498.SZ,2024-01-16,2.964,2024-01-16
000501.SZ,2024-01-16,6.921,2024-01-16
000503.SZ,2024-01-16,7.615,2024-01-16
000504.SZ,2024-01-16,2.103,2024-01-16
000505.SZ,2024-01-16,3.312,2024-01-16
000506.SZ,2024-01-16,2.872,2024-01-16
000507.SZ,2024-01-16,4.766,2024-01-16
000509.SZ,2024-01-16,9.746,2024-01-16
000510.SZ,2024-01-16,10.422,2024-01-16
000513.SZ,2024-01-16,9.362,2024-01-16
000514.SZ,2024-01-16,4.42,2024-01-16
000516.SZ,2024-01-16,39.873,2024-01-16
000517.SZ,2024-01-16,15.79,2024-01-16
000518.SZ,2024-01-16,8.377,2024-01-16
000519.SZ,2024-01-16,7.971,2024-01-16
000520.SZ,2024-01-16,6.855,2024-01-16
000521.SZ,2024-01-16,5.427,2024-01-16
000523.SZ,2024-01-16,6.687,2024-01-16
000524.SZ,2024-01-16,4.927,2024-01-16
000525.SZ,2024-01-16,7.524,2024-01-16
000526.SZ,2024-01-16,2.471,2024-01-16
000528.SZ,2024-01-16,12.596,2024-01-16
000529.SZ,2024-01-16,3.383,2024-01-16
000530.SZ,2024-01-16,9.918,2024-01-16
000531.SZ,2024-01-16,15.759,2024-01-16
000532.SZ,2024-01-16,4.489,2024-01-16
000533.SZ,2024-01-16,2.258,2024-01-16
000534.SZ,2024-01-16,4.22,2024-01-16
000536.SZ,2024-01-16,3.673,2024-01-16
