security_code,trade_date,adj_factor,data_date
000001.SZ,2024-01-17,116.713,2024-01-17
000002.SZ,2024-01-17,181.704,2024-01-17
000004.SZ,2024-01-17,4.064,2024-01-17
000005.SZ,2024-01-17,9.268,2024-01-17
000006.SZ,2024-01-17,39.74,2024-01-17
000007.SZ,2024-01-17,8.284,2024-01-17
000008.SZ,2024-01-17,22.408,2024-01-17
000009.SZ,2024-01-17,8.932,2024-01-17
000010.SZ,2024-01-17,10.775,2024-01-17
000011.SZ,2024-01-17,4.242,2024-01-17
000012.SZ,2024-01-17,28.486,2024-01-17
000014.SZ,2024-01-17,6.628,2024-01-17
000016.SZ,2024-01-17,22.375,2024-01-17
000017.SZ,2024-01-17,2.683,2024-01-17
000019.SZ,2024-01-17,4.603,2024-01-17
000020.SZ,2024-01-17,1.752,2024-01-17
000021.SZ,2024-01-17,14.451,2024-01-17
000023.SZ,2024-01-17,2.668,2024-01-17
000025.SZ,2024-01-17,2.747,2024-01-17
000026.SZ,2024-01-17,8.367,2024-01-17
000027.SZ,2024-01-17,17.681,2024-01-17
000028.SZ,2024-01-17,5.486,2024-01-17
000029.SZ,2024-01-17,2.291,2024-01-17
000030.SZ,2024-01-17,3.933,2024-01-17
000031.SZ,2024-01-17,14.651,2024-01-17
000032.SZ,2024-01-17,4.2,2024-01-17
000034.SZ,2024-01-17,3.171,2024-01-17
000035.SZ,2024-01-17,4.693,2024-01-17
000036.SZ,2024-01-17,12.84,2024-01-17
000037.SZ,2024-01-17,5.668,2024-01-17
000039.SZ,2024-01-17,50.774,2024-01-17
000040.SZ,2024-01-17,4.349,2024-01-17
000042.SZ,2024-01-17,13.498,2024-01-17
000045.SZ,2024-01-17,2.974,2024-01-17
000048.SZ,2024-01-17,9.488,2024-01-17
000049.SZ,2024-01-17,9.0683,2024-01-17
000050.SZ,2024-01-17,8.477,2024-01-17
000055.SZ,2024-01-17,10.003,2024-01-17
000056.SZ,2024-01-17,4.708,2024-01-17
000058.SZ,2024-01-17,3.292,2024-01-17
000059.SZ,2024-01-17,1.818,2024-01-17
000060.SZ,2024-01-17,40.096,2024-01-17
000061.SZ,2024-01-17,22.094,2024-01-17
000062.SZ,2024-01-17,7.7783,2024-01-17
000063.SZ,2024-01-17,16.377,2024-01-17
000065.SZ,2024-01-17,17.462,2024-01-17
000066.SZ,2024-01-17,11.008,2024-01-17
000068.SZ,2024-01-17,2.28,2024-01-17
000069.SZ,2024-01-17,45.255,2024-01-17
000070.SZ,2024-01-17,3.484,2024-01-17
