security_code,trade_date,adj_factor,data_date
000001.SZ,2024-03-12,116.713,2024-03-12
000002.SZ,2024-03-12,181.704,2024-03-12
000004.SZ,2024-03-12,4.064,2024-03-12
000006.SZ,2024-03-12,39.74,2024-03-12
000007.SZ,2024-03-12,8.284,2024-03-12
000008.SZ,2024-03-12,22.408,2024-03-12
000009.SZ,2024-03-12,8.932,2024-03-12
000010.SZ,2024-03-12,10.775,2024-03-12
000011.SZ,2024-03-12,4.242,2024-03-12
000012.SZ,2024-03-12,28.486,2024-03-12
000014.SZ,2024-03-12,6.628,2024-03-12
000016.SZ,2024-03-12,22.375,2024-03-12
000017.SZ,2024-03-12,2.683,2024-03-12
000019.SZ,2024-03-12,4.603,2024-03-12
000020.SZ,2024-03-12,1.752,2024-03-12
000021.SZ,2024-03-12,14.451,2024-03-12
000023.SZ,2024-03-12,2.668,2024-03-12
000025.SZ,2024-03-12,2.747,2024-03-12
000026.SZ,2024-03-12,8.367,2024-03-12
000027.SZ,2024-03-12,17.681,2024-03-12
000028.SZ,2024-03-12,5.486,2024-03-12
000029.SZ,2024-03-12,2.291,2024-03-12
000030.SZ,2024-03-12,3.933,2024-03-12
000031.SZ,2024-03-12,14.651,2024-03-12
000032.SZ,2024-03-12,4.2,2024-03-12
000034.SZ,2024-03-12,3.171,2024-03-12
000035.SZ,2024-03-12,4.693,2024-03-12
000036.SZ,2024-03-12,12.84,2024-03-12
000037.SZ,2024-03-12,5.668,2024-03-12
000039.SZ,2024-03-12,50.774,2024-03-12
000040.SZ,2024-03-12,4.349,2024-03-12
000042.SZ,2024-03-12,13.498,2024-03-12
000045.SZ,2024-03-12,2.974,2024-03-12
000048.SZ,2024-03-12,9.488,2024-03-12
000049.SZ,2024-03-12,9.0683,2024-03-12
000050.SZ,2024-03-12,8.477,2024-03-12
000055.SZ,2024-03-12,10.003,2024-03-12
000056.SZ,2024-03-12,4.708,2024-03-12
000058.SZ,2024-03-12,3.292,2024-03-12
000059.SZ,2024-03-12,1.818,2024-03-12
000060.SZ,2024-03-12,40.096,2024-03-12
000061.SZ,2024-03-12,22.094,2024-03-12
000062.SZ,2024-03-12,7.7783,2024-03-12
000063.SZ,2024-03-12,16.377,2024-03-12
000065.SZ,2024-03-12,17.462,2024-03-12
000066.SZ,2024-03-12,11.008,2024-03-12
000068.SZ,2024-03-12,2.28,2024-03-12
000069.SZ,2024-03-12,45.255,2024-03-12
000070.SZ,2024-03-12,3.484,2024-03-12
000078.SZ,2024-03-12,20.484,2024-03-12
000088.SZ,2024-03-12,8.16,2024-03-12
000089.SZ,2024-03-12,7.118,2024-03-12
000090.SZ,2024-03-12,8.969,2024-03-12
000096.SZ,2024-03-12,2.86,2024-03-12
000099.SZ,2024-03-12,3.909,2024-03-12
000100.SZ,2024-03-12,3.657,2024-03-12
000151.SZ,2024-03-12,2.759,2024-03-12
000153.SZ,2024-03-12,5.78,2024-03-12
000155.SZ,2024-03-12,1.568,2024-03-12
