security_code,trade_date,adj_factor,data_date
000001.SZ,2024-01-26,116.713,2024-01-28
000002.SZ,2024-01-26,181.704,2024-01-28
000004.SZ,2024-01-26,4.064,2024-01-28
000005.SZ,2024-01-26,9.268,2024-01-28
000006.SZ,2024-01-26,39.74,2024-01-28
000007.SZ,2024-01-26,8.284,2024-01-28
000008.SZ,2024-01-26,22.408,2024-01-28
000009.SZ,2024-01-26,8.932,2024-01-28
000010.SZ,2024-01-26,10.775,2024-01-28
000011.SZ,2024-01-26,4.242,2024-01-28
000012.SZ,2024-01-26,28.486,2024-01-28
000014.SZ,2024-01-26,6.628,2024-01-28
000016.SZ,2024-01-26,22.375,2024-01-28
000017.SZ,2024-01-26,2.683,2024-01-28
000019.SZ,2024-01-26,4.603,2024-01-28
000020.SZ,2024-01-26,1.752,2024-01-28
000021.SZ,2024-01-26,14.451,2024-01-28
000023.SZ,2024-01-26,2.668,2024-01-28
000025.SZ,2024-01-26,2.747,2024-01-28
000026.SZ,2024-01-26,8.367,2024-01-28
000027.SZ,2024-01-26,17.681,2024-01-28
000028.SZ,2024-01-26,5.486,2024-01-28
000029.SZ,2024-01-26,2.291,2024-01-28
000030.SZ,2024-01-26,3.933,2024-01-28
000031.SZ,2024-01-26,14.651,2024-01-28
000032.SZ,2024-01-26,4.2,2024-01-28
000034.SZ,2024-01-26,3.171,2024-01-28
000035.SZ,2024-01-26,4.693,2024-01-28
000036.SZ,2024-01-26,12.84,2024-01-28
000037.SZ,2024-01-26,5.668,2024-01-28
000039.SZ,2024-01-26,50.774,2024-01-28
000040.SZ,2024-01-26,4.349,2024-01-28
000042.SZ,2024-01-26,13.498,2024-01-28
000045.SZ,2024-01-26,2.974,2024-01-28
000048.SZ,2024-01-26,9.488,2024-01-28
000049.SZ,2024-01-26,9.0683,2024-01-28
000050.SZ,2024-01-26,8.477,2024-01-28
000055.SZ,2024-01-26,10.003,2024-01-28
000056.SZ,2024-01-26,4.708,2024-01-28
000058.SZ,2024-01-26,3.292,2024-01-28
000059.SZ,2024-01-26,1.818,2024-01-28
000060.SZ,2024-01-26,40.096,2024-01-28
000061.SZ,2024-01-26,22.094,2024-01-28
000062.SZ,2024-01-26,7.7783,2024-01-28
000063.SZ,2024-01-26,16.377,2024-01-28
000065.SZ,2024-01-26,17.462,2024-01-28
000066.SZ,2024-01-26,11.008,2024-01-28
000068.SZ,2024-01-26,2.28,2024-01-28
000069.SZ,2024-01-26,45.255,2024-01-28
000070.SZ,2024-01-26,3.484,2024-01-28
000078.SZ,2024-01-26,20.484,2024-01-28
000088.SZ,2024-01-26,8.16,2024-01-28
000089.SZ,2024-01-26,7.118,2024-01-28
000090.SZ,2024-01-26,8.969,2024-01-28
000096.SZ,2024-01-26,2.86,2024-01-28
000099.SZ,2024-01-26,3.909,2024-01-28
000100.SZ,2024-01-26,3.657,2024-01-28
000151.SZ,2024-01-26,2.759,2024-01-28
000153.SZ,2024-01-26,5.78,2024-01-28
000155.SZ,2024-01-26,1.568,2024-01-28
000156.SZ,2024-01-26,1.167,2024-01-28
000157.SZ,2024-01-26,83.286,2024-01-28
000158.SZ,2024-01-26,2.952,2024-01-28
000159.SZ,2024-01-26,3.215,2024-01-28
000166.SZ,2024-01-26,1.528,2024-01-28
000301.SZ,2024-01-26,2.351,2024-01-28
000333.SZ,2024-01-26,5.122,2024-01-28
000338.SZ,2024-01-26,21.3686,2024-01-28
000400.SZ,2024-01-26,7.822,2024-01-28
000401.SZ,2024-01-26,4.587,2024-01-28
000402.SZ,2024-01-26,39.142,2024-01-28
000403.SZ,2024-01-26,7.634,2024-01-28
000404.SZ,2024-01-26,3.632,2024-01-28
000407.SZ,2024-01-26,11.188,2024-01-28
000408.SZ,2024-01-26,6.47,2024-01-28
000409.SZ,2024-01-26,2.15,2024-01-28
000410.SZ,2024-01-26,2.889,2024-01-28
000411.SZ,2024-01-26,3.186,2024-01-28
000413.SZ,2024-01-26,4.592,2024-01-28
000415.SZ,2024-01-26,20.919,2024-01-28
000416.SZ,2024-01-26,9.783,2024-01-28
000417.SZ,2024-01-26,18.172,2024-01-28
000419.SZ,2024-01-26,15.878,2024-01-28
000420.SZ,2024-01-26,6.352,2024-01-28
000421.SZ,2024-01-26,7.292,2024-01-28
000422.SZ,2024-01-26,14.907,2024-01-28
000423.SZ,2024-01-26,10.673,2024-01-28
000425.SZ,2024-01-26,41.892,2024-01-28
000426.SZ,2024-01-26,16.973,2024-01-28
000428.SZ,2024-01-26,12.139,2024-01-28
000429.SZ,2024-01-26,4.463,2024-01-28
000430.SZ,2024-01-26,4.612,2024-01-28
000488.SZ,2024-01-26,9.767,2024-01-28
000498.SZ,2024-01-26,2.964,2024-01-28
000501.SZ,2024-01-26,6.921,2024-01-28
000503.SZ,2024-01-26,7.615,2024-01-28
000504.SZ,2024-01-26,2.103,2024-01-28
000505.SZ,2024-01-26,3.312,2024-01-28
000506.SZ,2024-01-26,2.872,2024-01-28
000507.SZ,2024-01-26,4.766,2024-01-28
000509.SZ,2024-01-26,9.746,2024-01-28
000510.SZ,2024-01-26,10.422,2024-01-28
000513.SZ,2024-01-26,9.362,2024-01-28
000514.SZ,2024-01-26,4.42,2024-01-28
000516.SZ,2024-01-26,39.873,2024-01-28
000517.SZ,2024-01-26,15.79,2024-01-28
000518.SZ,2024-01-26,8.377,2024-01-28
000519.SZ,2024-01-26,7.971,2024-01-28
000520.SZ,2024-01-26,6.855,2024-01-28
000521.SZ,2024-01-26,5.427,2024-01-28
000523.SZ,2024-01-26,6.687,2024-01-28
000524.SZ,2024-01-26,4.927,2024-01-28
000525.SZ,2024-01-26,7.524,2024-01-28
000526.SZ,2024-01-26,2.471,2024-01-28
000528.SZ,2024-01-26,12.596,2024-01-28
000529.SZ,2024-01-26,3.383,2024-01-28
000530.SZ,2024-01-26,9.918,2024-01-28
000531.SZ,2024-01-26,15.759,2024-01-28
000532.SZ,2024-01-26,4.489,2024-01-28
000533.SZ,2024-01-26,2.258,2024-01-28
000534.SZ,2024-01-26,4.22,2024-01-28
