security_code,trade_date,adj_factor,data_date
000001.SZ,2024-02-06,116.713,2024-02-07
000002.SZ,2024-02-06,181.704,2024-02-07
000004.SZ,2024-02-06,4.064,2024-02-07
000005.SZ,2024-02-06,9.268,2024-02-07
000006.SZ,2024-02-06,39.74,2024-02-07
000007.SZ,2024-02-06,8.284,2024-02-07
000008.SZ,2024-02-06,22.408,2024-02-07
000009.SZ,2024-02-06,8.932,2024-02-07
000010.SZ,2024-02-06,10.775,2024-02-07
000011.SZ,2024-02-06,4.242,2024-02-07
000012.SZ,2024-02-06,28.486,2024-02-07
000014.SZ,2024-02-06,6.628,2024-02-07
000016.SZ,2024-02-06,22.375,2024-02-07
000017.SZ,2024-02-06,2.683,2024-02-07
000019.SZ,2024-02-06,4.603,2024-02-07
000020.SZ,2024-02-06,1.752,2024-02-07
000021.SZ,2024-02-06,14.451,2024-02-07
000023.SZ,2024-02-06,2.668,2024-02-07
000025.SZ,2024-02-06,2.747,2024-02-07
000026.SZ,2024-02-06,8.367,2024-02-07
000027.SZ,2024-02-06,17.681,2024-02-07
000028.SZ,2024-02-06,5.486,2024-02-07
000029.SZ,2024-02-06,2.291,2024-02-07
000030.SZ,2024-02-06,3.933,2024-02-07
000031.SZ,2024-02-06,14.651,2024-02-07
000032.SZ,2024-02-06,4.2,2024-02-07
000034.SZ,2024-02-06,3.171,2024-02-07
000035.SZ,2024-02-06,4.693,2024-02-07
000036.SZ,2024-02-06,12.84,2024-02-07
000037.SZ,2024-02-06,5.668,2024-02-07
000039.SZ,2024-02-06,50.774,2024-02-07
000040.SZ,2024-02-06,4.349,2024-02-07
000042.SZ,2024-02-06,13.498,2024-02-07
000045.SZ,2024-02-06,2.974,2024-02-07
000048.SZ,2024-02-06,9.488,2024-02-07
000049.SZ,2024-02-06,9.0683,2024-02-07
000050.SZ,2024-02-06,8.477,2024-02-07
000055.SZ,2024-02-06,10.003,2024-02-07
000056.SZ,2024-02-06,4.708,2024-02-07
000058.SZ,2024-02-06,3.292,2024-02-07
000059.SZ,2024-02-06,1.818,2024-02-07
000060.SZ,2024-02-06,40.096,2024-02-07
000061.SZ,2024-02-06,22.094,2024-02-07
000062.SZ,2024-02-06,7.7783,2024-02-07
000063.SZ,2024-02-06,16.377,2024-02-07
000065.SZ,2024-02-06,17.462,2024-02-07
000066.SZ,2024-02-06,11.008,2024-02-07
000068.SZ,2024-02-06,2.28,2024-02-07
000069.SZ,2024-02-06,45.255,2024-02-07
000070.SZ,2024-02-06,3.484,2024-02-07
000078.SZ,2024-02-06,20.484,2024-02-07
000088.SZ,2024-02-06,8.16,2024-02-07
000089.SZ,2024-02-06,7.118,2024-02-07
000090.SZ,2024-02-06,8.969,2024-02-07
000096.SZ,2024-02-06,2.86,2024-02-07
000099.SZ,2024-02-06,3.909,2024-02-07
000100.SZ,2024-02-06,3.657,2024-02-07
000151.SZ,2024-02-06,2.759,2024-02-07
