security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
601900.SH,2019-10-09,8.63,0.1031,0.3492,0.66,11.7984,9.7904,1.4135,1.3812,1.3066,2.3731,2.5492,89587.6566,88944.9953,26269.0853,773141.4765,767595.3094,2023-08-05
600522.SH,2019-10-09,8.74,0.4845,0.6464,0.44,12.631,12.4867,1.3618,0.7899,0.7283,1.1442,1.1257,306608.1054,306608.1054,229806.4638,2679754.8412,2679754.8412,2023-08-05
603185.SH,2019-10-09,27.53,3.5613,3.5613,0.57,24.1833,27.6062,3.0397,7.0985,8.2645,,0.4151,17640.0,4410.0,4410.0,485629.2,121407.3,2023-08-05
000926.SZ,2019-10-09,6.46,0.7999,1.0819,1.73,5.4803,6.448,0.5536,0.5792,0.6008,3.1251,1.548,96246.2474,94649.6227,69978.6044,621750.7582,611436.5626,2023-08-05
603900.SH,2019-10-09,10.75,2.7317,2.7844,0.62,17.4617,22.7223,1.5763,2.2005,2.5688,2.6047,5.5814,34047.384,8511.846,8350.766,366009.378,91502.3445,2023-08-05
002497.SZ,2019-10-09,6.15,1.0834,1.1755,0.6,32.1501,40.212,2.0865,1.9226,1.8009,0.3256,0.3211,95868.84,84590.1444,77962.1609,589593.366,520229.3881,2023-08-05
603928.SH,2019-10-09,12.22,1.3275,1.3275,0.69,16.8557,17.9017,1.9578,1.6391,1.777,1.7185,1.8003,20160.0,6277.15,6277.15,246355.2,76706.773,2023-08-05
600843.SH,2019-10-09,8.14,0.2967,0.4536,0.82,31.709,40.1144,1.9123,1.3952,1.3419,0.0,,54858.96,30464.585,19925.0492,446551.9344,247981.7219,2023-08-05
300227.SZ,2019-10-09,11.34,1.5478,1.6687,0.57,41.548,39.2217,3.5987,4.8849,4.3345,0.3139,0.2747,24999.4674,15577.9278,14449.5955,283493.9603,176653.7013,2023-08-05
600543.SH,2019-10-09,6.48,0.6569,1.0065,0.6,76.3719,81.4871,1.787,9.0048,9.6288,0.0,,32112.0,32112.0,20957.5983,208085.76,208085.76,2023-08-05
000908.SZ,2019-10-09,4.44,0.7872,1.1598,0.82,20.9097,21.3532,1.5417,1.5107,1.7038,0.2252,,87977.4351,70826.2389,48070.0687,390619.8118,314468.5007,2023-08-05
600614.SH,2019-10-09,1.19,1.1833,1.9463,0.89,,,2.0012,0.9714,1.096,0.0,,175277.3758,151148.7658,91897.3879,208580.0772,179867.0313,2023-08-05
300200.SZ,2019-10-09,9.19,0.9013,1.5739,0.59,29.2827,18.0553,1.576,2.411,2.4622,2.1274,2.2851,26663.9171,20238.0992,11589.688,245041.3981,185988.1316,2023-08-05
002647.SZ,2019-10-09,15.9,0.3323,0.9189,0.91,168.0224,119.6893,9.0065,5.9915,6.152,0.0,0.1258,55993.665,55993.665,20246.4179,890299.2735,890299.2735,2023-08-05
603029.SH,2019-10-09,15.07,1.0111,3.1633,1.42,93.1586,112.0979,1.9999,4.2331,3.6443,0.4645,0.6636,9334.0,9334.0,2983.546,140663.38,140663.38,2023-08-05
603158.SH,2019-10-09,13.11,0.9487,2.6949,1.62,24.3222,25.9899,2.8816,2.7932,3.0329,3.1509,1.0468,21697.12,21697.12,7638.59,284449.2432,284449.2432,2023-08-05
600116.SH,2019-10-09,7.15,0.1617,0.3224,0.3,33.243,38.4868,2.48,5.468,5.3664,1.5385,1.3986,99300.5502,99300.5502,49815.5901,709998.9339,709998.9339,2023-08-05
603718.SH,2019-10-09,12.02,0.2481,0.8053,0.76,363.4519,1589.1938,7.271,30.4082,27.124,0.4576,0.0832,64400.0,64400.0,19843.6466,774088.0,774088.0,2023-08-05
600801.SH,2019-10-09,20.0,1.2035,2.8504,1.3,8.0927,6.6813,2.311,1.5267,1.3991,1.0,4.1071,209659.9855,136187.9855,57498.6654,4193199.71,2723759.71,2023-08-05
300244.SZ,2019-10-09,24.34,4.1632,4.9383,1.14,38.8616,34.9175,3.8529,2.1677,1.8863,0.0912,0.1027,62045.8296,38242.9153,32240.0293,1510195.4925,930832.5584,2023-08-05
300687.SZ,2019-10-09,15.31,3.3376,4.1372,0.72,29.3416,33.2456,3.8629,3.6632,3.2353,0.4802,0.4356,21761.175,9394.8593,7579.096,333163.5893,143835.2959,2023-08-05
600850.SH,2019-10-09,25.0,0.9498,1.6445,0.54,35.2357,34.1241,4.4252,1.4599,1.4204,0.8725,1.4392,42647.9544,42647.9544,24631.8419,1066198.86,1066198.86,2023-08-05
300677.SZ,2019-10-09,15.68,0.5679,0.7383,0.52,17.3478,17.1813,2.3598,1.6439,1.5534,0.4736,0.9566,19841.3614,11281.3054,8677.4994,311112.5468,176890.8687,2023-08-05
300058.SZ,2019-10-09,5.83,2.4016,3.0358,0.8,36.6831,26.3331,1.6962,0.6176,0.5927,0.3106,0.5521,244734.9405,210943.4367,166876.4469,1426804.7031,1229800.236,2023-08-05
