security_code,trade_date,adj_factor,data_date
000001.SZ,1996-11-29,13.968,2023-07-31
000002.SZ,1996-11-29,5.121,2023-07-31
000003.SZ,1996-11-29,3.833,2023-07-31
000004.SZ,1996-11-29,3.112,2023-07-31
000005.SZ,1996-11-29,2.275,2023-07-31
000006.SZ,1996-11-29,2.544,2023-07-31
000007.SZ,1996-11-29,1.863,2023-07-31
000008.SZ,1996-11-29,2.11,2023-07-31
000009.SZ,1996-11-29,2.843,2023-07-31
000010.SZ,1996-11-29,1.132,2023-07-31
000011.SZ,1996-11-29,2.086,2023-07-31
000012.SZ,1996-11-29,2.954,2023-07-31
000013.SZ,1996-11-29,1.923,2023-07-31
000014.SZ,1996-11-29,1.814,2023-07-31
000015.SZ,1996-11-29,1.589,2023-07-31
000016.SZ,1996-11-29,2.585,2023-07-31
000017.SZ,1996-11-29,2.037,2023-07-31
000018.SZ,1996-11-29,1.283,2023-07-31
000019.SZ,1996-11-29,1.078,2023-07-31
000020.SZ,1996-11-29,1.104,2023-07-31
000021.SZ,1996-11-29,1.749,2023-07-31
000022.SZ,1996-11-29,1.212,2023-07-31
000023.SZ,1996-11-29,1.547,2023-07-31
000024.SZ,1996-11-29,1.666,2023-07-31
000025.SZ,1996-11-29,1.345,2023-07-31
000026.SZ,1996-11-29,2.033,2023-07-31
000027.SZ,1996-11-29,1.347,2023-07-31
000028.SZ,1996-11-29,1.553,2023-07-31
000029.SZ,1996-11-29,1.447,2023-07-31
000030.SZ,1996-11-29,1.398,2023-07-31
000031.SZ,1996-11-29,1.764,2023-07-31
000032.SZ,1996-11-29,1.373,2023-07-31
000033.SZ,1996-11-29,1.221,2023-07-31
000034.SZ,1996-11-29,1.906,2023-07-31
000035.SZ,1996-11-29,1.281,2023-07-31
000036.SZ,1996-11-29,1.161,2023-07-31
000037.SZ,1996-11-29,1.152,2023-07-31
000038.SZ,1996-11-29,1.236,2023-07-31
000039.SZ,1996-11-29,1.904,2023-07-31
000040.SZ,1996-11-29,1.494,2023-07-31
000042.SZ,1996-11-29,2.539,2023-07-31
000043.SZ,1996-11-29,1.359,2023-07-31
000045.SZ,1996-11-29,1.109,2023-07-31
000046.SZ,1996-11-29,1.995,2023-07-31
000047.SZ,1996-11-29,1.49,2023-07-31
000048.SZ,1996-11-29,1.664,2023-07-31
000049.SZ,1996-11-29,1.169,2023-07-31
000050.SZ,1996-11-29,1.115,2023-07-31
000055.SZ,1996-11-29,1.4,2023-07-31
000056.SZ,1996-11-29,1.0,2023-07-31
000401.SZ,1996-11-29,1.0,2023-07-31
000402.SZ,1996-11-29,1.0,2023-07-31
000403.SZ,1996-11-29,1.0,2023-07-31
000404.SZ,1996-11-29,1.0,2023-07-31
000405.SZ,1996-11-29,1.0,2023-07-31
000406.SZ,1996-11-29,1.5,2023-07-31
000407.SZ,1996-11-29,1.3,2023-07-31
000408.SZ,1996-11-29,1.0,2023-07-31
000409.SZ,1996-11-29,1.0,2023-07-31
000410.SZ,1996-11-29,1.0,2023-07-31
000411.SZ,1996-11-29,1.101,2023-07-31
000412.SZ,1996-11-29,1.9,2023-07-31
000413.SZ,1996-11-29,1.0,2023-07-31
000415.SZ,1996-11-29,1.0,2023-07-31
000416.SZ,1996-11-29,1.0,2023-07-31
000417.SZ,1996-11-29,1.0,2023-07-31
000419.SZ,1996-11-29,1.0,2023-07-31
000420.SZ,1996-11-29,1.0,2023-07-31
000421.SZ,1996-11-29,1.0,2023-07-31
000422.SZ,1996-11-29,1.0,2023-07-31
000423.SZ,1996-11-29,1.3,2023-07-31
000425.SZ,1996-11-29,1.0,2023-07-31
000426.SZ,1996-11-29,1.0,2023-07-31
000428.SZ,1996-11-29,1.8,2023-07-31
000430.SZ,1996-11-29,1.0,2023-07-31
000501.SZ,1996-11-29,1.934,2023-07-31
000502.SZ,1996-11-29,2.062,2023-07-31
000503.SZ,1996-11-29,1.427,2023-07-31
000504.SZ,1996-11-29,1.611,2023-07-31
000505.SZ,1996-11-29,2.424,2023-07-31
000506.SZ,1996-11-29,1.755,2023-07-31
000507.SZ,1996-11-29,1.778,2023-07-31
000508.SZ,1996-11-29,2.212,2023-07-31
000509.SZ,1996-11-29,1.673,2023-07-31
000510.SZ,1996-11-29,3.404,2023-07-31
000511.SZ,1996-11-29,2.255,2023-07-31
000513.SZ,1996-11-29,1.496,2023-07-31
000514.SZ,1996-11-29,1.239,2023-07-31
000515.SZ,1996-11-29,1.031,2023-07-31
000516.SZ,1996-11-29,1.206,2023-07-31
000517.SZ,1996-11-29,1.641,2023-07-31
000518.SZ,1996-11-29,1.333,2023-07-31
000519.SZ,1996-11-29,1.355,2023-07-31
000520.SZ,1996-11-29,1.972,2023-07-31
000521.SZ,1996-11-29,1.845,2023-07-31
000522.SZ,1996-11-29,2.289,2023-07-31
000523.SZ,1996-11-29,2.471,2023-07-31
000524.SZ,1996-11-29,2.154,2023-07-31
000525.SZ,1996-11-29,1.319,2023-07-31
000526.SZ,1996-11-29,1.629,2023-07-31
000527.SZ,1996-11-29,2.631,2023-07-31
000528.SZ,1996-11-29,1.834,2023-07-31
000529.SZ,1996-11-29,2.543,2023-07-31
000530.SZ,1996-11-29,1.597,2023-07-31
000531.SZ,1996-11-29,2.296,2023-07-31
000532.SZ,1996-11-29,2.001,2023-07-31
000533.SZ,1996-11-29,1.534,2023-07-31
000534.SZ,1996-11-29,2.061,2023-07-31
000535.SZ,1996-11-29,2.073,2023-07-31
000536.SZ,1996-11-29,1.186,2023-07-31
000537.SZ,1996-11-29,1.201,2023-07-31
000538.SZ,1996-11-29,1.464,2023-07-31
000539.SZ,1996-11-29,2.138,2023-07-31
000540.SZ,1996-11-29,1.355,2023-07-31
000541.SZ,1996-11-29,2.749,2023-07-31
000542.SZ,1996-11-29,2.369,2023-07-31
000543.SZ,1996-11-29,1.388,2023-07-31
000544.SZ,1996-11-29,1.806,2023-07-31
000545.SZ,1996-11-29,1.222,2023-07-31
000546.SZ,1996-11-29,1.455,2023-07-31
000547.SZ,1996-11-29,1.437,2023-07-31
000548.SZ,1996-11-29,1.667,2023-07-31
000549.SZ,1996-11-29,1.212,2023-07-31
000550.SZ,1996-11-29,1.277,2023-07-31
000551.SZ,1996-11-29,1.564,2023-07-31
000552.SZ,1996-11-29,1.226,2023-07-31
000553.SZ,1996-11-29,1.541,2023-07-31
000554.SZ,1996-11-29,1.946,2023-07-31
000555.SZ,1996-11-29,1.109,2023-07-31
000556.SZ,1996-11-29,1.719,2023-07-31
000557.SZ,1996-11-29,1.824,2023-07-31
000558.SZ,1996-11-29,1.273,2023-07-31
000559.SZ,1996-11-29,1.422,2023-07-31
000560.SZ,1996-11-29,1.172,2023-07-31
000561.SZ,1996-11-29,1.727,2023-07-31
000562.SZ,1996-11-29,1.165,2023-07-31
000563.SZ,1996-11-29,1.328,2023-07-31
000564.SZ,1996-11-29,1.492,2023-07-31
000565.SZ,1996-11-29,1.464,2023-07-31
000566.SZ,1996-11-29,1.464,2023-07-31
000567.SZ,1996-11-29,1.738,2023-07-31
000568.SZ,1996-11-29,2.112,2023-07-31
000569.SZ,1996-11-29,1.236,2023-07-31
000570.SZ,1996-11-29,1.977,2023-07-31
000571.SZ,1996-11-29,1.926,2023-07-31
