security_code,trade_date,adj_factor,data_date
000001.SZ,1996-06-17,13.968,2023-07-31
000002.SZ,1996-06-17,4.581,2023-07-31
000003.SZ,1996-06-17,3.833,2023-07-31
000004.SZ,1996-06-17,3.112,2023-07-31
000005.SZ,1996-06-17,1.978,2023-07-31
000006.SZ,1996-06-17,2.481,2023-07-31
000007.SZ,1996-06-17,1.854,2023-07-31
000008.SZ,1996-06-17,1.622,2023-07-31
000009.SZ,1996-06-17,2.693,2023-07-31
000010.SZ,1996-06-17,1.0,2023-07-31
000011.SZ,1996-06-17,1.874,2023-07-31
000012.SZ,1996-06-17,2.263,2023-07-31
000013.SZ,1996-06-17,1.901,2023-07-31
000014.SZ,1996-06-17,1.794,2023-07-31
000015.SZ,1996-06-17,1.589,2023-07-31
000016.SZ,1996-06-17,2.165,2023-07-31
000017.SZ,1996-06-17,2.037,2023-07-31
000018.SZ,1996-06-17,1.273,2023-07-31
000019.SZ,1996-06-17,1.078,2023-07-31
000020.SZ,1996-06-17,1.081,2023-07-31
000021.SZ,1996-06-17,1.749,2023-07-31
000022.SZ,1996-06-17,1.181,2023-07-31
000023.SZ,1996-06-17,1.471,2023-07-31
000024.SZ,1996-06-17,1.362,2023-07-31
000025.SZ,1996-06-17,1.345,2023-07-31
000026.SZ,1996-06-17,1.662,2023-07-31
000027.SZ,1996-06-17,1.262,2023-07-31
000028.SZ,1996-06-17,1.22,2023-07-31
000029.SZ,1996-06-17,1.418,2023-07-31
000030.SZ,1996-06-17,1.398,2023-07-31
000031.SZ,1996-06-17,1.388,2023-07-31
000032.SZ,1996-06-17,1.358,2023-07-31
000033.SZ,1996-06-17,1.163,2023-07-31
000034.SZ,1996-06-17,1.334,2023-07-31
000035.SZ,1996-06-17,1.281,2023-07-31
000036.SZ,1996-06-17,1.106,2023-07-31
000037.SZ,1996-06-17,1.126,2023-07-31
000038.SZ,1996-06-17,1.04,2023-07-31
000039.SZ,1996-06-17,1.904,2023-07-31
000040.SZ,1996-06-17,1.346,2023-07-31
000042.SZ,1996-06-17,1.915,2023-07-31
000043.SZ,1996-06-17,1.327,2023-07-31
000045.SZ,1996-06-17,1.109,2023-07-31
000046.SZ,1996-06-17,1.8,2023-07-31
000047.SZ,1996-06-17,1.364,2023-07-31
000048.SZ,1996-06-17,1.04,2023-07-31
000049.SZ,1996-06-17,1.169,2023-07-31
000050.SZ,1996-06-17,1.115,2023-07-31
000055.SZ,1996-06-17,1.0,2023-07-31
000401.SZ,1996-06-17,1.0,2023-07-31
000501.SZ,1996-06-17,1.671,2023-07-31
000502.SZ,1996-06-17,1.966,2023-07-31
000503.SZ,1996-06-17,1.427,2023-07-31
000504.SZ,1996-06-17,1.611,2023-07-31
000505.SZ,1996-06-17,2.424,2023-07-31
000506.SZ,1996-06-17,1.755,2023-07-31
000507.SZ,1996-06-17,1.754,2023-07-31
000508.SZ,1996-06-17,1.7,2023-07-31
000509.SZ,1996-06-17,1.673,2023-07-31
000510.SZ,1996-06-17,2.43,2023-07-31
000511.SZ,1996-06-17,1.878,2023-07-31
000513.SZ,1996-06-17,1.463,2023-07-31
000514.SZ,1996-06-17,1.202,2023-07-31
000515.SZ,1996-06-17,1.031,2023-07-31
000516.SZ,1996-06-17,1.206,2023-07-31
000517.SZ,1996-06-17,1.539,2023-07-31
000518.SZ,1996-06-17,1.33,2023-07-31
000519.SZ,1996-06-17,1.355,2023-07-31
000520.SZ,1996-06-17,1.635,2023-07-31
000521.SZ,1996-06-17,1.584,2023-07-31
000522.SZ,1996-06-17,2.289,2023-07-31
000523.SZ,1996-06-17,2.058,2023-07-31
000524.SZ,1996-06-17,1.924,2023-07-31
000525.SZ,1996-06-17,1.319,2023-07-31
000526.SZ,1996-06-17,1.48,2023-07-31
000527.SZ,1996-06-17,2.335,2023-07-31
000528.SZ,1996-06-17,1.834,2023-07-31
000529.SZ,1996-06-17,2.432,2023-07-31
000530.SZ,1996-06-17,1.578,2023-07-31
000531.SZ,1996-06-17,2.088,2023-07-31
000532.SZ,1996-06-17,2.001,2023-07-31
000533.SZ,1996-06-17,1.518,2023-07-31
000534.SZ,1996-06-17,1.837,2023-07-31
000535.SZ,1996-06-17,2.018,2023-07-31
000536.SZ,1996-06-17,1.186,2023-07-31
000537.SZ,1996-06-17,1.174,2023-07-31
000538.SZ,1996-06-17,1.422,2023-07-31
000539.SZ,1996-06-17,2.05,2023-07-31
000540.SZ,1996-06-17,1.223,2023-07-31
000541.SZ,1996-06-17,1.833,2023-07-31
000542.SZ,1996-06-17,2.283,2023-07-31
000543.SZ,1996-06-17,1.24,2023-07-31
000544.SZ,1996-06-17,1.643,2023-07-31
000545.SZ,1996-06-17,1.182,2023-07-31
000546.SZ,1996-06-17,1.455,2023-07-31
000547.SZ,1996-06-17,1.437,2023-07-31
000548.SZ,1996-06-17,1.283,2023-07-31
000549.SZ,1996-06-17,1.212,2023-07-31
000550.SZ,1996-06-17,1.277,2023-07-31
000551.SZ,1996-06-17,1.302,2023-07-31
000552.SZ,1996-06-17,1.226,2023-07-31
000553.SZ,1996-06-17,1.259,2023-07-31
000554.SZ,1996-06-17,1.827,2023-07-31
000555.SZ,1996-06-17,1.109,2023-07-31
000556.SZ,1996-06-17,1.556,2023-07-31
000557.SZ,1996-06-17,1.403,2023-07-31
000558.SZ,1996-06-17,1.157,2023-07-31
000559.SZ,1996-06-17,1.146,2023-07-31
000560.SZ,1996-06-17,1.136,2023-07-31
000561.SZ,1996-06-17,1.466,2023-07-31
000562.SZ,1996-06-17,1.165,2023-07-31
000563.SZ,1996-06-17,1.312,2023-07-31
000564.SZ,1996-06-17,1.492,2023-07-31
000565.SZ,1996-06-17,1.331,2023-07-31
000566.SZ,1996-06-17,1.311,2023-07-31
000567.SZ,1996-06-17,1.738,2023-07-31
000568.SZ,1996-06-17,2.055,2023-07-31
000569.SZ,1996-06-17,1.236,2023-07-31
000570.SZ,1996-06-17,1.977,2023-07-31
000571.SZ,1996-06-17,1.34,2023-07-31
000572.SZ,1996-06-17,1.687,2023-07-31
000573.SZ,1996-06-17,3.109,2023-07-31
000576.SZ,1996-06-17,1.341,2023-07-31
000578.SZ,1996-06-17,1.0,2023-07-31
000582.SZ,1996-06-17,1.13,2023-07-31
000583.SZ,1996-06-17,1.0,2023-07-31
000584.SZ,1996-06-17,1.0,2023-07-31
000585.SZ,1996-06-17,1.0,2023-07-31
000586.SZ,1996-06-17,2.0,2023-07-31
000587.SZ,1996-06-17,1.4,2023-07-31
000588.SZ,1996-06-17,1.482,2023-07-31
000589.SZ,1996-06-17,1.0,2023-07-31
000590.SZ,1996-06-17,1.0,2023-07-31
000591.SZ,1996-06-17,1.036,2023-07-31
000592.SZ,1996-06-17,1.0,2023-07-31
000593.SZ,1996-06-17,1.0,2023-07-31
000594.SZ,1996-06-17,1.8,2023-07-31
000595.SZ,1996-06-17,1.0,2023-07-31
000597.SZ,1996-06-17,1.0,2023-07-31
000598.SZ,1996-06-17,1.0,2023-07-31
000599.SZ,1996-06-17,1.0,2023-07-31
000600.SZ,1996-06-17,1.0,2023-07-31
001872.SZ,1996-06-17,1.181,2023-07-31
001914.SZ,1996-06-17,1.327,2023-07-31
600600.SH,1996-06-17,1.064,2023-07-31
600601.SH,1996-06-17,428.978,2023-07-31
600602.SH,1996-06-17,217.569,2023-07-31
600603.SH,1996-06-17,30.001,2023-07-31
600604.SH,1996-06-17,17.476,2023-07-31
600605.SH,1996-06-17,18.365,2023-07-31
600606.SH,1996-06-17,16.352,2023-07-31
600607.SH,1996-06-17,19.429,2023-07-31
600608.SH,1996-06-17,26.854,2023-07-31
600609.SH,1996-06-17,17.81,2023-07-31
600610.SH,1996-06-17,15.617,2023-07-31
600611.SH,1996-06-17,37.423,2023-07-31
600612.SH,1996-06-17,24.038,2023-07-31
600613.SH,1996-06-17,12.29,2023-07-31
600614.SH,1996-06-17,13.289,2023-07-31
