security_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,data_date
600063.SH,1999-06-03,8.77,8.77,8.36,8.6,8.77,-0.17,-1.94,4951.0,4199.698,2023-08-01
600072.SH,1999-06-03,12.68,12.68,12.25,12.31,12.75,-0.44,-3.45,7714.0,9581.893,2023-08-01
600101.SH,1999-06-03,11.7,11.7,11.38,11.4,11.76,-0.36,-3.06,8525.0,9790.686,2023-08-01
600100.SH,1999-06-03,29.0,29.75,28.85,28.91,29.2,-0.29,-0.99,7507.0,21907.599,2023-08-01
600076.SH,1999-06-03,12.6,12.85,12.34,12.38,12.7,-0.32,-2.52,12743.0,15959.666,2023-08-01
600065.SH,1999-06-03,9.45,9.45,8.97,8.99,9.57,-0.58,-6.06,9245.0,8426.994,2023-08-01
600099.SH,1999-06-03,7.2,7.36,6.9,7.06,7.2,-0.14,-1.94,16265.0,11648.007,2023-08-01
600104.SH,1999-06-03,10.15,10.5,10.05,10.2,10.19,0.01,0.1,75429.0,77348.978,2023-08-01
600105.SH,1999-06-03,20.5,20.9,20.2,20.45,20.7,-0.25,-1.21,8694.0,17823.313,2023-08-01
600082.SH,1999-06-03,7.15,7.35,7.14,7.18,7.16,0.02,0.28,5789.0,4169.126,2023-08-01
600091.SH,1999-06-03,14.4,14.8,14.25,14.43,14.39,0.04,0.28,14960.0,21594.52,2023-08-01
600126.SH,1999-06-03,5.32,5.42,5.23,5.35,5.39,-0.04,-0.74,23250.0,12329.484,2023-08-01
000026.SZ,1999-06-03,8.0,8.0,7.75,7.75,8.08,-0.33,-4.08,10056.0,7856.8085,2023-08-01
600080.SH,1999-06-03,13.95,13.95,13.6,13.68,14.05,-0.37,-2.63,14073.0,19288.091,2023-08-01
600118.SH,1999-06-03,7.86,7.86,7.5,7.61,7.88,-0.27,-3.43,7295.0,5559.664,2023-08-01
600002.SH,1999-06-03,4.45,4.46,4.35,4.37,4.49,-0.12,-2.67,32947.0,14468.919,2023-08-01
000088.SZ,1999-06-03,7.63,7.63,7.41,7.54,7.63,-0.09,-1.18,14586.0,10970.0577,2023-08-01
600123.SH,1999-06-03,5.86,6.02,5.75,5.77,5.93,-0.16,-2.7,16377.0,9621.326,2023-08-01
600081.SH,1999-06-03,13.89,14.2,13.85,14.2,14.0,0.2,1.43,4162.0,5866.022,2023-08-01
000002.SZ,1999-06-03,10.6,10.7,10.24,10.29,10.73,-0.44,-4.1,72010.0,75054.7963,2023-08-01
000670.SZ,1999-06-03,18.88,19.09,18.41,18.44,19.0,-0.56,-2.95,7891.0,14714.6209,2023-08-01
600095.SH,1999-06-03,12.32,12.5,12.09,12.12,12.5,-0.38,-3.04,6829.0,8356.067,2023-08-01
600129.SH,1999-06-03,13.36,13.6,12.91,13.19,13.36,-0.17,-1.27,6430.0,8527.429,2023-08-01
000522.SZ,1999-06-03,3.41,3.47,3.25,3.29,3.39,-0.1,-2.95,31042.0,10477.9375,2023-08-01
000638.SZ,1999-06-03,7.1,7.15,6.96,7.0,7.15,-0.15,-2.1,3377.0,2375.6176,2023-08-01
600113.SH,1999-06-03,10.7,10.7,10.48,10.58,10.76,-0.18,-1.67,4672.0,4941.753,2023-08-01
