security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
000001.SZ,1991-12-24,29.05,0.3962,0.3962,0.97,19.8791,19.8791,5.9572,,,,0.5537,4850.0171,2650.0,2650.0,140892.9968,76982.5,2023-08-05
600653.SH,1991-12-24,146.5,0.02,0.02,0.02,642.5439,231.3228,8.5038,7.4547,8.1096,,,50.0,50.0,50.0,7325.0,7325.0,2023-08-05
000009.SZ,1991-12-24,12.0,1.4562,,2.66,,,,,,,,22503.0,8441.0,,270036.0,101292.0,2023-08-05
600651.SH,1991-12-24,174.4,0.5,7.59,1.47,,148.0871,38.6779,,6.6092,,,50.0,50.0,3.2938,8720.0,8720.0,2023-08-05
000003.SZ,1991-12-24,19.05,0.3053,,2.06,70.8221,70.8221,,,,,,4271.633,2414.3774,,81374.6087,45993.8895,2023-08-05
000002.SZ,1991-12-24,12.5,0.2242,,2.6,,,,,,,,7697.0509,5651.8173,,96213.1363,70647.7163,2023-08-05
600656.SH,1991-12-24,18.51,3.1326,3.1326,0.24,7.1026,11.4767,1.1653,0.3961,0.4243,,,246.652,45.011,45.011,4565.5285,833.1536,2023-08-05
000005.SZ,1991-12-24,7.76,0.5582,,5.76,,,,,,,,9000.0,4433.85,,69840.0,34406.676,2023-08-05
000004.SZ,1991-12-24,11.9,0.648,0.648,2.07,,,,,,,,1250.0,500.0,500.0,14875.0,5950.0,2023-08-05
600602.SH,1991-12-24,889.5,4.6389,4.6389,0.36,,,6.1071,,,,,200.0,51.09,51.09,177900.0,45444.555,2023-08-05
600654.SH,1991-12-24,902.9,0.093,0.093,0.11,1111.9536,2985.5457,75.0312,37.3622,34.1445,,,210.1,86.0,86.0,189699.29,77649.4,2023-08-05
600601.SH,1991-12-24,90.5,0.64,3.2,0.52,,149.1085,5.7476,,11.7256,,,100.0,100.0,20.0,9050.0,9050.0,2023-08-05
600652.SH,1991-12-24,117.8,0.3704,12.5,1.14,334.8,571.5318,51.4957,7.8495,14.6043,,,27.0,27.0,0.8,3180.6,3180.6,2023-08-05
