security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
300185.SZ,2011-03-10,25.51,25.5021,25.5021,,54.4552,46.6494,2.7769,8.2398,8.1464,,,36000.0,7200.0,7200.0,918360.0,183672.0,2023-08-05
300186.SZ,2011-03-10,22.12,10.6406,10.6406,,50.8342,42.7624,3.0038,11.0407,9.5914,,,26700.0,5380.0,5380.0,590604.0,119005.6,2023-08-05
300187.SZ,2011-03-10,49.43,24.5885,24.5885,,93.4032,78.4253,4.4857,12.9781,11.432,,,6678.0,1340.0,1340.0,330093.54,66236.2,2023-08-05
300107.SZ,2011-03-10,58.3,4.1603,4.1603,1.46,92.7402,74.6028,4.9011,16.8041,12.912,,,6690.0,1690.0,1690.0,390027.0,98527.0,2023-08-05
300108.SZ,2011-03-10,27.49,11.9329,11.9329,2.25,76.2167,76.2167,5.5691,16.4933,16.4933,,0.3358,6760.0,1690.0,1690.0,185832.4,46458.1,2023-08-05
300109.SZ,2011-03-10,60.0,3.4833,3.4833,1.46,118.6267,92.734,6.4772,16.6045,13.1687,,,3600.0,900.0,900.0,216000.0,54000.0,2023-08-05
300110.SZ,2011-03-10,17.08,2.6199,2.6199,0.88,47.8029,47.8029,3.3042,10.7841,10.7841,,,21360.0,5359.95,5359.95,364828.8,91547.946,2023-08-05
300111.SZ,2011-03-10,24.06,4.1696,4.1696,0.72,118.5045,47.0035,7.4066,12.0451,5.2593,,,50900.0,5100.0,5100.0,1224654.0,122706.0,2023-08-05
300112.SZ,2011-03-10,23.72,4.1223,4.1223,2.12,64.3544,55.3408,4.0971,12.4652,10.3258,,,7163.0,1800.0,1800.0,169906.36,42696.0,2023-08-05
300113.SZ,2011-03-10,68.55,1.8973,1.8973,1.19,131.1833,90.5623,5.9276,49.1276,29.2111,,,6000.0,1500.0,1500.0,411300.0,102825.0,2023-08-05
300114.SZ,2011-03-10,35.59,3.0941,3.0941,1.27,73.4824,56.0283,4.0979,10.3997,8.9906,,,8000.0,2000.0,2000.0,284720.0,71180.0,2023-08-05
002355.SZ,2011-03-10,16.48,2.2881,2.9474,0.87,44.2764,36.3131,3.009,3.2478,2.5885,0.6978,0.6978,21040.0,8421.1225,6537.385,346739.2,138780.0988,2023-08-05
002356.SZ,2011-03-10,31.32,2.4774,2.4774,0.81,45.8574,82.7768,2.682,9.3211,6.9765,2.0754,2.0754,8000.0,2000.0,2000.0,250560.0,62640.0,2023-08-05
002358.SZ,2011-03-10,40.89,2.3532,2.3532,1.4,58.297,46.2119,4.0448,8.6523,7.1924,0.0,,8600.0,2429.0816,2429.0816,351654.0,99325.1466,2023-08-05
002359.SZ,2011-03-10,20.51,2.647,2.647,0.44,51.2818,72.1127,3.4651,5.2196,5.7085,0.0,,10900.0,2750.0,2750.0,223559.0,56402.5,2023-08-05
002360.SZ,2011-03-10,38.3,2.5892,2.6775,2.58,50.8696,40.2413,4.0008,9.9732,7.4489,0.0,,6000.0,3131.3925,3028.0925,229800.0,119932.3328,2023-08-05
002361.SZ,2011-03-10,23.6,2.8003,2.8003,1.91,49.3392,54.6387,3.8231,4.6354,3.4904,0.0,,8000.0,3595.0,3595.0,188800.0,84842.0,2023-08-05
002362.SZ,2011-03-10,78.47,2.5786,4.89,2.19,98.1342,95.0626,5.9196,14.4442,6.7906,0.0,,10705.1396,5887.6008,3104.6002,840032.3044,462000.0348,2023-08-05
002363.SZ,2011-03-10,19.9,1.8368,3.2144,0.49,39.3278,47.5227,2.8615,2.9217,2.5675,0.603,0.603,12000.0,5250.0,3000.0,238800.0,104475.0,2023-08-05
002364.SZ,2011-03-10,29.61,0.9938,1.1985,0.62,48.1523,55.4905,3.5203,7.6705,8.4785,0.6754,0.6754,6680.0,2488.01,2063.01,197794.8,73669.9761,2023-08-05
002365.SZ,2011-03-10,31.18,0.6321,1.2577,0.76,44.8149,63.2297,2.8735,9.3952,9.1181,1.6036,1.6036,9350.0,6733.4256,3383.8464,291533.0,209948.2102,2023-08-05
002366.SZ,2011-03-10,18.79,8.1995,8.1995,1.22,39.5799,39.5799,3.4342,3.8641,3.8641,1.8627,1.8627,13350.0,3350.0,3350.0,250846.5,62946.5,2023-08-05
002367.SZ,2011-03-10,29.8,3.3322,3.3322,0.98,39.8246,39.8246,3.779,4.38,4.38,0.6991,0.6991,16020.0,4020.0,4020.0,477396.0,119796.0,2023-08-05
