security_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,data_date
600669.SH,2003-11-26,2.9,2.93,2.85,2.86,2.93,-0.07,-2.39,27072.87,7784.279,2023-08-01
600642.SH,2003-11-26,12.31,12.42,12.15,12.2,12.31,-0.11,-0.89,22920.01,28185.468,2023-08-01
600360.SH,2003-11-26,9.68,10.32,9.68,10.04,9.38,0.66,7.04,22828.33,23027.47,2023-08-01
600653.SH,2003-11-26,3.72,3.84,3.7,3.75,3.7,0.05,1.35,250304.21,94068.891,2023-08-01
000727.SZ,2003-11-26,5.2,5.27,5.12,5.2,5.24,-0.04,-0.76,32976.81,17075.0754,2023-08-01
600810.SH,2003-11-26,6.85,6.93,6.7,6.91,6.84,0.07,1.02,15488.94,10508.255,2023-08-01
600560.SH,2003-11-26,11.6,11.78,11.53,11.65,11.64,0.01,0.09,2222.79,2588.936,2023-08-01
600120.SH,2003-11-26,9.52,9.75,9.52,9.67,9.73,-0.06,-0.62,6939.28,6711.67,2023-08-01
000518.SZ,2003-11-26,4.3,4.49,4.19,4.32,4.35,-0.03,-0.69,75264.92,32460.2349,2023-08-01
000990.SZ,2003-11-26,9.62,9.79,9.5,9.69,9.71,-0.02,-0.21,2059.7,1979.9556,2023-08-01
600692.SH,2003-11-26,7.64,7.64,7.4,7.53,7.64,-0.11,-1.44,4817.89,3618.85,2023-08-01
000863.SZ,2003-11-26,7.48,7.68,7.4,7.65,7.52,0.13,1.73,6117.46,4631.0429,2023-08-01
600630.SH,2003-11-26,5.18,5.3,5.1,5.24,5.16,0.08,1.55,14715.91,7650.912,2023-08-01
600855.SH,2003-11-26,5.95,6.2,5.9,6.15,5.96,0.19,3.19,19444.77,11812.349,2023-08-01
600115.SH,2003-11-26,4.15,4.18,4.13,4.17,4.17,0.0,0.0,21193.2,8796.473,2023-08-01
000608.SZ,2003-11-26,5.71,5.83,5.65,5.75,5.82,-0.07,-1.2,3047.08,1742.2835,2023-08-01
600700.SH,2003-11-26,4.2,4.33,4.17,4.25,4.27,-0.02,-0.47,26642.05,11343.177,2023-08-01
