security_code,trade_date,adj_factor,data_date
000001.SZ,2016-10-26,104.758,2023-07-31
000002.SZ,2016-10-26,132.782,2023-07-31
000004.SZ,2016-10-26,4.064,2023-07-31
000005.SZ,2016-10-26,9.268,2023-07-31
000006.SZ,2016-10-26,32.551,2023-07-31
000007.SZ,2016-10-26,5.521,2023-07-31
000008.SZ,2016-10-26,22.021,2023-07-31
000009.SZ,2016-10-26,7.318,2023-07-31
000010.SZ,2016-10-26,10.775,2023-07-31
000011.SZ,2016-10-26,3.374,2023-07-31
000012.SZ,2016-10-26,17.618,2023-07-31
000014.SZ,2016-10-26,5.374,2023-07-31
000016.SZ,2016-10-26,20.554,2023-07-31
000017.SZ,2016-10-26,2.683,2023-07-31
000018.SZ,2016-10-26,6.581,2023-07-31
000019.SZ,2016-10-26,3.67,2023-07-31
000020.SZ,2016-10-26,1.752,2023-07-31
000021.SZ,2016-10-26,13.651,2023-07-31
000022.SZ,2016-10-26,3.889,2023-07-31
000023.SZ,2016-10-26,2.64,2023-07-31
000025.SZ,2016-10-26,1.883,2023-07-31
000026.SZ,2016-10-26,7.126,2023-07-31
000027.SZ,2016-10-26,12.92,2023-07-31
000028.SZ,2016-10-26,3.865,2023-07-31
000029.SZ,2016-10-26,2.163,2023-07-31
000030.SZ,2016-10-26,2.191,2023-07-31
000031.SZ,2016-10-26,13.803,2023-07-31
000032.SZ,2016-10-26,4.093,2023-07-31
000034.SZ,2016-10-26,2.961,2023-07-31
000035.SZ,2016-10-26,4.612,2023-07-31
000036.SZ,2016-10-26,6.967,2023-07-31
000037.SZ,2016-10-26,5.659,2023-07-31
000038.SZ,2016-10-26,1.783,2023-07-31
000039.SZ,2016-10-26,23.633,2023-07-31
000040.SZ,2016-10-26,4.285,2023-07-31
000042.SZ,2016-10-26,12.83,2023-07-31
000043.SZ,2016-10-26,7.943,2023-07-31
000045.SZ,2016-10-26,2.928,2023-07-31
000046.SZ,2016-10-26,31.017,2023-07-31
000048.SZ,2016-10-26,5.901,2023-07-31
000049.SZ,2016-10-26,5.301,2023-07-31
000050.SZ,2016-10-26,8.223,2023-07-31
000055.SZ,2016-10-26,5.925,2023-07-31
000056.SZ,2016-10-26,4.68,2023-07-31
000058.SZ,2016-10-26,3.203,2023-07-31
000059.SZ,2016-10-26,1.529,2023-07-31
000060.SZ,2016-10-26,23.522,2023-07-31
000061.SZ,2016-10-26,20.967,2023-07-31
000062.SZ,2016-10-26,4.76,2023-07-31
000063.SZ,2016-10-26,15.787,2023-07-31
000065.SZ,2016-10-26,9.885,2023-07-31
000066.SZ,2016-10-26,10.667,2023-07-31
000068.SZ,2016-10-26,2.28,2023-07-31
000069.SZ,2016-10-26,36.644,2023-07-31
000070.SZ,2016-10-26,1.426,2023-07-31
000078.SZ,2016-10-26,20.119,2023-07-31
000088.SZ,2016-10-26,7.276,2023-07-31
000089.SZ,2016-10-26,6.794,2023-07-31
000090.SZ,2016-10-26,4.148,2023-07-31
000096.SZ,2016-10-26,2.622,2023-07-31
000099.SZ,2016-10-26,3.76,2023-07-31
000100.SZ,2016-10-26,2.854,2023-07-31
000150.SZ,2016-10-26,1.988,2023-07-31
000151.SZ,2016-10-26,2.613,2023-07-31
000153.SZ,2016-10-26,5.56,2023-07-31
000156.SZ,2016-10-26,0.971,2023-07-31
000157.SZ,2016-10-26,62.923,2023-07-31
000158.SZ,2016-10-26,2.244,2023-07-31
000159.SZ,2016-10-26,3.138,2023-07-31
000166.SZ,2016-10-26,1.373,2023-07-31
000301.SZ,2016-10-26,2.153,2023-07-31
000333.SZ,2016-10-26,4.176,2023-07-31
000338.SZ,2016-10-26,8.577,2023-07-31
000400.SZ,2016-10-26,7.537,2023-07-31
000401.SZ,2016-10-26,3.841,2023-07-31
000402.SZ,2016-10-26,32.08,2023-07-31
000403.SZ,2016-10-26,4.217,2023-07-31
000404.SZ,2016-10-26,2.977,2023-07-31
000407.SZ,2016-10-26,10.883,2023-07-31
000408.SZ,2016-10-26,5.585,2023-07-31
000409.SZ,2016-10-26,1.99,2023-07-31
000410.SZ,2016-10-26,2.889,2023-07-31
000411.SZ,2016-10-26,2.537,2023-07-31
000413.SZ,2016-10-26,4.444,2023-07-31
000415.SZ,2016-10-26,20.508,2023-07-31
000416.SZ,2016-10-26,9.376,2023-07-31
000417.SZ,2016-10-26,15.992,2023-07-31
000418.SZ,2016-10-26,2.778,2023-07-31
000419.SZ,2016-10-26,13.709,2023-07-31
000420.SZ,2016-10-26,6.352,2023-07-31
000421.SZ,2016-10-26,6.556,2023-07-31
000422.SZ,2016-10-26,14.787,2023-07-31
000423.SZ,2016-10-26,9.44,2023-07-31
000425.SZ,2016-10-26,37.085,2023-07-31
000426.SZ,2016-10-26,16.853,2023-07-31
000428.SZ,2016-10-26,12.139,2023-07-31
000429.SZ,2016-10-26,3.017,2023-07-31
000430.SZ,2016-10-26,4.575,2023-07-31
000488.SZ,2016-10-26,5.354,2023-07-31
000498.SZ,2016-10-26,2.68,2023-07-31
000501.SZ,2016-10-26,4.843,2023-07-31
000502.SZ,2016-10-26,3.113,2023-07-31
000503.SZ,2016-10-26,7.615,2023-07-31
000504.SZ,2016-10-26,2.103,2023-07-31
000505.SZ,2016-10-26,3.312,2023-07-31
000506.SZ,2016-10-26,2.872,2023-07-31
000507.SZ,2016-10-26,4.462,2023-07-31
000509.SZ,2016-10-26,9.746,2023-07-31
000510.SZ,2016-10-26,10.351,2023-07-31
000511.SZ,2016-10-26,16.238,2023-07-31
000513.SZ,2016-10-26,3.454,2023-07-31
000514.SZ,2016-10-26,4.294,2023-07-31
000516.SZ,2016-10-26,38.969,2023-07-31
000517.SZ,2016-10-26,12.802,2023-07-31
000518.SZ,2016-10-26,8.377,2023-07-31
000519.SZ,2016-10-26,7.859,2023-07-31
000520.SZ,2016-10-26,6.855,2023-07-31
000521.SZ,2016-10-26,4.92,2023-07-31
000523.SZ,2016-10-26,5.504,2023-07-31
000524.SZ,2016-10-26,4.567,2023-07-31
000525.SZ,2016-10-26,7.087,2023-07-31
000526.SZ,2016-10-26,2.471,2023-07-31
000528.SZ,2016-10-26,8.387,2023-07-31
000529.SZ,2016-10-26,3.035,2023-07-31
000530.SZ,2016-10-26,6.737,2023-07-31
000531.SZ,2016-10-26,11.333,2023-07-31
000532.SZ,2016-10-26,4.362,2023-07-31
000533.SZ,2016-10-26,2.241,2023-07-31
000534.SZ,2016-10-26,4.099,2023-07-31
000536.SZ,2016-10-26,2.168,2023-07-31
000537.SZ,2016-10-26,5.759,2023-07-31
000538.SZ,2016-10-26,16.781,2023-07-31
000539.SZ,2016-10-26,16.729,2023-07-31
000540.SZ,2016-10-26,51.371,2023-07-31
000541.SZ,2016-10-26,23.496,2023-07-31
000543.SZ,2016-10-26,4.407,2023-07-31
000544.SZ,2016-10-26,2.103,2023-07-31
000545.SZ,2016-10-26,4.174,2023-07-31
000546.SZ,2016-10-26,1.717,2023-07-31
000547.SZ,2016-10-26,10.482,2023-07-31
000548.SZ,2016-10-26,3.457,2023-07-31
000550.SZ,2016-10-26,2.586,2023-07-31
000551.SZ,2016-10-26,7.607,2023-07-31
000552.SZ,2016-10-26,6.115,2023-07-31
000553.SZ,2016-10-26,4.123,2023-07-31
000554.SZ,2016-10-26,4.888,2023-07-31
000555.SZ,2016-10-26,3.111,2023-07-31
000557.SZ,2016-10-26,7.328,2023-07-31
000558.SZ,2016-10-26,3.969,2023-07-31
000559.SZ,2016-10-26,26.307,2023-07-31
000560.SZ,2016-10-26,3.93,2023-07-31
000561.SZ,2016-10-26,2.52,2023-07-31
000563.SZ,2016-10-26,16.407,2023-07-31
000564.SZ,2016-10-26,3.005,2023-07-31
000565.SZ,2016-10-26,7.478,2023-07-31
000566.SZ,2016-10-26,9.271,2023-07-31
000567.SZ,2016-10-26,3.261,2023-07-31
000568.SZ,2016-10-26,30.519,2023-07-31
000570.SZ,2016-10-26,4.431,2023-07-31
000571.SZ,2016-10-26,7.582,2023-07-31
000572.SZ,2016-10-26,4.656,2023-07-31
000573.SZ,2016-10-26,7.136,2023-07-31
000576.SZ,2016-10-26,6.187,2023-07-31
000581.SZ,2016-10-26,4.162,2023-07-31
000582.SZ,2016-10-26,3.566,2023-07-31
000584.SZ,2016-10-26,4.815,2023-07-31
000585.SZ,2016-10-26,1.277,2023-07-31
000586.SZ,2016-10-26,3.698,2023-07-31
000587.SZ,2016-10-26,6.27,2023-07-31
000589.SZ,2016-10-26,4.965,2023-07-31
000590.SZ,2016-10-26,4.764,2023-07-31
000591.SZ,2016-10-26,5.684,2023-07-31
000592.SZ,2016-10-26,6.375,2023-07-31
000593.SZ,2016-10-26,5.6,2023-07-31
000595.SZ,2016-10-26,2.479,2023-07-31
000596.SZ,2016-10-26,3.263,2023-07-31
000597.SZ,2016-10-26,2.157,2023-07-31
000598.SZ,2016-10-26,23.566,2023-07-31
000599.SZ,2016-10-26,4.821,2023-07-31
000600.SZ,2016-10-26,6.424,2023-07-31
000601.SZ,2016-10-26,8.953,2023-07-31
000603.SZ,2016-10-26,4.103,2023-07-31
000605.SZ,2016-10-26,2.517,2023-07-31
000606.SZ,2016-10-26,6.443,2023-07-31
000607.SZ,2016-10-26,3.735,2023-07-31
000608.SZ,2016-10-26,11.075,2023-07-31
000609.SZ,2016-10-26,5.991,2023-07-31
000610.SZ,2016-10-26,3.003,2023-07-31
000611.SZ,2016-10-26,4.596,2023-07-31
000612.SZ,2016-10-26,9.609,2023-07-31
000613.SZ,2016-10-26,1.43,2023-07-31
000615.SZ,2016-10-26,9.007,2023-07-31
000616.SZ,2016-10-26,28.319,2023-07-31
000617.SZ,2016-10-26,4.736,2023-07-31
000619.SZ,2016-10-26,9.101,2023-07-31
000620.SZ,2016-10-26,1.522,2023-07-31
000622.SZ,2016-10-26,2.525,2023-07-31
000623.SZ,2016-10-26,15.448,2023-07-31
000625.SZ,2016-10-26,7.059,2023-07-31
000626.SZ,2016-10-26,10.576,2023-07-31
000627.SZ,2016-10-26,26.992,2023-07-31
000628.SZ,2016-10-26,3.123,2023-07-31
000629.SZ,2016-10-26,7.789,2023-07-31
000630.SZ,2016-10-26,26.146,2023-07-31
000631.SZ,2016-10-26,15.184,2023-07-31
