security_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,data_date
603299.SH,2018-04-23,10.26,0.8842,0.9908,0.59,32.2235,32.2235,2.6938,2.2075,2.2075,0.1949,0.1949,55944.0,27930.0905,24924.473,573985.44,286562.7285,2023-08-05
002557.SZ,2018-04-23,16.2,1.1129,2.8705,1.12,25.7294,25.7294,2.6815,2.2798,2.2798,2.4691,2.4691,50700.0,50700.0,19656.0577,821340.0,821340.0,2023-08-05
601985.SH,2018-04-23,6.41,0.3602,0.3612,0.93,22.1834,22.1641,2.243,2.9704,2.9451,1.7161,1.7161,1556543.0,422965.0,421805.0,9977440.63,2711205.65,2023-08-05
002436.SZ,2018-04-23,5.7,3.9882,4.4434,1.02,51.4788,51.4788,3.5402,2.5834,2.5834,0.5263,0.5263,148790.7504,119899.3517,107617.2727,848107.2773,683426.3047,2023-08-05
600810.SH,2018-04-23,9.36,1.3089,2.5805,0.55,48.767,51.6028,1.6348,0.4123,0.3913,0.0,,44228.0,44228.0,22434.3592,413974.08,413974.08,2023-08-05
600823.SH,2018-04-23,4.81,0.2266,0.7115,0.55,8.1083,8.1083,0.8297,0.9666,0.9666,1.188,1.188,375116.8261,375116.8261,119475.1608,1804311.9335,1804311.9335,2023-08-05
300257.SZ,2018-04-23,16.58,0.2527,0.6435,0.65,136.3173,136.3173,4.2071,6.4042,6.4042,0.9047,0.9047,85800.0,81926.8884,32167.3126,1422564.0,1358347.8097,2023-08-05
300501.SZ,2018-04-23,34.66,1.611,1.611,0.63,35.4224,34.9219,3.7136,6.2063,5.7602,1.1449,,6725.88,2404.08,2404.08,233119.0008,83325.4128,2023-08-05
002360.SZ,2018-04-23,6.15,0.4496,0.4832,0.67,25.0476,25.0476,2.3186,3.3926,3.3926,1.626,1.626,39151.26,29811.8637,27734.6137,240780.249,183342.9618,2023-08-05
603988.SH,2018-04-23,27.56,0.6497,2.1808,0.78,99.9688,99.9688,4.9574,10.7531,10.7531,0.3628,0.3628,12000.0,12000.0,3575.0,330720.0,330720.0,2023-08-05
300465.SZ,2018-04-23,11.71,16.6994,19.3716,1.81,227.9546,142.2662,4.8854,5.4159,3.9416,0.0684,0.0684,44986.6257,26896.0,23185.842,526793.3869,314952.16,2023-08-05
601500.SH,2018-04-23,8.29,2.1248,2.1248,1.0,40.8555,40.0198,2.2917,1.6004,1.5693,1.2063,1.2063,72691.9085,17491.9085,17491.9085,602615.9215,145007.9215,2023-08-05
601169.SH,2018-04-23,6.74,0.0847,0.1353,0.63,8.0049,7.7604,0.9194,3.0029,2.8516,2.6678,2.6678,2114298.4272,1824801.0822,1141679.3788,14250371.3993,12299159.294,2023-08-05
001896.SZ,2018-04-23,4.62,0.2982,0.7553,0.81,99.297,99.297,0.8366,0.6068,0.6068,0.0,,115058.7847,85526.8476,33763.6266,531571.5853,395134.0359,2023-08-05
600446.SH,2018-04-23,15.72,2.0011,3.6724,0.68,101.6095,101.6095,7.1039,3.1725,3.1725,0.5292,0.5292,85321.0484,80140.95,43669.1681,1341246.8808,1259815.734,2023-08-05
600754.SH,2018-04-23,29.62,1.2771,5.7633,2.57,32.179,32.179,2.1853,2.089,2.089,1.6205,1.6205,95793.644,64851.774,14370.6805,2837407.7353,1920909.5459,2023-08-05
300365.SZ,2018-04-23,19.91,2.888,3.6177,1.64,40.8746,40.8746,5.196,9.1822,9.1822,0.1679,0.6702,39465.6846,21725.5912,17343.2562,785761.7804,432556.5208,2023-08-05
601689.SH,2018-04-23,18.19,3.2543,3.2629,1.94,17.9331,17.9331,2.046,2.6,2.6,0.0,,72757.7758,17070.0,17024.9,1323463.9418,310503.3,2023-08-05
600456.SH,2018-04-23,18.66,1.4867,3.1661,0.82,373.7152,162.2899,2.3493,2.7913,2.6652,0.268,0.268,43026.57,43026.57,20203.8402,802875.7962,802875.7962,2023-08-05
603882.SH,2018-04-23,27.77,2.5817,2.5817,0.55,67.4541,67.4541,7.4697,3.3535,3.3535,,,45788.4577,6868.0,6868.0,1271545.4703,190724.36,2023-08-05
603633.SH,2018-04-23,16.39,1.5157,2.4698,0.71,39.8142,38.0178,2.8417,5.7982,5.4115,0.7627,0.7627,12035.0,8303.7648,5095.9002,197253.65,136098.7051,2023-08-05
000419.SZ,2018-04-23,5.34,0.2778,0.4993,0.63,22.6898,22.6898,1.4449,0.7398,0.7398,2.2472,2.2472,54358.2655,54328.9983,30231.7499,290273.1378,290116.8509,2023-08-05
603385.SH,2018-04-23,16.7,0.4834,0.8193,0.65,20.9388,20.9388,1.5843,1.7267,1.7267,0.0,,28415.1111,20286.6867,11968.3638,474532.3554,338787.6679,2023-08-05
600998.SH,2018-04-23,17.88,0.2636,0.7703,0.96,38.2925,24.4292,1.8867,0.5454,0.4743,0.0,,187766.259,164579.116,56322.8662,3357260.7109,2942674.5941,2023-08-05
300155.SZ,2018-04-23,5.92,2.4366,3.5617,1.0,182.7672,282.649,2.8132,4.0324,3.8615,0.1689,0.1689,54337.0602,27780.0572,19004.3804,321675.3964,164457.9386,2023-08-05
002226.SZ,2018-04-23,5.47,0.6093,1.1421,0.52,83.5755,83.5755,1.1275,4.1307,4.1307,0.7336,0.7336,124898.169,91127.8992,48617.0892,683192.9844,498469.6086,2023-08-05
002787.SZ,2018-04-23,9.35,2.3199,2.7166,0.88,28.8785,28.8785,2.6792,2.3438,2.3438,2.6738,2.6738,28812.0,10350.1634,8838.5706,269392.2,96774.0278,2023-08-05
002923.SZ,2018-04-23,40.07,10.3543,10.3543,0.75,44.2017,43.4649,4.6898,5.141,4.9123,,,10000.0,2500.0,2500.0,400700.0,100175.0,2023-08-05
600236.SH,2018-04-23,5.29,0.1,0.2642,1.1,12.3625,16.1428,2.2569,3.7449,4.0186,2.4575,2.4575,606336.754,360447.0823,136451.8534,3207521.4287,1906765.0654,2023-08-05
002409.SZ,2018-04-23,25.88,7.7345,12.7371,1.02,257.7117,318.8357,5.6739,7.8543,7.7398,0.0773,0.0773,34382.7605,18314.5196,11121.3768,889825.8417,473979.7672,2023-08-05
600171.SH,2018-04-23,15.82,9.0213,12.265,0.9,63.7351,63.7351,4.6242,19.6981,19.6981,0.1218,0.1218,69960.9514,67380.7773,49560.7773,1106782.2511,1065963.8969,2023-08-05
600476.SH,2018-04-23,14.57,1.4703,2.4236,0.86,1102.3964,1102.3964,11.7241,8.5914,8.5914,0.0,,16107.0,16107.0,9771.228,234678.99,234678.99,2023-08-05
002158.SZ,2018-04-23,12.32,4.1911,10.9823,1.76,28.7943,28.7943,3.6908,4.0725,4.0725,1.7857,1.7857,53038.1122,53038.1122,20240.3632,653429.5423,653429.5423,2023-08-05
601005.SH,2018-04-23,2.18,0.1379,0.1839,0.83,60.7417,60.7417,1.1621,1.4688,1.4688,0.0,,891860.2267,838047.5067,628349.3467,1944255.2942,1826943.5646,2023-08-05
600528.SH,2018-04-23,10.28,0.262,0.4776,0.85,17.0508,17.0508,1.5624,1.4376,1.4376,0.2237,0.2237,222155.1588,183774.8895,100818.8457,2283755.0325,1889205.8641,2023-08-05
600903.SH,2018-04-23,26.06,11.5292,11.5292,0.86,154.1838,154.1838,8.9687,7.6238,7.6238,,,81298.9305,12194.8396,12194.8396,2118650.1288,317797.52,2023-08-05
603555.SH,2018-04-23,24.54,0.1978,0.8948,1.18,52.7093,58.77,6.4999,6.7687,4.7987,1.8337,1.8337,62860.2143,62860.2143,13898.7143,1542589.6589,1542589.6589,2023-08-05
000502.SZ,2018-04-23,8.74,0.8202,1.0629,0.92,,,12.519,73.2196,73.2196,0.0,,18481.9607,18334.8857,14148.4391,161532.3365,160246.901,2023-08-05
600868.SH,2018-04-23,4.26,1.5189,1.5989,1.51,69.4922,69.4922,3.51,33.3199,33.3199,0.3521,,189814.8679,189814.8679,180324.1147,808611.3373,808611.3373,2023-08-05
600874.SH,2018-04-23,12.88,4.2533,12.4422,1.7,36.1686,36.1686,3.5924,8.5567,8.5567,0.7376,0.7376,142722.843,108722.843,37166.3244,1838270.2178,1400350.2178,2023-08-05
603338.SH,2018-04-23,62.01,0.6476,2.2838,1.56,38.7475,38.7475,4.9812,9.6308,9.6308,0.2666,,17692.6229,16250.0,4607.5,1097119.546,1007662.5,2023-08-05
002395.SZ,2018-04-23,14.19,1.888,5.3531,1.03,193.8386,193.8386,3.0364,1.9924,1.9924,0.5638,0.5638,17880.6,17880.6,6306.381,253725.714,253725.714,2023-08-05
600884.SH,2018-04-23,17.94,1.2583,1.8642,0.63,22.4775,22.4775,1.9306,2.4354,2.4354,0.4459,0.4459,112276.4986,82171.6494,55464.2508,2014240.3849,1474159.3902,2023-08-05
300678.SZ,2018-04-23,59.37,11.1608,11.1608,0.55,153.1694,138.1564,11.3484,24.3239,20.587,,,10000.0,2500.0,2500.0,593700.0,148425.0,2023-08-05
002191.SZ,2018-04-23,7.99,0.3835,0.6182,0.75,20.793,20.793,1.8521,4.0552,4.0552,2.7338,2.7338,149483.4382,130291.3575,80830.7161,1194372.6712,1041027.9464,2023-08-05
600582.SH,2018-04-23,4.11,0.2411,0.7846,1.21,18.0568,18.0568,1.1367,1.1061,1.1061,0.7299,0.7299,413858.8892,413858.8892,127160.3528,1700960.0346,1700960.0346,2023-08-05
600598.SH,2018-04-23,10.79,3.491,9.7359,1.18,24.5917,24.5917,3.1874,6.4099,6.4099,3.1511,3.1511,177767.9909,177767.9909,63741.7788,1918116.6218,1918116.6218,2023-08-05
300420.SZ,2018-04-23,7.37,1.6535,1.7397,0.58,48.5682,48.5682,2.6037,4.9926,4.9926,0.0,,51116.4635,19781.7555,18801.9378,376728.336,145791.538,2023-08-05
002445.SZ,2018-04-23,12.19,0.2976,0.4276,0.87,44.244,32.6278,2.3216,7.5508,6.4523,0.2881,0.2881,82978.0286,75315.137,52423.019,1011502.1686,918091.52,2023-08-05
300433.SZ,2018-04-23,19.62,3.4307,3.4307,1.57,42.8563,24.307,3.0402,3.3855,2.171,0.4229,0.4229,262903.0576,44644.0671,44644.0671,5158157.9901,875916.5965,2023-08-05
600322.SH,2018-04-23,5.7,0.327,0.4464,0.83,28.8938,28.8938,1.4387,0.9926,0.9926,0.0,,110570.0,110570.0,81001.0134,630249.0,630249.0,2023-08-05
600744.SH,2018-04-23,3.16,0.1599,0.2139,0.74,,,1.8849,0.767,0.767,0.0,,178112.4274,82763.4402,61865.1394,562835.2706,261532.471,2023-08-05
002295.SZ,2018-04-23,8.39,0.9026,1.2977,0.94,229.6875,34.9226,1.8797,0.5424,0.3867,0.0,,25143.2,19451.5769,13528.666,210951.448,163198.7302,2023-08-05
600584.SH,2018-04-23,23.09,7.3512,8.4604,1.08,91.4492,91.4492,3.3244,1.3162,1.3162,0.0495,0.0495,135984.4003,98457.0,85548.2389,3139879.8029,2273372.13,2023-08-05
