security_code,trade_date,adj_factor,data_date
000001.SZ,2023-08-04,116.7127,2023-08-20
000002.SZ,2023-08-04,172.8236,2023-08-20
000004.SZ,2023-08-04,4.064,2023-08-20
000005.SZ,2023-08-04,9.268,2023-08-20
000006.SZ,2023-08-04,39.7401,2023-08-20
000007.SZ,2023-08-04,8.284,2023-08-20
000008.SZ,2023-08-04,22.408,2023-08-20
000009.SZ,2023-08-04,8.9323,2023-08-20
000010.SZ,2023-08-04,10.775,2023-08-20
000011.SZ,2023-08-04,4.2505,2023-08-20
000012.SZ,2023-08-04,28.4857,2023-08-20
000014.SZ,2023-08-04,6.6274,2023-08-20
000016.SZ,2023-08-04,22.375,2023-08-20
000017.SZ,2023-08-04,2.683,2023-08-20
000019.SZ,2023-08-04,4.6029,2023-08-20
000020.SZ,2023-08-04,1.752,2023-08-20
000021.SZ,2023-08-04,14.4513,2023-08-20
000023.SZ,2023-08-04,2.668,2023-08-20
000025.SZ,2023-08-04,2.7463,2023-08-20
000026.SZ,2023-08-04,8.3668,2023-08-20
000027.SZ,2023-08-04,17.6814,2023-08-20
000028.SZ,2023-08-04,5.4863,2023-08-20
000029.SZ,2023-08-04,2.2916,2023-08-20
000030.SZ,2023-08-04,3.9333,2023-08-20
000031.SZ,2023-08-04,14.651,2023-08-20
000032.SZ,2023-08-04,4.1992,2023-08-20
000034.SZ,2023-08-04,3.1716,2023-08-20
000035.SZ,2023-08-04,4.6937,2023-08-20
000036.SZ,2023-08-04,12.8396,2023-08-20
000037.SZ,2023-08-04,5.668,2023-08-20
000039.SZ,2023-08-04,49.5299,2023-08-20
000040.SZ,2023-08-04,4.349,2023-08-20
000042.SZ,2023-08-04,13.4975,2023-08-20
000045.SZ,2023-08-04,2.9734,2023-08-20
000046.SZ,2023-08-04,34.006,2023-08-20
000048.SZ,2023-08-04,9.4877,2023-08-20
000049.SZ,2023-08-04,8.4078,2023-08-20
000050.SZ,2023-08-04,8.477,2023-08-20
000055.SZ,2023-08-04,10.0028,2023-08-20
000056.SZ,2023-08-04,4.708,2023-08-20
000058.SZ,2023-08-04,3.2914,2023-08-20
000059.SZ,2023-08-04,1.818,2023-08-20
000060.SZ,2023-08-04,40.0958,2023-08-20
000061.SZ,2023-08-04,22.0937,2023-08-20
000062.SZ,2023-08-04,7.7438,2023-08-20
000063.SZ,2023-08-04,16.3769,2023-08-20
000065.SZ,2023-08-04,17.4616,2023-08-20
000066.SZ,2023-08-04,11.0088,2023-08-20
000068.SZ,2023-08-04,2.28,2023-08-20
000069.SZ,2023-08-04,45.2546,2023-08-20
000070.SZ,2023-08-04,3.484,2023-08-20
000078.SZ,2023-08-04,20.484,2023-08-20
000088.SZ,2023-08-04,8.1592,2023-08-20
000089.SZ,2023-08-04,7.1182,2023-08-20
000090.SZ,2023-08-04,8.9684,2023-08-20
000096.SZ,2023-08-04,2.86,2023-08-20
000099.SZ,2023-08-04,3.9088,2023-08-20
000100.SZ,2023-08-04,3.6568,2023-08-20
000151.SZ,2023-08-04,2.759,2023-08-20
000153.SZ,2023-08-04,5.7795,2023-08-20
000155.SZ,2023-08-04,1.568,2023-08-20
000156.SZ,2023-08-04,1.1372,2023-08-20
000157.SZ,2023-08-04,83.2858,2023-08-20
000158.SZ,2023-08-04,2.952,2023-08-20
000159.SZ,2023-08-04,3.215,2023-08-20
000166.SZ,2023-08-04,1.5196,2023-08-20
000301.SZ,2023-08-04,2.3503,2023-08-20
000333.SZ,2023-08-04,5.1226,2023-08-20
000338.SZ,2023-08-04,20.7498,2023-08-20
000400.SZ,2023-08-04,7.8221,2023-08-20
000401.SZ,2023-08-04,4.5873,2023-08-20
000402.SZ,2023-08-04,39.1421,2023-08-20
000403.SZ,2023-08-04,7.6339,2023-08-20
000404.SZ,2023-08-04,3.6326,2023-08-20
000407.SZ,2023-08-04,11.1875,2023-08-20
000408.SZ,2023-08-04,6.2465,2023-08-20
000409.SZ,2023-08-04,2.15,2023-08-20
000410.SZ,2023-08-04,2.889,2023-08-20
000411.SZ,2023-08-04,3.1854,2023-08-20
000413.SZ,2023-08-04,4.592,2023-08-20
000415.SZ,2023-08-04,20.919,2023-08-20
000416.SZ,2023-08-04,9.7828,2023-08-20
000417.SZ,2023-08-04,18.1722,2023-08-20
000419.SZ,2023-08-04,15.878,2023-08-20
000420.SZ,2023-08-04,6.352,2023-08-20
000421.SZ,2023-08-04,7.2921,2023-08-20
000422.SZ,2023-08-04,14.9072,2023-08-20
